Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-3.4,2.8,4.2,18982,91,1031,14,1.4,0.36,814675|819069|823749|824529|828060|831112|831197|831817|832150|834200|835046|837791|841164|844020,STL2P|RAB6A|RABE1c|RAB8|SEC15B|SEC10|KEG|RAB8C|SPS1F|AT5G41950|EXO84B|KEU|SEC3A|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0043094,cellular metabolic compound salvage,19_GO:0008152 metabolic process,-3.4,3,4.2,18982,81,1031,13,1.3,0.35,814736|817319|819382|821370|824578|827122|827124|827343|828026|829622|829949|836470|838940,AT2G02050|AT2G27730|AT2G47690|AT3G18410|PUMP1|ATARD2|ARD1|AT4G16450|AT4G00585|CIB22|SHM1|GAMMA CAL1|GGT1,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0032940,secretion by cell,19_GO:0051179 localization,-3.3,2.9,4.2,18982,82,1031,13,1.3,0.35,814675|819069|823749|824529|828060|831112|831197|831817|834200|835046|837791|841164|844020,STL2P|RAB6A|RABE1c|RAB8|SEC15B|SEC10|KEG|RAB8C|AT5G41950|EXO84B|KEU|SEC3A|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0010014,meristem initiation,19_GO:0032502 developmental process,-3.3,4.2,4.6,18982,35,1031,8,0.78,0.27,819969|820936|820940|825525|829424|834868|836190|838039,OBE1|TPR2|RR1|TTA2|HB-8|OBE2|REV|TTA1,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0071840 cellular component organization or biogenesis,-3.2,2.7,4,18982,95,1031,14,1.4,0.36,815211|816556|816807|819959|821856|826724|828587|829235|834162|835217|838077|838792|841472|843677,VPS2.1|MUR3|NAI1|p24beta2|AT3G22845|BTI2|AT4G24840|AT4G31080|BTI3|EYE|AT1G15130|p24delta5|HIT1|AT1G73430,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006887,exocytosis,19_GO:0051179 localization,-3.2,3.2,4.2,18982,64,1031,11,1.1,0.32,819069|823749|824529|828060|831112|831817|834200|835046|837791|841164|844020,RAB6A|RABE1c|RAB8|SEC15B|SEC10|RAB8C|AT5G41950|EXO84B|KEU|SEC3A|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006208,pyrimidine nucleobase catabolic process,19_GO:0008152 metabolic process,-3.2,14,6.1,18982,4,1031,3,0.29,0.17,815903|831093|836558,ALDH6B2|PYD2|BETA-UP,-0.72,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath04016,MAPK signaling pathway - plant,,-3.2,2.4,3.9,18982,129,1031,17,1.6,0.4,817245|818411|818710|823492|824214|828151|828714|829480|830760|831748|832546|834842|837637|838394|841891|842248|842710,CAM5|PYL4|CAM2|CAM7|SNRK2.2|MPK4|ABI1|BAK1|SNRK2.1|CTR1|VSP2|RBOHD|SNRK2.4|ATMPK8|XRN4|MPK2|RBOH F,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0000919,cell plate assembly,19_GO:0071840 cellular component organization or biogenesis,-3.2,6.6,5,18982,14,1031,5,0.48,0.22,817874|831809|832059|839419|839467,SAR1|EXO70A1|AT5G19390|VAMP721|CSLD5,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0042136,neurotransmitter biosynthetic process,19_GO:0065007 biological regulation,-3.2,5.3,4.7,18982,21,1031,6,0.58,0.24,829387|829949|831093|836558|838940|840543,SHM3|SHM1|PYD2|BETA-UP|GGT1|SHM7,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0090421,embryonic meristem initiation,19_GO:0032502 developmental process,-3.2,5.3,4.7,18982,21,1031,6,0.58,0.24,819969|820936|825525|829424|834868|838039,OBE1|TPR2|TTA2|HB-8|OBE2|TTA1,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-3.2,2.2,3.8,18982,166,1031,20,1.9,0.43,816556|817649|823774|825650|828097|828151|829387|829480|829676|829949|830708|835195|835526|837150|837362|837960|840105|840295|840543|843864,MUR3|SKdZeta|HERK1|GSL05|BSL1|MPK4|SHM3|BAK1|BSK1|SHM1|BIM1|EMB3142|THE1|GSK1|BSL2|VIK|IWS1|UPF3|SHM7|DHAR2,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0009620,response to fungus,19_GO:0051704 multi-organism process,-3.1,1.8,3.6,18982,376,1031,36,3.5,0.57,815160|816344|816757|816762|817049|819130|819632|820155|821297|821678|822051|822175|823492|825135|825650|826728|828151|828328|828840|829390|829480|829597|829676|831521|834283|834842|834915|835526|836263|837619|837673|841367|842111|842482|842710|2745879,OPR3|TLP2|MIPS2|SR1|SDF2|AT2G45220|PR4|MDHAR|AT3G01310|4CL2|PERK1|TPS-CIN|CAM7|AT3G59660|GSL05|SGT1B|MPK4|ATCES1|PHOS34|LUG|BAK1|AGB1|BSK1|AT5G16590|AT5G42740|RBOHD|FKBP15-2|THE1|MYB28|SEX1|MLO2|LACS2|PGN|AT1G61850|RBOH F|SAG20,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0009826,unidimensional cell growth,19_GO:0040007 growth,-3.1,1.8,3.6,18982,349,1031,34,3.3,0.56,815247|816556|818761|819979|821884|823774|824309|824568|824862|828060|828083|828776|828972|829390|830000|830377|831411|831809|831976|832409|834200|835217|835526|836163|837958|838868|840032|841891|842193|842337|843288|843677|843917|844020,XTH4|MUR3|TFIIB|SCN1|AT3G23090|HERK1|RHD4|PAS1|SIP2;1|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|LNG1|EXO70A1|FASS|AT5G23430|AT5G41950|EYE|THE1|SIZ1|GN|ATSAC1|FEI1|XRN4|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0046777,protein autophosphorylation,19_GO:0008152 metabolic process,-3.1,2.1,3.7,18982,180,1031,21,2,0.44,814673|819260|820713|821054|821586|822051|823774|824217|824920|828542|828972|830366|831123|831316|831748|835526|835947|837150|837423|841382|842067,MPK17|PI4K GAMMA 4|AT3G14840|AT3G17850|CPK9|PERK1|HERK1|CRK|CPK32|CIPK8|CKL6|CPK1|CPK7|SK13|CTR1|THE1|WNK4|GSK1|SNF4|AT1G49580|AT1G56145,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-3.1,1.7,3.5,18982,393,1031,37,3.6,0.58,815247|816556|816961|818761|819979|821610|821884|823774|824309|824568|824862|828060|828083|828776|828972|829390|830000|830377|831411|831809|831976|832409|834200|835217|835526|836163|836187|837958|838868|840032|841891|842193|842337|843288|843677|843917|844020,XTH4|MUR3|LRL1|TFIIB|SCN1|UBP14|AT3G23090|HERK1|RHD4|PAS1|SIP2;1|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|LNG1|EXO70A1|FASS|AT5G23430|AT5G41950|EYE|THE1|SIZ1|PIP2;4|GN|ATSAC1|FEI1|XRN4|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-3.1,1.6,3.4,18982,653,1031,55,5.3,0.7,815247|816556|816961|818761|819069|819715|819979|820408|820940|821610|821705|821884|823774|824309|824568|824862|828060|828083|828776|828972|829390|830000|830334|830377|830398|830744|830912|831197|831411|831809|831976|832001|832196|832409|834200|835217|835421|835526|835702|836163|836187|837958|838324|838868|839389|839621|839816|840032|841891|842193|842337|843288|843677|843917|844020,XTH4|MUR3|LRL1|TFIIB|RAB6A|AT3G05500|SCN1|RBR1|RR1|UBP14|AHP1|AT3G23090|HERK1|RHD4|PAS1|SIP2;1|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|AT5G04550|NAS1|RUL1|AT5G08450|PAS2|KEG|LNG1|EXO70A1|FASS|SPL7|NPH4|AT5G23430|AT5G41950|EYE|BOB1|THE1|AT5G56040|SIZ1|PIP2;4|GN|AT1G17500|ATSAC1|RALF1|HK3|ML5|FEI1|XRN4|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0071840 cellular component organization or biogenesis,-3.1,1.7,3.5,18982,450,1031,41,4,0.61,815247|816556|818761|819979|820408|821884|823774|824309|824568|824702|824862|824958|828060|828083|828776|828972|829390|830000|830377|831411|831422|831809|831976|832409|834200|835217|835526|835641|835689|836163|837958|838868|840032|841891|842112|842193|842337|843288|843677|843917|844020,XTH4|MUR3|TFIIB|SCN1|RBR1|AT3G23090|HERK1|RHD4|PAS1|CER10|SIP2;1|AT3G57890|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|LNG1|AT5G15680|EXO70A1|FASS|AT5G23430|AT5G41950|EYE|THE1|SVL1|D6PK|SIZ1|GN|ATSAC1|FEI1|XRN4|SVB|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0046113,nucleobase catabolic process,19_GO:0008152 metabolic process,-3.1,8.2,5.2,18982,9,1031,4,0.39,0.19,815903|827752|831093|836558,ALDH6B2|AAH|PYD2|BETA-UP,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0010499,proteasomal ubiquitin-independent protein catabolic process,19_GO:0008152 metabolic process,-3.1,5,4.5,18982,22,1031,6,0.58,0.24,815135|822364|824289|834290|838217|841822,PAA2|PBB1|PAD1|PAF1|PAB1|PAE1,-0.72,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0015833,peptide transport,19_GO:0051179 localization,-3,1.6,3.4,18982,613,1031,52,5,0.68,814675|814735|815211|815962|818377|818594|818668|819069|819114|819959|820132|821415|821856|823710|823713|823749|823827|823935|824294|824529|824668|825321|826411|827172|827368|828005|828445|829118|829412|829697|829815|831021|831817|831870|833947|834706|834750|835217|837791|837874|838077|838737|838792|839620|839805|840234|840987|842418|842684|843564|843607|843677,STL2P|PTR2|VPS2.1|VSR3|AT2G37990|CLC2|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|AT3G45680|AT3G45710|RABE1c|TOC75-III|MAG1|VPS35C|RAB8|AT3G55020|AT3G61480|AT4G08520|AT4G15080|SAR2|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|RAB8C|AtCDC48C|SGR4|AT5G46630|LON2|EYE|KEU|AT1G13160|AT1G15130|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|SC3|AT1G63810|PUM23|TIM23-2|AT1G73430,-0.7,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-3,2,3.5,18982,236,1031,25,2.4,0.48,815903|818204|820166|820196|820255|821171|825044|826967|829387|829949|831330|831935|832004|832545|832875|834823|835527|836635|838850|838940|840543|841263|842869|844282|844376,ALDH6B2|URH1|OMR1|PAL4|GLY2|AT3G01260|CSY2|AT4G13360|SHM3|SHM1|FDH|GDH1|NSH3|AT5G24760|AT5G28050|AACT1|HL|ACX2|AT1G22440|GGT1|SHM7|D-CDES|FRA3|ALDH5F1|AT1G80360,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006508,proteolysis,19_GO:0008152 metabolic process,-3,1.5,3.3,18982,797,1031,64,6.2,0.75,814805|815135|815962|816823|817646|818909|820644|821357|821473|821610|822296|822364|823669|823944|824289|824972|826476|826728|826812|827311|828111|828626|829042|829216|829457|829462|829777|830390|831870|832174|832184|832260|833615|833835|834018|834224|834227|834269|834290|834750|835062|835281|835416|835954|837265|838077|838143|838217|838365|838606|838609|838677|839226|839409|839538|839623|840956|841182|841185|841822|842126|842728|843529|843946,UBC2|PAA2|VSR3|SCPL12|VAR2|SPPL3|AT3G14240|BTS|AT3G19390|UBP14|AFB2|PBB1|AT3G45310|AT3G47890|PAD1|AT3G58030|FBW2|SGT1B|SAP7|AT4G16190|AT4G03020|RIN2|GGT4|LAP2|SLOMO|CDC20.2|AT4G36195|UBC22|AtCDC48C|WAV2|UBQ4|RHF2A|scpl1|RAD23D|DEG9|AT5G42190|AT5G42220|AT5G42620|PAF1|LON2|AFB5|BAG1|CLPX|AT5G58410|ftsh10|AT1G15130|AT1G15740|PAB1|AT1G17860|ATSBT5.2|EMB2719|XCP2|CUL3|AT1G04810|AT1G02305|LCR|AT1G43690|SERPIN1|AT1G47740|PAE1|AT1G56700|UBC28|AT1G71980|AT1G76140,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0046907,intracellular transport,19_GO:0051179 localization,-2.9,1.5,3.3,18982,679,1031,56,5.4,0.71,814675|815211|815962|817557|818377|818594|818668|819069|819114|819959|820132|821415|821856|823827|823935|824294|824668|825321|826411|826966|827172|827368|828005|828445|829118|829412|829697|829815|831021|831197|831480|831488|831870|832448|833947|834706|834750|834833|835217|837791|837874|837958|838077|838666|838737|838792|839620|839805|840234|840987|841472|842684|843564|843607|843677|844363,STL2P|VPS2.1|VSR3|AT2G30060|AT2G37990|CLC2|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|TOC75-III|MAG1|VPS35C|AT3G55020|AT3G61480|AT4G08520|NIG|AT4G15080|SAR2|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|KEG|AT5G16210|AT5G16280|AtCDC48C|AT5G23830|SGR4|AT5G46630|LON2|FRA1|EYE|KEU|AT1G13160|GN|AT1G15130|AT1G20760|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|HIT1|AT1G63810|PUM23|TIM23-2|AT1G73430|AT1G80230,-0.67,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath_M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate",,-2.9,5.8,4.6,18982,16,1031,5,0.48,0.22,823948|828792|833002|834283|835603,GLDH|VTC2|GME|AT5G42740|VTC5,-0.67,WS_c1_which_mclass____5___1_
KEGG Pathway,24,M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate",,-2.9,5.8,4.6,18982,16,1031,5,0.48,0.22,823948|828792|833002|834283|835603,GLDH|VTC2|GME|AT5G42740|VTC5,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0046686,response to cadmium ion,19_GO:0050896 response to stimulus,-2.9,1.8,3.4,18982,319,1031,31,3,0.53,816664|818736|819110|819778|820499|822171|823555|823557|824930|826765|827039|829697|829949|830052|830120|831330|831935|834283|837296|839503|840543|840895|841263|841822|842337|842365|842763|843410|843797|844001|844087,AT2G21250|AT2G41380|AT2G45030|PRXIIF|SERAT2;2|PP2AA2|NIT2|NIT3|ADSS|GPX6|SBP1|AKR2|SHM1|FBA2|AGT2|FDH|GDH1|AT5G42740|ECA1|MAC3A|SHM7|GAPB|D-CDES|PAE1|AT1G60420|ATB2|ABCF3|PGM2|NRP1|OPR1|PDIL1-2,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0015031,protein transport,19_GO:0051179 localization,-2.8,1.6,3.3,18982,579,1031,49,4.8,0.66,814675|815211|815962|818377|818594|818668|819069|819114|819959|820132|821415|821856|823749|823827|823935|824294|824529|824668|825321|826411|827172|827368|828005|828445|829118|829412|829697|829815|831021|831817|831870|833947|834706|834750|835217|837791|837874|838077|838737|838792|839620|839805|840234|840987|842418|842684|843564|843607|843677,STL2P|VPS2.1|VSR3|AT2G37990|CLC2|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|RABE1c|TOC75-III|MAG1|VPS35C|RAB8|AT3G55020|AT3G61480|AT4G08520|AT4G15080|SAR2|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|RAB8C|AtCDC48C|SGR4|AT5G46630|LON2|EYE|KEU|AT1G13160|AT1G15130|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|SC3|AT1G63810|PUM23|TIM23-2|AT1G73430,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0070125,mitochondrial translational elongation,19_GO:0008152 metabolic process,-2.8,11,5.4,18982,5,1031,3,0.29,0.17,819110|826713|827784,AT2G45030|AT4G11120|RABE1b,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006152,purine nucleoside catabolic process,19_GO:0008152 metabolic process,-2.8,11,5.4,18982,5,1031,3,0.29,0.17,818204|832004|832875,URH1|NSH3|AT5G28050,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0016051,carbohydrate biosynthetic process,19_GO:0008152 metabolic process,-2.8,1.7,3.3,18982,350,1031,33,3.2,0.55,816556|816757|818447|819069|821672|822241|823948|825025|825079|825650|825838|828792|830052|832150|833002|834283|834677|834829|834883|835603|836263|836306|838257|838998|839030|839467|840032|840272|840895|842309|844049|844160|844225,MUR3|MIPS2|GAUT7|RAB6A|MSR1|AT3G26370|GLDH|AT3G58560|GSL11|GSL05|GSL1|VTC2|FBA2|SPS1F|GME|AT5G42740|RWA1|GAUT4|ADG1|VTC5|MYB28|GUT1|AT1G16860|TPS9|LGT9|CSLD5|FEI1|GXMT1|GAPB|TPS10|PGSIP2|TSD2|AT1G78880,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0044264,cellular polysaccharide metabolic process,19_GO:0008152 metabolic process,-2.8,1.9,3.4,18982,268,1031,27,2.6,0.5,815247|816556|819069|821672|821975|822241|822590|825025|825079|825650|825838|827051|828776|829152|834677|834883|835641|836306|837619|838257|839467|840032|840272|843034|844049|844160|844225,XTH4|MUR3|RAB6A|MSR1|BAM1|AT3G26370|PHS1|AT3G58560|GSL11|GSL05|GSL1|XTH15|SHV3|XTH19|RWA1|ADG1|SVL1|GUT1|SEX1|AT1G16860|CSLD5|FEI1|GXMT1|SWEETIE|PGSIP2|TSD2|AT1G78880,-0.67,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath04145,Phagosome,,-2.8,2.7,3.7,18982,82,1031,12,1.2,0.33,816150|819114|821130|821415|822503|828221|828778|829388|839805|842725|843898|843917,AT2G16510|SEC61 BETA|VMA10|RAB7B|AT3G28715|AT4G02620|AT4G26710|AT4G32530|AT1G29310|VHA-E3|AVA-P4|ARAC5,-0.67,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ko04145,Phagosome,,-2.8,2.7,3.7,18982,82,1031,12,1.2,0.33,816150|819114|821130|821415|822503|828221|828778|829388|839805|842725|843898|843917,AT2G16510|SEC61 BETA|VMA10|RAB7B|AT3G28715|AT4G02620|AT4G26710|AT4G32530|AT1G29310|VHA-E3|AVA-P4|ARAC5,-0.67,WS_c1_which_mclass____5___1_
