Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009451,RNA modification,19_GO:0008152 metabolic process,-5.3,1.8,4.9,18982,341,1892,61,3.2,0.41,814804|815830|815845|816576|816772|817933|819880|820459|820653|821642|821914|822194|822262|822494|822496|823832|823907|824800|825486|825526|825800|827041|827142|827584|827878|828187|828375|828842|829193|829380|829871|829892|831168|831549|831647|832021|832343|833731|833931|834446|834949|835172|835362|836782|837123|837510|838888|839121|839283|839402|841092|841167|841424|842088|842970|843343|843487|843585|843800|844054|3768581,AT2G02750|AT2G13440|SLO2|MEF21|SLO1|AT2G33680|AT3G06950|MEF22|AT3G14330|AT3G20930|AT3G23330|AT3G25970|AT3G26540|AT3G28640|AT3G28660|CRR2|AT3G47530|AT3G56330|IPT3|AT3G63510|AT4G04670|AT4G14050|LOI1|AT4G18520|AT4G21300|AT4G02750|AT4G22760|AT4G27340|MEF29|MEF8S|AT4G37170|AT4G37380|RARE1|AT5G16860|VAR3|MEF18|EMB1030|AT5G37530|AT5G39350|AT5G44230|LPA66|AT5G50990|AT5G52850|AT5G66500|MEF3|AT1G09800|AT1G22830|AT1G25360|PFC1|AT1G04840|AT1G45231|DYW1|AT1G50000|AT1G56345|pde194|EMB25|AT1G71460|AT1G72530|OTP87|AT1G77170|AT2G35382,-2.6,hits
GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-5,2.7,5.2,18982,81,1892,22,1.2,0.25,816875|821254|822331|822385|827156|827497|827854|829211|831792|834044|834082|834601|835372|836489|836745|837238|837339|839453|839457|840448|841559|841684,ICK1|NBS1|AT3G27120|AT3G27630|AT4G14970|AT4G17760|BRCA1|MUS81|AT5G02220|AT5G40460|ATR|SUV2|AT5G52950|AT5G63690|ATRAD17|AT1G07270|AT1G08180|WEE1|AT1G04650|FANCM|AT1G51355|AT1G52530,-2.3,hits
GO Biological Processes,19,GO:0000959,mitochondrial RNA metabolic process,19_GO:0008152 metabolic process,-4.9,3,5.2,18982,60,1892,18,0.95,0.22,815830|815845|816576|816946|817349|820459|829193|830284|832021|833980|835506|836619|837123|837784|839880|842952|843585|843800,AT2G13440|SLO2|MEF21|SCA3|AT2G28050|MEF22|MEF29|AT5G04050|MEF18|AT5G39840|PTAC15|AT5G64950|MEF3|AT1G12300|nMAT1|AT1G66345|AT1G72530|OTP87,-2.2,hits
GO Biological Processes,19,GO:0019684,"photosynthesis, light reaction",19_GO:0008152 metabolic process,-4.9,2.3,4.9,18982,126,1892,29,1.5,0.28,815111|816078|818005|818056|819185|819195|819295|823814|825304|825866|826626|826803|827223|828489|828697|829266|829678|833476|835515|836059|836789|837040|837358|838151|839871|841984|842446|843215|843491,PGR5|OTP51|LHB1B2|AT2G34910|CPFTSY|AT2G45870|PSI-P|AT3G46610|AT3G61320|PSBQ-2|LHCB5|PGRL1B|PPD1|NdhS|NFU3|ACDO1|HCF244|EGY1|LHCB3|AT5G59400|PSBO1|LPA19|PSAO|LHCB6|CAB1|NDF5|LHCA3|STN7|AT1G71500,-2.2,hits
GO Biological Processes,19,GO:0010212,response to ionizing radiation,19_GO:0050896 response to stimulus,-4.8,4,5.5,18982,30,1892,12,0.63,0.18,816391|821254|824375|827854|830659|834082|834601|835372|835822|836267|836489|842991,CHR8|NBS1|GR1|BRCA1|SMC6A|ATR|SUV2|AT5G52950|ATLIG4|MIM|AT5G63690|LIG6,-2.2,hits
GO Biological Processes,19,GO:0010088,phloem development,19_GO:0032502 developmental process,-4.3,5.9,5.6,18982,12,1892,7,0.37,0.14,818385|821096|821097|831732|840078|843105|5007842,AT2G38070|SEOa|SEOR1|AT5G01170|BRX|AT1G67790|CLE45,-1.7,hits
GO Biological Processes,19,GO:0000077,DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-4,4.7,5.1,18982,17,1892,8,0.42,0.15,821254|827156|827497|829211|834082|835372|836745|841684,NBS1|AT4G14970|AT4G17760|MUS81|ATR|AT5G52950|ATRAD17|AT1G52530,-1.4,hits
GO Biological Processes,19,GO:0031570,DNA integrity checkpoint,19_GO:0048519 negative regulation of biological process,-4,3.9,4.9,18982,26,1892,10,0.53,0.17,821254|827156|827497|829211|834082|835372|836745|837238|839453|841684,NBS1|AT4G14970|AT4G17760|MUS81|ATR|AT5G52950|ATRAD17|AT1G07270|WEE1|AT1G52530,-1.4,hits
GO Biological Processes,19,GO:0035825,homologous recombination,19_GO:0008152 metabolic process,-3.7,2.7,4.3,18982,60,1892,16,0.85,0.21,817930|820506|821180|821254|822331|827058|827156|829211|829352|835166|836473|836573|837893|838834|839457|840448,AT2G33640|ATSPO11-1|AT3G02930|NBS1|AT3G27120|PRD1|AT4G14970|MUS81|AT4G32190|AT5G50930|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM,-1.2,hits
GO Biological Processes,19,GO:0007131,reciprocal meiotic recombination,19_GO:0022414 reproductive process,-3.7,2.7,4.3,18982,60,1892,16,0.85,0.21,817930|820506|821180|821254|822331|827058|827156|829211|829352|835166|836473|836573|837893|838834|839457|840448,AT2G33640|ATSPO11-1|AT3G02930|NBS1|AT3G27120|PRD1|AT4G14970|MUS81|AT4G32190|AT5G50930|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM,-1.2,hits
GO Biological Processes,19,GO:0000963,mitochondrial RNA processing,19_GO:0008152 metabolic process,-3.5,3.8,4.5,18982,24,1892,9,0.48,0.16,815830|817349|829193|830284|833980|836619|837784|839880|842952,AT2G13440|AT2G28050|MEF29|AT5G04050|AT5G39840|AT5G64950|AT1G12300|nMAT1|AT1G66345,-1,hits
GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.4,2.7,4.1,18982,52,1892,14,0.74,0.2,821254|822385|827156|829211|831792|834044|835372|836489|836745|837238|837339|839453|841559|841684,NBS1|AT3G27630|AT4G14970|MUS81|AT5G02220|AT5G40460|AT5G52950|AT5G63690|ATRAD17|AT1G07270|AT1G08180|WEE1|AT1G51355|AT1G52530,-0.93,hits
GO Biological Processes,19,GO:0061982,meiosis I cell cycle process,19_GO:0022414 reproductive process,-3.4,2.3,3.9,18982,83,1892,19,1,0.23,817930|820506|821180|821254|822040|822331|825124|825523|827058|827156|829211|829352|835166|836473|836573|837893|838834|839457|840448,AT2G33640|ATSPO11-1|AT3G02930|NBS1|MSH7|AT3G27120|SYN3|AT3G63480|PRD1|AT4G14970|MUS81|AT4G32190|AT5G50930|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM,-0.93,hits
GO Biological Processes,19,GO:0046855,inositol phosphate dephosphorylation,19_GO:0008152 metabolic process,-3.3,4.4,4.5,18982,16,1892,7,0.37,0.14,817740|818994|827526|836521|837069|840007|840311,5PTase14|5PTase12|IP5PII|SAL2|5PTASE13|IMPL1|IP5PI,-0.92,hits
GO Biological Processes,19,GO:0071545,inositol phosphate catabolic process,19_GO:0008152 metabolic process,-3.3,4.4,4.5,18982,16,1892,7,0.37,0.14,817740|818994|827526|836521|837069|840007|840311,5PTase14|5PTase12|IP5PII|SAL2|5PTASE13|IMPL1|IP5PI,-0.92,hits
GO Biological Processes,19,GO:0000726,non-recombinational repair,19_GO:0050896 response to stimulus,-3.3,4.4,4.5,18982,16,1892,7,0.37,0.14,824375|828049|834082|835822|837592|838484|842991,GR1|PARP2|ATR|ATLIG4|Pol{lambda}|AT1G19025|LIG6,-0.92,hits
GO Biological Processes,19,GO:0007127,meiosis I,19_GO:0022414 reproductive process,-3.3,2.3,3.9,18982,78,1892,18,0.95,0.22,817930|820506|821180|821254|822331|825124|825523|827058|827156|829211|829352|835166|836473|836573|837893|838834|839457|840448,AT2G33640|ATSPO11-1|AT3G02930|NBS1|AT3G27120|SYN3|AT3G63480|PRD1|AT4G14970|MUS81|AT4G32190|AT5G50930|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM,-0.9,hits
GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,19_GO:0050896 response to stimulus,-3.1,2.8,3.9,18982,43,1892,12,0.63,0.18,816231|816909|817800|817801|819566|820768|824311|827024|830991|831681|831979|840859,GLR2|LYK4|GLR3.5|GLR5|GLR1.1|AT3G15356|GLR3.6|EDA36|GLR2.5|RAPTOR2|AT5G18610|GLR3.3,-0.77,hits
GO Biological Processes,19,GO:0046856,phosphatidylinositol dephosphorylation,19_GO:0008152 metabolic process,-3.1,3.3,4.1,18982,27,1892,9,0.48,0.16,814721|817740|817761|818321|818994|827526|830380|837069|840311,AT2G01900|5PTase14|CVL1|AT2G37440|5PTase12|IP5PII|AT5G04980|5PTASE13|IP5PI,-0.76,hits
GO Biological Processes,19,GO:1900865,chloroplast RNA modification,19_GO:0008152 metabolic process,-3.1,3.3,4.1,18982,27,1892,9,0.48,0.16,816772|820653|821642|823907|827584|829892|831647|841167|844054,SLO1|AT3G14330|AT3G20930|AT3G47530|AT4G18520|AT4G37380|VAR3|DYW1|AT1G77170,-0.76,hits
GO Biological Processes,19,GO:0071230,cellular response to amino acid stimulus,19_GO:0050896 response to stimulus,-3.1,3.6,4.1,18982,22,1892,8,0.42,0.15,816231|817800|817801|819566|824311|830991|831681|840859,GLR2|GLR3.5|GLR5|GLR1.1|GLR3.6|GLR2.5|RAPTOR2|GLR3.3,-0.76,hits
GO Biological Processes,19,GO:0080165,callose deposition in phloem sieve plate,19_GO:0051179 localization,-3,10,5.2,18982,3,1892,3,0.16,0.091,833692|837160|843672,SUS5|CalS7|SUS6,-0.72,hits
GO Biological Processes,19,GO:0043335,protein unfolding,19_GO:0009987 cellular process,-3,10,5.2,18982,3,1892,3,0.16,0.091,817620|835615|843771,AT2G30695|AT5G55220|HSP101,-0.72,hits
GO Biological Processes,19,GO:0043647,inositol phosphate metabolic process,19_GO:0008152 metabolic process,-3,3,3.9,18982,33,1892,10,0.53,0.17,816757|817740|818994|827526|831359|836521|837069|840007|840311|842233,MIPS2|5PTase14|5PTase12|IP5PII|AT5G15070|SAL2|5PTASE13|IMPL1|IP5PI|AT1G59171,-0.72,hits
GO Biological Processes,19,GO:0044774,mitotic DNA integrity checkpoint,19_GO:0048519 negative regulation of biological process,-2.9,3.9,4.1,18982,18,1892,7,0.37,0.14,821254|827156|829211|835372|836745|837238|841684,NBS1|AT4G14970|MUS81|AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.7,hits
GO Biological Processes,19,GO:0046838,phosphorylated carbohydrate dephosphorylation,19_GO:0008152 metabolic process,-2.9,3.9,4.1,18982,18,1892,7,0.37,0.14,817740|818994|827526|836521|837069|840007|840311,5PTase14|5PTase12|IP5PII|SAL2|5PTASE13|IMPL1|IP5PI,-0.7,hits
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-2.9,2.6,3.7,18982,51,1892,13,0.69,0.19,821254|822331|822385|831792|834044|835372|836745|837238|837339|839457|840448|841559|841684,NBS1|AT3G27120|AT3G27630|AT5G02220|AT5G40460|AT5G52950|ATRAD17|AT1G07270|AT1G08180|AT1G04650|FANCM|AT1G51355|AT1G52530,-0.7,hits
GO Biological Processes,19,GO:0007129,synapsis,19_GO:0022414 reproductive process,-2.9,3,3.8,18982,34,1892,10,0.53,0.17,820506|821254|825124|825523|827058|827156|829211|835166|837893|838834,ATSPO11-1|NBS1|SYN3|AT3G63480|PRD1|AT4G14970|MUS81|AT5G50930|AHP2|ZYP1b,-0.66,hits
GO Biological Processes,19,GO:0010087,phloem or xylem histogenesis,19_GO:0032502 developmental process,-2.8,2,3.4,18982,105,1892,21,1.1,0.24,818385|821096|821097|827152|828084|828569|829773|831302|831732|831745|832610|835780|836269|836359|836414|837069|840078|842568|843105|843524|5007842,AT2G38070|SEOa|SEOR1|AO1|JLO|TAR2|NAC076|AT5G14510|AT5G01170|RPL|CYCA2;1|ET2|PXY|NAC101|HCA2|5PTASE13|BRX|ANAC026|AT1G67790|VND7|CLE45,-0.63,hits
GO Biological Processes,19,GO:0046839,phospholipid dephosphorylation,19_GO:0008152 metabolic process,-2.8,3.1,3.8,18982,29,1892,9,0.48,0.16,814721|817740|817761|818321|818994|827526|830380|837069|840311,AT2G01900|5PTase14|CVL1|AT2G37440|5PTase12|IP5PII|AT5G04980|5PTASE13|IP5PI,-0.62,hits
GO Biological Processes,19,GO:2001289,lipid X metabolic process,19_GO:0008152 metabolic process,-2.8,5,4.2,18982,10,1892,5,0.26,0.12,814998|825869|827871|829075|10723064,LpxB|LpxD1|LpxD2|LpxA|LpxC4,-0.6,hits
GO Biological Processes,19,GO:0036297,interstrand cross-link repair,19_GO:0050896 response to stimulus,-2.8,3.7,3.9,18982,19,1892,7,0.37,0.14,822040|827156|829077|830705|832338|835166|838484,MSH7|AT4G14970|AT4G29560|AT5G08110|RAD5|AT5G50930|AT1G19025,-0.6,hits
GO Biological Processes,19,GO:0006040,amino sugar metabolic process,19_GO:0008152 metabolic process,-2.8,2.9,3.7,18982,35,1892,10,0.53,0.17,814998|818962|823908|824770|825869|827743|827871|829075|831433|10723064,LpxB|AT2G43600|AT3G47540|UGP3|LpxD1|AT4G19985|LpxD2|LpxA|GNA1|LpxC4,-0.6,hits
GO Biological Processes,19,GO:0016556,mRNA modification,19_GO:0008152 metabolic process,-2.8,2.6,3.6,18982,47,1892,12,0.63,0.18,815845|816576|820459|821642|829193|831647|832021|837123|839283|841167|843585|843800,SLO2|MEF21|MEF22|AT3G20930|MEF29|VAR3|MEF18|MEF3|PFC1|DYW1|AT1G72530|OTP87,-0.6,hits
GO Biological Processes,19,GO:0051321,meiotic cell cycle,19_GO:0022414 reproductive process,-2.8,1.7,3.3,18982,180,1892,31,1.6,0.29,817930|818174|820123|820208|820506|821180|821254|822040|822331|824375|825124|825523|827058|827156|827271|827651|828396|829211|829352|834082|835166|835850|835888|836473|836573|837893|838834|839457|840448|841684|844075,AT2G33640|E2F3|MCM8|AT3G10440|ATSPO11-1|AT3G02930|NBS1|MSH7|AT3G27120|GR1|SYN3|AT3G63480|PRD1|AT4G14970|AT4G15890|AT4G19130|ESP|MUS81|AT4G32190|ATR|AT5G50930|XRCC3|AT5G57790|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|AT1G52530|CYCA1;2,-0.6,hits
GO Biological Processes,19,GO:0071478,cellular response to radiation,19_GO:0050896 response to stimulus,-2.7,1.9,3.3,18982,114,1892,22,1.2,0.25,814823|815111|816538|818273|818374|819292|819311|821254|824440|824559|825382|827854|828638|829541|834383|837376|837479|841202|842288|842794|842991|843330,PKS1|PGR5|PIL5|SIGF|SOUL-1|PRR9|PIL1|NBS1|AT3G52740|SIGC|PIL2|BRCA1|SHB1|OST1|TZP|SIG2|PIF3|ATE2F2|ARR3|SIGA|LIG6|SHW1,-0.6,hits
GO Biological Processes,19,GO:0006816,calcium ion transport,19_GO:0051179 localization,-2.7,2.2,3.4,18982,67,1892,15,0.79,0.2,816231|817800|817801|819566|821671|824311|824349|825513|827984|830991|831393|836256|836303|837484|840859,GLR2|GLR3.5|GLR5|GLR1.1|ACA9|GLR3.6|CAX3|AT3G63380|ECA2|GLR2.5|DND1|AT5G61350|APC1|AT1G09575|GLR3.3,-0.55,hits
GO Biological Processes,19,GO:0000075,cell cycle checkpoint,19_GO:0048519 negative regulation of biological process,-2.7,2.6,3.5,18982,42,1892,11,0.58,0.17,821254|827156|827497|829211|834082|835372|836489|836745|837238|839453|841684,NBS1|AT4G14970|AT4G17760|MUS81|ATR|AT5G52950|AT5G63690|ATRAD17|AT1G07270|WEE1|AT1G52530,-0.54,hits
GO Biological Processes,19,GO:0006303,double-strand break repair via nonhomologous end joining,19_GO:0050896 response to stimulus,-2.7,4,3.9,18982,15,1892,6,0.32,0.13,828049|834082|835822|837592|838484|842991,PARP2|ATR|ATLIG4|Pol{lambda}|AT1G19025|LIG6,-0.54,hits
