TAIR,SYMBOL,GENENAME,REFSEQ,ENTREZID,STRING_id,GOSLIM_IDS,Log2fc_.leaf_FLT.v.leaf_GC.,Log2fc_.leaf_FLT.v.root_FLT.,Log2fc_.leaf_FLT.v.root_GC.,Log2fc_.leaf_GC.v.root_FLT.,Log2fc_.leaf_GC.v.root_GC.,Log2fc_.root_FLT.v.root_GC.,Log2fc_.leaf_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_FLT.,Log2fc_.root_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_GC.,Log2fc_.root_GC.v.leaf_GC.,Log2fc_.root_GC.v.root_FLT.
AT1G02100,SBI1,NA,NM_100090,837541,3702.AT1G02100.1,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0008152, GO:0008168, GO:0016740, GO:0044464, NA",0.001121272,0.254666538,0.131639083,0.253545266,0.130517811,-0.123027455,-0.001121272,-0.254666538,-0.131639083,-0.253545266,-0.130517811,0.123027455
AT1G02110,NA,NA,NM_100091,839234,NA,NA,0.154548701,0.038064328,0.237832864,-0.116484372,0.083284164,0.199768536,-0.154548701,-0.038064328,-0.237832864,0.116484372,-0.083284164,-0.199768536
AT1G02130,ARA-5,Belongs to the Rab1 GTPase subfamily. This small GTP-binding protein is required in ER to Golgi transportation.,NM_100093,837023,3702.AT1G02130.1,"GO:0005622, GO:0005737, GO:0005783, GO:0005794, GO:0006810, GO:0009987, GO:0016020, GO:0016192, GO:0042175, GO:0043226, GO:0044464, GO:0051179, NA",-0.25612677,-0.175933198,-0.250071598,0.080193572,0.006055172,-0.0741384,0.25612677,0.175933198,0.250071598,-0.080193572,-0.006055172,0.0741384
AT1G02170,ATMC1,Metacaspase AtMCP1b. Arginine/lysine-specific cysteine protease activity. Induces apoptosis in yeast. Contains Pfam profile PF00656: ICE-like protease (caspase) p20 domain,NM_100097,839561,3702.AT1G02170.1,NA,0.328806569,0.194361562,0.3011414,-0.134445007,-0.027665169,0.106779838,-0.328806569,-0.194361562,-0.3011414,0.134445007,0.027665169,-0.106779838
AT1G02300,NA,NA,NM_100110,839576,NA,"GO:0003824, GO:0005576, GO:0005615, GO:0005622, GO:0005737, GO:0005764, GO:0005773, GO:0006508, GO:0008152, GO:0008233, GO:0008234, GO:0009056, GO:0009987, GO:0016787, GO:0019538, GO:0043226, GO:0044238, GO:0044464",1.655459787,0.32846321,1.934507605,-1.326996578,0.279047818,1.606044395,-1.655459787,-0.32846321,-1.934507605,1.326996578,-0.279047818,-1.606044395
AT1G02410,NA,NA,NM_001331336,839364,NA,NA,0.233665586,-0.01723164,0.395435522,-0.250897226,0.161769936,0.412667162,-0.233665586,0.01723164,-0.395435522,0.250897226,-0.161769936,-0.412667162
AT1G02640,ATBXL2,encodes a protein similar to a beta-xylosidase located in the extracellular matrix. This is a member of glycosyl hydrolase family 3 and has six other closely related members.,NM_100144,837940,3702.AT1G02640.1,"GO:0003824, GO:0004553, GO:0005618, GO:0005975, GO:0005976, GO:0008152, GO:0009056, GO:0009987, GO:0015926, GO:0016787, GO:0030312, GO:0044238, GO:0044464, GO:0071840",0.04689,0.918293889,0.873270435,0.871403889,0.826380434,-0.045023454,-0.04689,-0.918293889,-0.873270435,-0.871403889,-0.826380434,0.045023454
AT1G02690,IMPA-6,Putative importin alpha isoform. When overexpressed can rescue the impa-4 decreased transformation susceptibility phenotype.,NM_100149,839517,3702.AT1G02690.2,NA,-1.033816097,-0.193259844,-1.142147214,0.840556253,-0.108331117,-0.94888737,1.033816097,0.193259844,1.142147214,-0.840556253,0.108331117,0.94888737
AT1G02920,ATGST11,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).,NM_100173,839295,3702.AT1G02920.1,NA,1.676581525,1.649602085,1.933545144,-0.026979439,0.256963619,0.283943058,-1.676581525,-1.649602085,-1.933545144,0.026979439,-0.256963619,-0.283943058
AT1G02930,ATGST1,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).,NM_001197964,839515,3702.AT1G02930.1,NA,2.829260971,1.555882755,3.142113364,-1.273378216,0.312852393,1.586230609,-2.829260971,-1.555882755,-3.142113364,1.273378216,-0.312852393,-1.586230609
AT1G03000,PEX6,"Encodes an apparent ATPase similar to yeast and human protein required for peroxisomal biogenesis.  May facilitate recycling of PEX5, the peroxisomal matrix protein receptor, and thereby promote peroxisomal matrix protein import.",NM_100181,839315,3702.AT1G03000.1,NA,0.563869288,0.062254462,0.591139831,-0.501614827,0.027270543,0.528885369,-0.563869288,-0.062254462,-0.591139831,0.501614827,-0.027270543,-0.528885369
AT1G03030,NA,NA,NM_001331379,839473,NA,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006139, GO:0006206, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016301, GO:0016740, GO:0044238, GO:0044464",0.328869286,-0.010444281,0.465506041,-0.339313567,0.136636755,0.475950322,-0.328869286,0.010444281,-0.465506041,0.339313567,-0.136636755,-0.475950322
AT1G03040,NA,NA,NM_001197966,839446,NA,"GO:0000981, GO:0001071, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.080356484,0.005741735,0.210355267,-0.074614748,0.129998783,0.204613531,-0.080356484,-0.005741735,-0.210355267,0.074614748,-0.129998783,-0.204613531
AT1G03090,MCCA,"MCCA is the biotinylated subunit of the dimer MCCase, which is involved in leucine degradation. Both subunits are nuclear coded and the active enzyme is located in the mitochondrion.",NM_100191,838362,3702.AT1G03090.2,"GO:0003824, GO:0005975, GO:0005996, GO:0006094, GO:0006629, GO:0006631, GO:0006633, GO:0006732, GO:0008152, GO:0016874, GO:0044238",0.678261085,0.765291436,0.904304184,0.08703035,0.226043099,0.139012749,-0.678261085,-0.765291436,-0.904304184,-0.08703035,-0.226043099,-0.139012749
AT1G03140,NA,NA,NM_100196,839567,NA,"GO:0000375, GO:0000398, GO:0003824, GO:0005622, GO:0005634, GO:0006139, GO:0006378, GO:0006397, GO:0006401, GO:0006403, GO:0006807, GO:0008152, GO:0008380, GO:0009056, GO:0009987, GO:0016043, GO:0016070, GO:0030529, GO:0031124, GO:0032991, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0051179, GO:0071840",0.126015749,0.319100518,0.295723315,0.193084769,0.169707566,-0.023377204,-0.126015749,-0.319100518,-0.295723315,-0.193084769,-0.169707566,0.023377204
AT1G03230,NA,NA,NM_100205,838532,NA,"GO:0003824, GO:0004190, GO:0006508, GO:0008152, GO:0008233, GO:0009056, GO:0016787, GO:0019538, GO:0044238",-0.44705965,0.4473503,-0.567250902,0.89440995,-0.120191252,-1.014601202,0.44705965,-0.4473503,0.567250902,-0.89440995,0.120191252,1.014601202
AT1G03250,NA,NA,NM_001197968,838557,NA,NA,0.411617561,-0.369391964,0.343716768,-0.781009526,-0.067900794,0.713108732,-0.411617561,0.369391964,-0.343716768,0.781009526,0.067900794,-0.713108732
AT1G03280,NA,NA,NM_001331399,838581,NA,NA,0.054280411,0.069129817,0.019403619,0.014849406,-0.034876792,-0.049726198,-0.054280411,-0.069129817,-0.019403619,-0.014849406,0.034876792,0.049726198
AT1G03290,NA,NA,NM_001197969,838603,NA,"GO:0000981, GO:0001071, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",-0.078839004,0.499364775,-0.121547906,0.578203779,-0.042708902,-0.620912681,0.078839004,-0.499364775,0.121547906,-0.578203779,0.042708902,0.620912681
AT1G03350,NA,NA,NM_100217,838679,NA,GO:0009987,-0.160339075,-0.15779694,-0.212434713,0.002542135,-0.052095638,-0.054637772,0.160339075,0.15779694,0.212434713,-0.002542135,0.052095638,0.054637772
AT1G03365,NA,NA,NM_001197970,10723112,NA,NA,0.381269423,0.068405625,0.429067187,-0.312863798,0.047797765,0.360661563,-0.381269423,-0.068405625,-0.429067187,0.312863798,-0.047797765,-0.360661563
AT1G03370,NA,NA,NM_001331407,839519,NA,"GO:0005622, GO:0005737, GO:0005783, GO:0043226, GO:0044464, NA",0.132263106,0.27264267,0.016261772,0.140379564,-0.116001334,-0.256380898,-0.132263106,-0.27264267,-0.016261772,-0.140379564,0.116001334,0.256380898
AT1G03400,NA,"A single copy gene that encodes a protein with sequence similarity to tomato E8 (ACC oxidase, the last step in ethylene biosynthesis) involved in ethylene synthesis and fruit ripening in tomato. This gene is not induced by ethylene in siliques. The transcript is found in siliques, etiolated seedlings, leaves, stems and flowers.",NM_001331409,838751,NA,NA,4.632635227,0.812557743,4.713690642,-3.820077484,0.081055415,3.901132898,-4.632635227,-0.812557743,-4.713690642,3.820077484,-0.081055415,-3.901132898
AT1G03440,NA,NA,NM_100226,839504,NA,NA,1.29867203,-0.687377614,1.269983656,-1.986049645,-0.028688375,1.95736127,-1.29867203,0.687377614,-1.269983656,1.986049645,0.028688375,-1.95736127
AT1G03530,ATNAF1,NA,NM_100235,839468,3702.AT1G03530.1,NA,-0.55749777,-0.396258611,-0.690813035,0.161239159,-0.133315265,-0.294554424,0.55749777,0.396258611,0.690813035,-0.161239159,0.133315265,0.294554424
AT1G03590,NA,NA,NM_100239,839447,NA,"GO:0003824, GO:0004721, GO:0004857, GO:0005488, GO:0005515, GO:0006464, GO:0006468, GO:0008152, GO:0009987, GO:0016787, GO:0016788, GO:0016791, GO:0019207, GO:0019210, GO:0019538, GO:0030234, GO:0035556, GO:0044238, GO:0050790, GO:0065007, GO:0065009",0.573602355,0.445192334,0.259847846,-0.128410022,-0.313754509,-0.185344488,-0.573602355,-0.445192334,-0.259847846,0.128410022,0.313754509,0.185344488
AT1G03610,NA,NA,NM_001331422,838961,NA,NA,1.88451999,1.166668596,2.012078942,-0.717851394,0.127558951,0.845410345,-1.88451999,-1.166668596,-2.012078942,0.717851394,-0.127558951,-0.845410345
AT1G03740,NA,NA,NM_001035873,839423,NA,"GO:0003824, GO:0004672, GO:0004715, GO:0005975, GO:0005976, GO:0005977, GO:0006464, GO:0006468, GO:0007049, GO:0007067, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0035556, GO:0044238",0.128587429,0.554374427,0.063684223,0.425786997,-0.064903206,-0.490690204,-0.128587429,-0.554374427,-0.063684223,-0.425786997,0.064903206,0.490690204
AT1G03930,ADK1,"Phosphorylates serine, threonine, and tyrosine",NM_100274,839368,3702.AT3G09820.1,"GO:0003824, GO:0004672, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0006810, GO:0006897, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009653, GO:0009987, GO:0016043, GO:0016192, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0032989, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0051179, GO:0065007, GO:0071840",0.509438411,-0.169740334,0.508671039,-0.679178745,-0.000767372,0.678411372,-0.509438411,0.169740334,-0.508671039,0.679178745,0.000767372,-0.678411372
AT1G03970,GBF4,encodes a basic leucine zipper G-box binding factor that can bind to G-box motifs only as heterodimers with GBF2 or GBF3. A single amino acid change can confer G-box binding as homodimers.,NM_100278,839356,3702.AT1G03970.1,NA,0.121271586,0.103510227,0.20892557,-0.01776136,0.087653984,0.105415343,-0.121271586,-0.103510227,-0.20892557,0.01776136,-0.087653984,-0.105415343
AT1G04190,TPR3,NA,NM_100300,839442,3702.AT1G04190.1,"GO:0006457, GO:0006950, GO:0008152, GO:0019538, GO:0044238, GO:0050896",-0.674042124,-0.146918341,-0.635337104,0.527123782,0.038705019,-0.488418763,0.674042124,0.146918341,0.635337104,-0.527123782,-0.038705019,0.488418763
AT1G04200,NA,NA,NM_001331467,839439,NA,"GO:0005622, GO:0005737, GO:0005794, GO:0006996, GO:0009987, GO:0016043, GO:0043226, GO:0044464, GO:0071840",-0.746138527,0.11792541,-0.747471403,0.864063937,-0.001332876,-0.865396814,0.746138527,-0.11792541,0.747471403,-0.864063937,0.001332876,0.865396814
AT1G04240,IAA3,"SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro.",NM_001331470,839570,3702.AT1G04240.1,NA,0.108323167,-0.462200684,0.515930364,-0.570523852,0.407607197,0.978131048,-0.108323167,0.462200684,-0.515930364,0.570523852,-0.407607197,-0.978131048
AT1G04250,AXR3,"Transcription regulator acting as repressor of auxin-inducible gene expression. Auxin-inducible AUX/IAA gene. Short-lived nuclear protein with four conserved domains. Domain III has homology to beta alpha alpha dimerization and DNA binding domains. Involved in auxin signaling. Auxin induces the degradation of the protein in a dosage-dependent manner in a process mediated by AtRac1. Auxin induced the relocalization of the protein within the nucleus from a diffused nucleoplasmic pattern to a discrete particulated pattern named nuclear protein bodies or NPB in a process also mediated by Rac1. Colocalizes with SCF, CSN and 26S proteasome components.",NM_100306,839568,3702.AT1G04250.1,NA,-2.882667666,-0.837607528,-2.814905198,2.045060139,0.067762468,-1.97729767,2.882667666,0.837607528,2.814905198,-2.045060139,-0.067762468,1.97729767
AT1G04280,NA,NA,NM_001331471,839555,NA,NA,-1.292989504,0.6783017,-1.290782743,1.971291204,0.002206762,-1.969084443,1.292989504,-0.6783017,1.290782743,-1.971291204,-0.002206762,1.969084443
AT1G04440,CKL13,NA,NM_100324,839520,3702.AT1G04440.1,"GO:0003824, GO:0004672, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0006810, GO:0006897, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009653, GO:0009987, GO:0016043, GO:0016192, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0032989, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0051179, GO:0065007, GO:0071840",-0.51926058,0.095004898,-0.562202341,0.614265479,-0.042941761,-0.657207239,0.51926058,-0.095004898,0.562202341,-0.614265479,0.042941761,0.657207239
AT1G04520,PDLP2,NA,NM_100331,839502,3702.AT1G04520.1,NA,-0.028151505,-0.289792948,-0.111609211,-0.261641443,-0.083457707,0.178183736,0.028151505,0.289792948,0.111609211,0.261641443,0.083457707,-0.178183736
AT1G04550,BDL,IAA12/BDL plays a role in auxin-mediated processes of apical-basal patterning in the embryo. bdl mutants lack a primary root meristem,NM_100334,839495,3702.AT1G04550.2,NA,0.675913373,-0.104437782,0.790193348,-0.780351155,0.114279975,0.89463113,-0.675913373,0.104437782,-0.790193348,0.780351155,-0.114279975,-0.89463113
AT1G04620,HCAR,NA,NM_100341,839472,3702.AT1G04620.1,"GO:0003824, GO:0008152, GO:0016491",3.236547148,0.564351536,3.230695503,-2.672195612,-0.005851645,2.666343967,-3.236547148,-0.564351536,-3.230695503,2.672195612,0.005851645,-2.666343967
AT1G04630,MEE4,NA,NM_100342,839465,3702.AT1G04630.1,"GO:0003824, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0008152, GO:0016491, GO:0044238, GO:0016070, GO:0019219, GO:0050789, GO:0065007",0.292550741,-0.143658163,0.21920937,-0.436208904,-0.07334137,0.362867534,-0.292550741,0.143658163,-0.21920937,0.436208904,0.07334137,-0.362867534
AT1G04640,LIP2,"Lipoyltransferase, located in mitochondria but not found in chloroplasts",NM_001035884,839462,3702.AT1G04640.1,"GO:0003824, GO:0005622, GO:0005737, GO:0005739, GO:0006464, GO:0008152, GO:0009987, GO:0016740, GO:0016746, GO:0019538, GO:0043226, GO:0044238, GO:0044464",3.156499516,0.022434125,3.32351705,-3.13406539,0.167017534,3.301082924,-3.156499516,-0.022434125,-3.32351705,3.13406539,-0.167017534,-3.301082924
AT1G04680,NA,NA,NM_100348,839452,NA,NA,-1.222986286,0.233297565,-0.869305747,1.456283851,0.353680539,-1.102603312,1.222986286,-0.233297565,0.869305747,-1.456283851,-0.353680539,1.102603312
AT1G04710,KAT1,EC2.3.1.16 thiolase.,NM_100351,839434,3702.AT5G46240.1,"GO:0003824, GO:0006464, GO:0006473, GO:0008152, GO:0016407, GO:0016740, GO:0016746, GO:0019538, GO:0044238",1.205578515,-0.022459027,1.22487499,-1.228037541,0.019296475,1.247334017,-1.205578515,0.022459027,-1.22487499,1.228037541,-0.019296475,-1.247334017
AT1G04770,NA,NA,NM_100355,839418,NA,NA,0.547164782,-0.070494784,0.440045528,-0.617659566,-0.107119254,0.510540312,-0.547164782,0.070494784,-0.440045528,0.617659566,0.107119254,-0.510540312
AT1G04780,NA,NA,NM_100356,839414,NA,NA,0.021874756,0.103108162,-0.162829904,0.081233407,-0.18470466,-0.265938066,-0.021874756,-0.103108162,0.162829904,-0.081233407,0.18470466,0.265938066
AT1G04833,NA,NA,NA,NA,NA,,0.98998671,0.05903344,0.57991652,-0.93095327,-0.41007019,0.52088308,-0.98998671,-0.05903344,-0.57991652,0.93095327,0.41007019,-0.52088308
AT1G04860,ATUBP2,Encodes a ubiquitin-specific protease.,NM_100364,839397,3702.AT1G04860.1,,0.116314733,-0.183170804,0.036013845,-0.299485537,-0.080300889,0.219184649,-0.116314733,0.183170804,-0.036013845,0.299485537,0.080300889,-0.219184649
AT1G04870,ATPRMT10,Encodes a type I protein arginine methyltransferase based on the At1g04870.2 gene model. PRMT10 can catalyze the asymmetric dimethylation of arginine 3 on histone 4 and can also methylate myelin basic protein in vitro.  Mutants lacking PRMT10 flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.,NM_100365,839393,3702.AT1G04870.2,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006139, GO:0006325, GO:0006351, GO:0006464, GO:0006479, GO:0006807, GO:0006996, GO:0008152, GO:0008168, GO:0009058, GO:0009987, GO:0016043, GO:0016070, GO:0016740, GO:0019219, GO:0019538, GO:0044238, GO:0044464, GO:0050789, GO:0065007, GO:0071840",-0.340033931,0.048422371,-0.379833692,0.388456302,-0.039799761,-0.428256063,0.340033931,-0.048422371,0.379833692,-0.388456302,0.039799761,0.428256063
AT1G04910,NA,NA,NM_100369,839373,NA,"GO:0005622, GO:0005737, GO:0005768, GO:0043226, GO:0044464",-0.282284297,0.095837761,-0.251679297,0.378122059,0.030605,-0.347517059,0.282284297,-0.095837761,0.251679297,-0.378122059,-0.030605,0.347517059
AT1G04950,ATTAF6,Encodes one of two Arabidopsis proteins with significant similarity to the histone fold TBP-associated factor TAF6.  Mutants are embryo lethal and transmission of the mutant allele through the male gametophyte is significantly reduced.  This is due to reduced pollen tube growth of the mutant.,NM_001035892,839370,3702.AT1G04950.1,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0006139, GO:0006325, GO:0006351, GO:0006366, GO:0006367, GO:0006996, GO:0008152, GO:0009987, GO:0016043, GO:0044238, GO:0001071, GO:0016070, GO:0071840",0.098569713,-0.007829735,0.140573249,-0.106399448,0.042003536,0.148402984,-0.098569713,0.007829735,-0.140573249,0.106399448,-0.042003536,-0.148402984
