Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0044272,sulfur compound biosynthetic process,19_GO:0008152 metabolic process,-9.8,3.4,8,18982,154,1217,34,2.8,0.47,817180|818024|818382|818937|818978|819022|819845|820499|820951|821784|821861|822181|824872|825145|825167|825317|825500|826975|827122|827124|827145|827998|828409|829176|829277|833655|834400|835006|838046|839031|839429|839891|842043|844013,ARD3|AT2G34590|CAC3|BIO2|OASB|MTHFR2|ACLB-1|SERAT2;2|LPD1|POP2|APS1|LTA2|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|LIF2|GSH1|GGP1|CYP83B1|ACS|APS4|ACLB-2|AT1G14810|IAR4|PDH-E1 ALPHA|PDH-E1 BETA|SERAT2;1|IGMT5,-7.1,hits
GO Biological Processes,19,GO:1901605,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-9.7,2.6,7.5,18982,302,1217,51,4.2,0.57,814770|817149|817170|817180|817648|817738|818280|818978|819022|819804|820499|821784|821977|822396|824015|824130|824526|824629|824872|825145|825167|825317|825500|826975|827122|827124|827145|828586|829106|829277|829310|829330|829510|829566|829715|830635|830897|831024|831061|832736|835571|837733|838046|838301|838445|839868|840076|842043|842935|843869|844264,GSTZ1|GLDP2|GP ALPHA 1|ARD3|ASP1|AT2G31810|PAL1|OASB|MTHFR2|P4H2|SERAT2;2|POP2|AT3G23940|CARA|CSR1|BCAT3|AT3G53580|TSA1|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|AT4G24830|MTO2|CYP83B1|AT4G31810|ASP5|AGD2|AT4G34180|PSAT|GDH2|HPA1|ASP3|AT5G11880|SHM2|TSB1|AT1G11860|AT1G14810|AlaAT1|PSP|CARB|AT-IE|SERAT2;1|GSR2|OTC|MST1,-7,hits
GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-9.5,2.1,7.1,18982,588,1217,79,6.5,0.71,816756|817170|817180|817570|817738|817832|818231|818280|818302|818562|818937|818973|818978|819022|819187|819809|819845|820499|821049|821625|821784|821870|821965|821977|822396|822594|823556|824015|824130|824465|824526|824629|824702|824779|824872|825145|825167|825317|825500|826975|827122|827124|827145|828484|828564|828586|829106|829167|829220|829277|829510|829715|830626|830758|830880|830897|831061|831402|832736|833928|834077|834591|834671|835006|835571|836183|837888|838046|838445|838847|839868|839891|840076|841699|842043|842935|843098|843741|843869,AT2G22230|GP ALPHA 1|ARD3|EMB3147|AT2G31810|CB5-B|AT2G36580|PAL1|ADK|CYT1|BIO2|SSI2|OASB|MTHFR2|PMM|MEE32|ACLB-1|SERAT2;2|PYD1|EIN3|POP2|PKP-ALPHA|GAE6|AT3G23940|CARA|UGD2|NIT1|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CER10|AT3G56130|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|LACS4|PGI1|AT4G24830|MTO2|GAE1|FAD6|CYP83B1|AGD2|PSAT|Tudor1|AT5G08570|AT5G10160|HPA1|AT5G11880|UGD3|SHM2|UDG4|PHB3|MOB1-like|KASI|ACLB-2|TSB1|GPAT9|AOC4|AT1G14810|PSP|AT1G22410|CARB|PDH-E1 BETA|AT-IE|AT1G52670|SERAT2;1|GSR2|KCR1|ENO1|OTC,-6.9,hits
GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-9.5,2.1,7.1,18982,588,1217,79,6.5,0.71,816756|817170|817180|817570|817738|817832|818231|818280|818302|818562|818937|818973|818978|819022|819187|819809|819845|820499|821049|821625|821784|821870|821965|821977|822396|822594|823556|824015|824130|824465|824526|824629|824702|824779|824872|825145|825167|825317|825500|826975|827122|827124|827145|828484|828564|828586|829106|829167|829220|829277|829510|829715|830626|830758|830880|830897|831061|831402|832736|833928|834077|834591|834671|835006|835571|836183|837888|838046|838445|838847|839868|839891|840076|841699|842043|842935|843098|843741|843869,AT2G22230|GP ALPHA 1|ARD3|EMB3147|AT2G31810|CB5-B|AT2G36580|PAL1|ADK|CYT1|BIO2|SSI2|OASB|MTHFR2|PMM|MEE32|ACLB-1|SERAT2;2|PYD1|EIN3|POP2|PKP-ALPHA|GAE6|AT3G23940|CARA|UGD2|NIT1|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CER10|AT3G56130|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|LACS4|PGI1|AT4G24830|MTO2|GAE1|FAD6|CYP83B1|AGD2|PSAT|Tudor1|AT5G08570|AT5G10160|HPA1|AT5G11880|UGD3|SHM2|UDG4|PHB3|MOB1-like|KASI|ACLB-2|TSB1|GPAT9|AOC4|AT1G14810|PSP|AT1G22410|CARB|PDH-E1 BETA|AT-IE|AT1G52670|SERAT2;1|GSR2|KCR1|ENO1|OTC,-6.9,hits
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-9.5,2.3,7.1,18982,464,1217,67,5.5,0.65,815343|815374|818024|818231|818302|818382|818452|818562|818892|819187|819378|819845|820951|821049|821163|821313|821870|822181|822359|822396|822594|823847|824280|824465|824612|824922|824930|824934|825246|826788|827006|828392|828564|830008|830752|830758|831039|831402|832511|832875|833655|833729|833928|834081|834169|834791|835006|836047|836156|836809|837068|838204|838239|838614|839031|839429|839866|839868|839891|839964|840081|842603|842670|842724|843741|843982|844363,AT2G07671|AT2G07698|AT2G34590|AT2G36580|ADK|CAC3|MVD1|CYT1|AT2G42910|PMM|UXS4|ACLB-1|LPD1|PYD1|AT3G02360|UGP1|PKP-ALPHA|LTA2|SDH2-1|CARA|UGD2|DUT1|MUR1|AT3G52990|AT3G54470|AGK2|ADSS|LPAT2|AT3G60750|HMGS|AT4G13720|PYR4|PGI1|VAB2|CI51|AT5G08570|NADP-ME2|UGD3|EMB2024|AT5G28050|ACS|EMB1467|UDG4|AT5G40810|AT5G41670|AT5G47435|ACLB-2|UXS3|AAK6|SDH1-1|URH2|AT1G16350|AT1G16700|VAB3|IAR4|PDH-E1 ALPHA|AT1G29880|CARB|PDH-E1 BETA|AT1G30820|AT1G31910|NRS/ER|AT1G63660|AT1G64190|ENO1|HMG1|AT1G80230,-6.9,hits
GO Biological Processes,19,GO:0008652,cellular amino acid biosynthetic process,19_GO:0008152 metabolic process,-9.5,3,7.6,18982,208,1217,40,3.3,0.51,817170|817180|817738|818302|818978|819022|820499|821049|821977|822396|824015|824130|824526|824629|824872|825145|825167|825317|825500|826975|827122|827124|827145|828586|829106|829277|829510|829715|830897|831061|832736|835571|838046|838445|838847|839868|840076|842043|842935|843869,GP ALPHA 1|ARD3|AT2G31810|ADK|OASB|MTHFR2|SERAT2;2|PYD1|AT3G23940|CARA|CSR1|BCAT3|AT3G53580|TSA1|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|AT4G24830|MTO2|CYP83B1|AGD2|PSAT|HPA1|AT5G11880|SHM2|TSB1|AT1G14810|PSP|AT1G22410|CARB|AT-IE|SERAT2;1|GSR2|OTC,-6.9,hits
GO Biological Processes,19,GO:0016192,vesicle-mediated transport,19_GO:0051179 localization,-9.5,2.2,7.1,18982,475,1217,68,5.6,0.66,814675|816245|816498|816502|816627|816633|816678|816698|816863|817014|817556|817874|819016|819206|819661|819692|819986|820001|820132|820284|821008|821046|821216|821415|822095|823749|824529|824785|825162|825521|826741|827258|827368|827428|827706|829009|829275|829276|829347|829596|830077|830501|830602|831680|831817|834213|834264|835105|835565|835915|835918|837023|837454|837961|838106|838193|838792|839208|839378|841199|841265|841539|842138|842251|842372|843278|843634|844389,STL2P|AP19|AT2G19790|SNF7.2|AT2G20930|SYTA|AT2G21390|RER1B|ATRER1C1|ARF3|AT2G30050|SAR1|GDI1|ATI1|AT3G05000|AT3G05280|AT3G07950|AT3G08530|SYP71|AT3G11130|NPSN13|AT3G17780|AT3G01340|RAB7B|ERD2B|RABE1c|RAB8|ALPHA-SNAP2|GDI2|AT3G63460|AT4G11380|VAMP724|SAR2|RABB1C|ARA7|ckl3|AT4G31480|AT4G31490|VAMP711|AT4G34450|ATRER1A|SNX1|PRA1.B6|AT5G02280|RAB8C|DL1|AT5G42570|CPI1|AT5G54750|AT5G58030|YKT61|RA-5|AT1G09330|AT1G14010|AT1G15370|SYP51|p24delta5|VTI1B|ABCI18|AT1G47830|AT1G48440|AT1G51160|AT1G57620|DL3|HAP13|AT1G69460|VPS46.2|AT1G80500,-6.9,hits
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-9.3,3.3,7.7,18982,160,1217,34,2.8,0.47,814675|816627|816678|816698|816863|817556|819661|819986|821008|821046|821216|822095|825521|827368|827428|829275|829276|829596|830077|830501|831680|834264|835565|835915|837023|837961|838106|838792|839208|841265|841539|842138|843278|844389,STL2P|AT2G20930|AT2G21390|RER1B|ATRER1C1|AT2G30050|AT3G05000|AT3G07950|NPSN13|AT3G17780|AT3G01340|ERD2B|AT3G63460|SAR2|RABB1C|AT4G31480|AT4G31490|AT4G34450|ATRER1A|SNX1|AT5G02280|AT5G42570|AT5G54750|AT5G58030|RA-5|AT1G14010|AT1G15370|p24delta5|VTI1B|AT1G48440|AT1G51160|AT1G57620|AT1G69460|AT1G80500,-6.8,hits
GO Biological Processes,19,GO:1901607,alpha-amino acid biosynthetic process,19_GO:0008152 metabolic process,-9.3,3.1,7.6,18982,185,1217,37,3,0.49,817170|817180|817738|818978|819022|820499|821977|822396|824015|824130|824526|824629|824872|825145|825167|825317|825500|826975|827122|827124|827145|828586|829106|829277|829510|829715|830897|831061|832736|835571|838046|838445|839868|840076|842043|842935|843869,GP ALPHA 1|ARD3|AT2G31810|OASB|MTHFR2|SERAT2;2|AT3G23940|CARA|CSR1|BCAT3|AT3G53580|TSA1|CBL|OASC|MTHFR1|CYSC1|HMT2|IIL1|ATARD2|ARD1|OASA1|AT4G24830|MTO2|CYP83B1|AGD2|PSAT|HPA1|AT5G11880|SHM2|TSB1|AT1G14810|PSP|CARB|AT-IE|SERAT2;1|GSR2|OTC,-6.8,hits
GO Biological Processes,19,GO:0006084,acetyl-CoA metabolic process,19_GO:0008152 metabolic process,-9.1,8.1,9.3,18982,25,1217,13,1.1,0.29,818024|818452|819845|820951|822181|826788|833655|835006|839031|839429|839891|840081|843982,AT2G34590|MVD1|ACLB-1|LPD1|LTA2|HMGS|ACS|ACLB-2|IAR4|PDH-E1 ALPHA|PDH-E1 BETA|AT1G31910|HMG1,-6.6,hits
GO Biological Processes,19,GO:0046907,intracellular transport,19_GO:0051179 localization,-9,2,6.8,18982,679,1217,86,7.1,0.73,814675|814747|814908|814930|816245|816246|816502|816627|816633|816678|817014|817556|818583|818966|819122|819187|819206|819661|819945|820001|820132|820284|820352|820878|821008|821046|821216|821415|822095|823530|823906|824048|824071|824728|824785|825097|825521|826741|827368|827428|827605|827661|827706|827934|828531|828774|829183|829275|829276|829596|829697|830451|830501|831253|831551|831680|832139|832368|832802|834081|834171|834264|834300|834532|835565|835915|837023|837961|838106|838193|838792|839208|840199|840987|841235|841265|841539|842138|842372|842453|843278|843607|843634|844363|844389|28721282,STL2P|AT2G02160|NMD3|CR88|AP19|AKR2B|SNF7.2|AT2G20930|SYTA|AT2G21390|ARF3|AT2G30050|AT2G39960|AT2G43640|PVA12|PMM|ATI1|AT3G05000|PEX13|AT3G08530|SYP71|AT3G11130|AT3G11780|AT3G16310|NPSN13|AT3G17780|AT3G01340|RAB7B|ERD2B|AT3G44100|MDH|HSP93-III|AT3G49100|eIF6A|ALPHA-SNAP2|TXR1|AT3G63460|AT4G11380|SAR2|RABB1C|BIN2|ABCE2|ARA7|TOC159|cpHsc70-1|AT4G26670|AT4G30600|AT4G31480|AT4G31490|AT4G34450|AKR2|AT5G05670|SNX1|MOS11|AT5G16880|AT5G02280|AT5G20165|CDF1|AT5G27430|AT5G40810|AT5G41685|AT5G42570|SCP2|DSS1(V)|AT5G54750|AT5G58030|RA-5|AT1G14010|AT1G15370|SYP51|p24delta5|VTI1B|NACA5|RAB18|AT1G48160|AT1G48440|AT1G51160|AT1G57620|HAP13|TIM13|AT1G69460|TIM23-2|VPS46.2|AT1G80230|AT1G80500|AT5G60460,-6.6,hits
KEGG Pathway,24,ath00020,Citrate cycle (TCA cycle),,-9,5,8.2,18982,63,1217,20,1.6,0.36,818024|819042|819364|819845|820951|820984|822181|822359|823906|824707|829737|829943|830726|831884|835006|836809|839031|839429|839891|841221,AT2G34590|ATCS|FUM1|ACLB-1|LPD1|mtLPD2|LTA2|SDH2-1|MDH|AT3G55410|ACO1|PCK1|AT5G08300|IDH-V|ACLB-2|SDH1-1|IAR4|PDH-E1 ALPHA|PDH-E1 BETA|mtLPD1,-6.5,hits
KEGG Pathway,24,ko00020,Citrate cycle (TCA cycle),,-9,5,8.2,18982,63,1217,20,1.6,0.36,818024|819042|819364|819845|820951|820984|822181|822359|823906|824707|829737|829943|830726|831884|835006|836809|839031|839429|839891|841221,AT2G34590|ATCS|FUM1|ACLB-1|LPD1|mtLPD2|LTA2|SDH2-1|MDH|AT3G55410|ACO1|PCK1|AT5G08300|IDH-V|ACLB-2|SDH1-1|IAR4|PDH-E1 ALPHA|PDH-E1 BETA|mtLPD1,-6.5,hits
GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0008152 metabolic process,-8.9,2.6,7.1,18982,280,1217,47,3.9,0.55,815343|815374|818024|818231|818382|818452|818892|819845|820951|821163|821870|822181|822359|822396|824465|824612|824930|825246|826788|828392|828564|830008|830752|830758|831039|832511|833655|833729|834081|834169|834791|835006|836809|838204|838239|838614|839031|839429|839868|839891|839964|840081|842670|842724|843741|843982|844363,AT2G07671|AT2G07698|AT2G34590|AT2G36580|CAC3|MVD1|AT2G42910|ACLB-1|LPD1|AT3G02360|PKP-ALPHA|LTA2|SDH2-1|CARA|AT3G52990|AT3G54470|ADSS|AT3G60750|HMGS|PYR4|PGI1|VAB2|CI51|AT5G08570|NADP-ME2|EMB2024|ACS|EMB1467|AT5G40810|AT5G41670|AT5G47435|ACLB-2|SDH1-1|AT1G16350|AT1G16700|VAB3|IAR4|PDH-E1 ALPHA|CARB|PDH-E1 BETA|AT1G30820|AT1G31910|AT1G63660|AT1G64190|ENO1|HMG1|AT1G80230,-6.5,hits
GO Biological Processes,19,GO:0008104,protein localization,19_GO:0051179 localization,-8.9,1.9,6.7,18982,739,1217,91,7.5,0.75,814675|814728|814747|814908|814930|816245|816246|816633|816655|816678|816698|816863|817014|817649|818583|818966|819016|819122|819187|819206|819945|820001|820132|820284|820587|820878|821008|821046|821415|822095|823749|823906|824048|824071|824330|824529|824728|824785|825097|825162|825521|826741|826878|827368|827605|827661|827706|827934|828531|828774|829183|829275|829276|829596|829697|830077|830451|830501|830626|830951|831253|831551|831817|832139|832368|832802|834171|834264|834532|837150|837454|837961|838029|838106|838193|838792|838859|839208|840199|840987|841235|841265|841372|842138|842372|842418|842453|843278|843607|843634|28721282,STL2P|AT2G01970|AT2G02160|NMD3|CR88|AP19|AKR2B|SYTA|AT2G21190|AT2G21390|RER1B|ATRER1C1|ARF3|SKdZeta|AT2G39960|AT2G43640|GDI1|PVA12|PMM|ATI1|PEX13|AT3G08530|SYP71|AT3G11130|TMN7|AT3G16310|NPSN13|AT3G17780|RAB7B|ERD2B|RABE1c|MDH|HSP93-III|AT3G49100|AT3G51670|RAB8|eIF6A|ALPHA-SNAP2|TXR1|GDI2|AT3G63460|AT4G11380|AT4G12650|SAR2|BIN2|ABCE2|ARA7|TOC159|cpHsc70-1|AT4G26670|AT4G30600|AT4G31480|AT4G31490|AT4G34450|AKR2|ATRER1A|AT5G05670|SNX1|Tudor1|EMP1|MOS11|AT5G16880|RAB8C|AT5G20165|CDF1|AT5G27430|AT5G41685|AT5G42570|DSS1(V)|GSK1|AT1G09330|AT1G14010|AT1G14670|AT1G15370|SYP51|p24delta5|PATL2|VTI1B|NACA5|RAB18|AT1G48160|AT1G48440|RTV1|AT1G57620|HAP13|SC3|TIM13|AT1G69460|TIM23-2|VPS46.2|AT5G60460,-6.5,hits
KEGG Pathway,24,ath00620,Pyruvate metabolism,,-8.7,4.2,7.8,18982,85,1217,23,1.9,0.39,818024|818231|818382|819364|820255|820951|820984|821870|822181|823906|823955|824465|829943|830758|831039|833655|837330|837731|839031|839429|839891|841221|841765,AT2G34590|AT2G36580|CAC3|FUM1|GLY2|LPD1|mtLPD2|PKP-ALPHA|LTA2|MDH|ALDH2B4|AT3G52990|PCK1|AT5G08570|NADP-ME2|ACS|AT1G08110|GLX1|IAR4|PDH-E1 ALPHA|PDH-E1 BETA|mtLPD1|PPC1,-6.3,hits
