"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.00170166103794076,52,257,"Cell surface receptor signaling pathway ","AT1G16110 AT1G21250 AT1G65190 AT1G67470 AT3G53840 AT3G57720 AT3G57730 AT3G57740 AT3G57760 AT5G02070 AT5G66790 AT1G09440 AT1G21590 AT1G42540 AT1G49730 AT1G61860 AT1G70460 AT1G77280 AT2G16750 AT2G17260 AT2G18890 AT2G25220 AT2G28590 AT2G28830 AT2G32390 AT2G32400 AT2G39180 AT3G04110 AT3G05140 AT3G07070 AT3G09780 AT3G15890 AT3G19300 AT3G25560 AT3G45420 AT3G45430 AT3G51480 AT3G55550 AT3G58690 AT4G02410 AT4G04960 AT4G10390 AT5G11020 AT5G11210 AT5G18610 AT5G23170 AT5G55830 AT5G57670 AT5G60270 AT5G63710 AT5G45840 AT1G61380"
0.00170166103794076,56,284,"Plastid organization ","AT1G06430 AT1G21150 AT1G30610 AT1G61960 AT1G61970 AT1G62010 AT1G64810 AT1G69200 AT1G74120 AT1G75720 AT1G78930 AT1G79220 AT2G17940 AT2G21710 AT2G36000 AT3G46950 AT3G54090 AT3G60400 AT4G01800 AT4G28590 AT5G06811 AT5G07900 AT5G23930 AT5G54180 AT5G55580 AT5G58784 AT5G64950 AT1G08540 AT1G09340 AT1G28530 AT1G63680 AT1G67440 AT1G68590 AT1G71720 AT1G75010 AT3G02380 AT3G07700 AT3G24560 AT3G25690 AT3G47450 AT3G54990 AT3G61320 AT4G31390 AT4G34090 AT4G34740 AT5G13770 AT5G17790 AT5G23120 AT5G23730 AT5G35220 AT5G40270 AT5G44190 AT5G48470 AT5G53080 AT5G60335 AT5G62430"
0.0027334877154391,19,61,"Mitochondrial RNA metabolic process ","AT1G34160 AT1G72530 AT2G24120 AT3G20930 AT5G39840 AT1G06140 AT1G12300 AT1G30010 AT1G66345 AT1G74600 AT2G13600 AT2G20540 AT2G28050 AT3G12770 AT3G18970 AT4G30700 AT5G19020 AT5G64950 AT5G04050"
0.00623661705676451,7,11,"Phloem development ","AT1G67790 AT3G01670 AT3G01680 AT2G38070 AT1G31880 AT1G69588 AT5G01170"
0.0102145214503741,10,23,"Response to ionizing radiation ","AT5G52950 AT3G02680 AT3G52115 AT4G21070 AT1G66730 AT2G18760 AT5G07660 AT5G40820 AT5G57160 AT5G61460"
0.0141119898710501,6,9,"Lipid X metabolic process ","AT1G25145 AT2G04560 AT3G20480 AT4G05210 AT4G21220 AT4G29540"
0.0142303991751802,9,20,"Phospholipid dephosphorylation ","AT1G05630 AT1G34120 AT2G01900 AT2G31830 AT2G32010 AT2G37440 AT2G43900 AT4G18010 AT5G04980"
0.0142303991751802,9,20,"Phosphatidylinositol dephosphorylation ","AT1G05630 AT1G34120 AT2G01900 AT2G31830 AT2G32010 AT2G37440 AT2G43900 AT4G18010 AT5G04980"
0.0243731881851701,22,90,"Negative regulation of cell cycle ","AT1G02970 AT1G07270 AT1G08180 AT1G51355 AT1G52530 AT3G02680 AT3G24495 AT3G27630 AT4G17760 AT4G21070 AT4G30870 AT5G01630 AT5G02220 AT5G40460 AT5G40820 AT5G66130 AT2G23430 AT5G52950 AT1G04650 AT1G35530 AT3G27120 AT5G45610"
0.0243731881851701,6,10,"Inositol phosphate dephosphorylation ","AT1G05630 AT1G31190 AT2G31830 AT2G43900 AT1G34120 AT4G18010"
0.0243731881851701,6,10,"Inositol phosphate catabolic process ","AT1G05630 AT1G31190 AT2G31830 AT2G43900 AT1G34120 AT4G18010"
0.0337462205169514,16,58,"Reciprocal meiotic recombination ","AT1G20720 AT1G22275 AT3G02930 AT3G13170 AT4G30870 AT4G32190 AT5G01630 AT5G50930 AT5G63540 AT1G13330 AT1G04650 AT1G35530 AT3G27120 AT4G14970 AT3G02680 AT5G64520"
0.0337462205169514,16,58,"Homologous recombination ","AT1G20720 AT1G22275 AT3G02930 AT3G13170 AT4G30870 AT4G32190 AT5G01630 AT5G50930 AT5G63540 AT1G13330 AT1G04650 AT1G35530 AT3G27120 AT4G14970 AT3G02680 AT5G64520"
0.0338158154027069,11,32,"Mitochondrial mRNA modification ","AT1G34160 AT1G72530 AT3G20930 AT1G06140 AT1G74600 AT2G13600 AT2G20540 AT3G12770 AT3G18970 AT4G30700 AT5G19020"
0.0363358106836208,550,4423,"Nucleic acid metabolic process ","AT1G01080 AT1G01860 AT1G04840 AT1G05900 AT1G06140 AT1G08840 AT1G09190 AT1G09195 AT1G10320 AT1G10520 AT1G11800 AT1G12244 AT1G12370 AT1G13410 AT1G13740 AT1G14790 AT1G16480 AT1G19025 AT1G20720 AT1G22275 AT1G22830 AT1G25360 AT1G27720 AT1G27880 AT1G33350 AT1G33390 AT1G34160 AT1G34380 AT1G45231 AT1G47870 AT1G49980 AT1G50000 AT1G52530 AT1G54840 AT1G60700 AT1G64810 AT1G66520 AT1G66730 AT1G66810 AT1G67970 AT1G69200 AT1G71460 AT1G72530 AT1G73690 AT1G74600 AT1G75060 AT1G75490 AT1G77170 AT1G77570 AT1G77600 AT2G01510 AT2G02750 AT2G04842 AT2G13440 AT2G13600 AT2G15820 AT2G20110 AT2G20540 AT2G22410 AT2G22850 AT2G24120 AT2G24350 AT2G24530 AT2G29760 AT2G31310 AT2G31865 AT2G31870 AT2G33540 AT2G33680 AT2G35030 AT2G35430 AT2G36010 AT2G36730 AT2G37310 AT2G42270 AT2G42380 AT2G42920 AT2G45100 AT2G46610 AT2G47300 AT2G47680 AT3G01750 AT3G02680 AT3G02930 AT3G04070 AT3G05740 AT3G08000 AT3G08020 AT3G10070 AT3G12770 AT3G13170 AT3G14330 AT3G18970 AT3G20420 AT3G20930 AT3G22830 AT3G23330 AT3G24495 AT3G25970 AT3G26540 AT3G26782 AT3G27120 AT3G28640 AT3G28660 AT3G29230 AT3G43920 AT3G44530 AT3G46790 AT3G47530 AT3G48425 AT3G48470 AT3G49170 AT3G49710 AT3G51060 AT3G51320 AT3G52115 AT3G53680 AT3G54090 AT3G56330 AT3G59550 AT3G63110 AT3G63350 AT4G00220 AT4G00850 AT4G01020 AT4G01030 AT4G02390 AT4G02750 AT4G04350 AT4G04670 AT4G11130 AT4G12740 AT4G14050 AT4G14180 AT4G14850 AT4G14970 AT4G16470 AT4G17750 AT4G18020 AT4G18470 AT4G18520 AT4G19130 AT4G20060 AT4G21065 AT4G21070 AT4G21300 AT4G22760 AT4G27340 AT4G28590 AT4G30700 AT4G30825 AT4G30870 AT4G31440 AT4G32190 AT4G32450 AT4G32700 AT4G33170 AT4G33990 AT4G35540 AT4G35740 AT4G37170 AT4G37380 AT4G38910 AT5G01630 AT5G03406 AT5G03800 AT5G06420 AT5G10370 AT5G11470 AT5G13270 AT5G15025 AT5G15300 AT5G16715 AT5G16860 AT5G18810 AT5G19020 AT5G19490 AT5G21140 AT5G22800 AT5G25790 AT5G37530 AT5G39350 AT5G39840 AT5G40820 AT5G41360 AT5G42450 AT5G43790 AT5G44190 AT5G44230 AT5G44740 AT5G46460 AT5G48910 AT5G50930 AT5G50990 AT5G51790 AT5G52850 AT5G56310 AT5G57160 AT5G57450 AT5G58500 AT5G59240 AT5G59980 AT5G60430 AT5G63540 AT5G65570 AT5G66500 AT5G67410 AT1G08540 AT1G16490 AT1G28470 AT1G30500 AT1G35530 AT1G44830 AT1G64860 AT1G71930 AT2G02080 AT2G04530 AT2G20020 AT2G21800 AT2G22140 AT2G36050 AT2G36270 AT2G46790 AT3G45260 AT3G50100 AT3G53920 AT4G01540 AT4G01550 AT4G18770 AT4G21585 AT4G21590 AT4G28500 AT5G02460 AT5G17800 AT5G22750 AT5G28300 AT5G39610 AT5G43170 AT5G43630 AT5G49520 AT5G56780 AT5G58360 AT5G62380 AT5G62430 AT5G62940 AT1G02230 AT1G02450 AT1G02460 AT1G03750 AT1G04100 AT1G05230 AT1G05630 AT1G06143 AT1G06740 AT1G06923 AT1G07270 AT1G08180 AT1G09040 AT1G09050 AT1G09340 AT1G09530 AT1G09800 AT1G13330 AT1G13600 AT1G14580 AT1G15050 AT1G16590 AT1G17040 AT1G17920 AT1G18090 AT1G19100 AT1G19340 AT1G20065 AT1G21150 AT1G21340 AT1G22985 AT1G27170 AT1G30010 AT1G32870 AT1G34180 AT1G34670 AT1G35460 AT1G47580 AT1G47760 AT1G48000 AT1G51355 AT1G51700 AT1G54330 AT1G56345 AT1G56500 AT1G61960 AT1G61970 AT1G62010 AT1G62700 AT1G65070 AT1G65910 AT1G66350 AT1G66600 AT1G67710 AT1G68640 AT1G69690 AT1G70070 AT1G73410 AT1G74120 AT1G74390 AT1G77200 AT1G77850 AT1G78540 AT1G78930 AT1G79220 AT1G79840 AT1G80060 AT2G06200 AT2G13960 AT2G14050 AT2G15400 AT2G18000 AT2G18760 AT2G20180 AT2G21710 AT2G22800 AT2G23290 AT2G23440 AT2G23530 AT2G23760 AT2G25000 AT2G25605 AT2G29065 AT2G31730 AT2G31830 AT2G32930 AT2G33480 AT2G33860 AT2G36000 AT2G36990 AT2G37260 AT2G37590 AT2G38250 AT2G42730 AT2G43900 AT2G44940 AT2G45270 AT2G45480 AT2G46310 AT2G46970 AT3G02380 AT3G02830 AT3G03200 AT3G04060 AT3G04160 AT3G06480 AT3G06950 AT3G07500 AT3G07530 AT3G07930 AT3G09660 AT3G11440 AT3G12320 AT3G12820 AT3G14020 AT3G15030 AT3G15540 AT3G15620 AT3G16280 AT3G17730 AT3G18090 AT3G18310 AT3G18400 AT3G19500 AT3G22900 AT3G22961 AT3G23250 AT3G24255 AT3G24560 AT3G27630 AT3G42860 AT3G46950 AT3G47830 AT3G48120 AT3G48390 AT3G48830 AT3G48900 AT3G49690 AT3G50750 AT3G52440 AT3G54990 AT3G56730 AT3G56770 AT3G58380 AT3G60400 AT3G61150 AT3G62050 AT3G62090 AT3G62100 AT3G63510 AT4G00940 AT4G00980 AT4G01037 AT4G01720 AT4G03250 AT4G06598 AT4G09490 AT4G11070 AT4G11140 AT4G13870 AT4G18170 AT4G19650 AT4G25410 AT4G25800 AT4G26370 AT4G28790 AT4G29560 AT4G30845 AT4G31060 AT4G34610 AT4G35590 AT4G36160 AT4G36240 AT4G38020 AT4G39810 AT5G02030 AT5G02220 AT5G04050 AT5G06810 AT5G06811 AT5G07400 AT5G07660 AT5G07900 AT5G08600 AT5G10605 AT5G10620 AT5G15160 AT5G16140 AT5G16540 AT5G17260 AT5G17790 AT5G17810 AT5G18240 AT5G19790 AT5G19830 AT5G20240 AT5G20510 AT5G23930 AT5G25220 AT5G25500 AT5G25810 AT5G27610 AT5G28530 AT5G28650 AT5G37800 AT5G38050 AT5G38140 AT5G39820 AT5G39900 AT5G40460 AT5G41410 AT5G44210 AT5G46590 AT5G48470 AT5G49110 AT5G49620 AT5G50780 AT5G50820 AT5G52020 AT5G52950 AT5G54090 AT5G54130 AT5G54180 AT5G55580 AT5G56270 AT5G56620 AT5G57390 AT5G58280 AT5G60250 AT5G61390 AT5G61460 AT5G64520 AT5G64630 AT5G64950 AT5G65230 AT5G66130 ATCG00190 ATMG00810 ATMG00960 AT2G35160 AT4G00380 AT5G61420 AT1G04650 AT1G74900 AT2G35350 AT3G13782 AT5G08110 AT1G12300 AT1G28560 AT1G30610 AT1G62670 AT1G62930 AT1G66230 AT1G66345 AT2G23430 AT2G28050 AT2G33290 AT2G41720 AT2G42870 AT3G08800 AT3G09650 AT3G48250 AT3G61360 AT4G04880 AT4G31270 AT5G02320 AT5G08720 AT5G21900 AT5G23570 AT5G26920 AT5G53080 AT1G10610 AT1G12860 AT1G19050 AT1G25250 AT1G27360 AT1G49560 AT1G51220 AT1G59940 AT1G63650 AT1G75250 AT1G76110 AT2G31070 AT2G37650 AT2G39880 AT2G46510 AT3G05800 AT3G10040 AT3G18100 AT3G20880 AT3G23210 AT3G50650 AT3G54390 AT3G57670 AT3G57920 AT4G01460 AT4G12240 AT4G27240 AT4G36710 AT5G10970 AT5G41920 AT5G45580 AT5G50570 AT5G52010 AT5G53200"
0.0462999237332351,14,49,"MRNA modification ","AT1G34160 AT1G72530 AT3G20930 AT1G01860 AT1G06140 AT1G47580 AT1G74600 AT2G13600 AT2G20540 AT3G12770 AT3G18970 AT4G30700 AT5G17790 AT5G19020"
0.0479132815624124,19,78,"Meiosis I cell cycle process ","AT1G20720 AT1G22275 AT3G02930 AT3G13170 AT3G24495 AT4G14180 AT4G30870 AT4G32190 AT5G01630 AT5G50930 AT5G63540 AT4G14970 AT1G13330 AT1G04650 AT1G35530 AT3G27120 AT3G02680 AT3G63480 AT5G64520"
