"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
3.42528794469558e-13,135,1046,"Cellular amide metabolic process ","AT1G01230 AT1G02920 AT1G04170 AT1G07070 AT1G07830 AT1G09150 AT1G09430 AT1G09620 AT1G14610 AT1G17180 AT1G17190 AT1G17470 AT1G18070 AT1G27130 AT1G29900 AT1G49860 AT1G50200 AT1G50480 AT1G51730 AT1G52600 AT1G53580 AT1G63770 AT1G72550 AT1G78670 AT2G07696 AT2G15910 AT2G21290 AT2G30440 AT2G32070 AT2G38700 AT2G39960 AT2G40660 AT2G44065 AT3G05230 AT3G09270 AT3G11250 AT3G11710 AT3G11800 AT3G12290 AT3G15710 AT3G27740 AT3G43800 AT4G10320 AT4G11820 AT4G20980 AT4G24830 AT4G26870 AT5G02050 AT5G08100 AT5G08300 AT5G10540 AT5G25754 AT5G26710 AT5G26780 AT5G26830 AT5G27450 AT5G27640 AT5G38830 AT5G39850 AT5G42000 AT5G66860 ATCG00830 ATCG01310 AT5G58220 AT1G07210 AT1G11480 AT1G13950 AT1G15250 AT1G16740 AT1G23410 AT1G29970 AT1G44770 AT1G47278 AT1G48410 AT1G49500 AT1G59900 AT1G70190 AT2G16930 AT2G18400 AT2G20060 AT2G22540 AT2G34520 AT2G34750 AT2G38040 AT2G40290 AT2G42780 AT2G43360 AT2G45710 AT3G05500 AT3G06040 AT3G06320 AT3G07270 AT3G17465 AT3G18760 AT3G44590 AT3G55620 AT3G57490 AT3G61240 AT4G00660 AT4G13780 AT4G18040 AT4G28360 AT4G29430 AT4G30930 AT4G31460 AT4G33150 AT4G34620 AT4G36420 AT5G15220 AT5G15520 AT5G18110 AT5G18790 AT5G20180 AT5G23535 AT5G35680 AT5G36880 AT5G37475 AT5G43150 AT5G47320 AT5G54160 AT5G54940 AT5G55070 AT5G55140 AT5G56680 AT5G56940 AT5G57870 ATCG00500 AT1G43190 AT1G09570 AT5G18480 AT5G47435 AT3G06650 AT3G16950 AT3G25860 AT5G49460"
7.19285991331681e-12,224,2150,"Response to abiotic stimulus ","AT1G06040 AT1G12010 AT1G20450 AT1G46264 AT2G01570 AT2G16850 AT2G37180 AT2G40140 AT3G51910 AT4G00430 AT4G17640 AT4G24280 AT5G62165 AT5G65050 AT1G08650 AT1G08930 AT1G09570 AT1G10120 AT1G60940 AT2G43790 AT3G45640 AT3G50500 AT3G62420 AT4G01370 AT4G29810 AT5G07350 AT5G08590 AT5G61780 AT1G01470 AT1G13930 AT2G03440 AT2G16365 AT2G30520 AT2G41010 AT2G46140 AT4G33780 AT5G22060 AT1G01300 AT1G02920 AT1G09760 AT1G11910 AT1G14210 AT1G16880 AT1G17190 AT1G17290 AT1G25220 AT1G32640 AT1G49480 AT1G53580 AT1G53910 AT1G59960 AT1G62660 AT1G63940 AT1G64190 AT1G77180 AT1G79930 AT1G80460 AT2G03760 AT2G05710 AT2G06850 AT2G13560 AT2G16720 AT2G19520 AT2G22430 AT2G28740 AT2G32700 AT2G33590 AT2G36080 AT2G38470 AT2G38710 AT2G39800 AT2G41100 AT2G45050 AT2G46170 AT3G02360 AT3G02790 AT3G03250 AT3G03780 AT3G04720 AT3G04880 AT3G06850 AT3G11250 AT3G13790 AT3G15950 AT3G16470 AT3G19450 AT3G23990 AT3G25780 AT3G27890 AT3G43800 AT3G45930 AT3G46320 AT3G48750 AT3G49810 AT3G50260 AT3G61190 AT4G11650 AT4G16830 AT4G28880 AT4G31990 AT4G33150 AT4G34150 AT4G39950 AT5G02840 AT5G05410 AT5G06150 AT5G07460 AT5G08620 AT5G13180 AT5G13330 AT5G16510 AT5G18170 AT5G20080 AT5G20250 AT5G21160 AT5G23860 AT5G24030 AT5G24090 AT5G35630 AT5G37770 AT5G38470 AT5G38940 AT5G40770 AT5G43060 AT5G44610 AT5G47120 AT5G49480 AT5G53400 AT5G57090 AT5G57560 AT5G58070 AT5G59820 AT5G63190 AT5G63510 AT5G66920 AT5G67300 AT1G48410 AT1G61620 AT2G23030 AT2G36910 AT2G41160 AT3G30775 AT3G48680 AT4G37590 AT1G01510 AT1G12110 AT1G14290 AT1G15100 AT1G18450 AT1G19120 AT1G30270 AT1G32230 AT1G34370 AT1G36060 AT1G37130 AT1G49300 AT1G53210 AT1G69640 AT1G73500 AT1G74660 AT1G80360 AT1G80410 AT2G22540 AT2G26670 AT2G31090 AT2G35930 AT2G38120 AT2G40970 AT2G42810 AT2G43350 AT2G45430 AT2G46020 AT2G46370 AT3G02260 AT3G05500 AT3G14230 AT3G14440 AT3G18990 AT3G22380 AT3G23940 AT3G25230 AT3G26420 AT3G28860 AT3G47220 AT3G51920 AT3G53110 AT3G53460 AT3G54640 AT4G04800 AT4G11260 AT4G20380 AT4G24275 AT4G26080 AT4G30950 AT4G32410 AT4G35920 AT4G36930 AT4G38630 AT4G39100 AT4G39730 AT4G40060 AT5G03740 AT5G06140 AT5G08130 AT5G14920 AT5G22360 AT5G23040 AT5G23670 AT5G26751 AT5G35080 AT5G39510 AT5G42820 AT5G47750 AT5G48870 AT5G49450 AT5G52370 AT5G55910 AT5G60920 AT5G61230 AT5G64960 AT5G67320 AT1G47490 AT3G19130 AT5G19350"
9.08657033635565e-12,111,829,"Drug metabolic process ","AT1G04430 AT1G11860 AT1G22440 AT1G31850 AT1G37130 AT1G52710 AT1G53580 AT2G05710 AT2G07671 AT2G07698 AT2G13360 AT2G18750 AT2G26080 AT2G34300 AT2G35610 AT2G36580 AT2G44050 AT2G44350 AT3G06050 AT3G07270 AT3G17810 AT3G52990 AT3G57050 AT3G57610 AT3G58750 AT4G08390 AT4G18030 AT4G24620 AT4G26970 AT4G29130 AT4G35000 AT5G08300 AT5G08570 AT5G09600 AT5G14430 AT5G22630 AT5G24760 AT5G26780 AT5G47500 AT5G51040 AT1G80360 AT3G61130 AT4G33150 AT4G33360 AT4G39080 AT5G58220 AT1G04680 AT1G05250 AT1G06570 AT1G19920 AT1G20260 AT1G20950 AT1G30120 AT1G53310 AT1G53840 AT1G56680 AT1G59900 AT1G74030 AT1G76030 AT2G17130 AT2G22780 AT2G26400 AT2G30200 AT2G34590 AT2G39800 AT2G43360 AT3G06310 AT3G07010 AT3G13930 AT3G14940 AT3G16920 AT3G24670 AT3G25140 AT3G25860 AT3G28340 AT3G47833 AT4G01700 AT4G14710 AT4G33420 AT4G35260 AT4G36430 AT5G03290 AT5G03860 AT5G15180 AT5G19890 AT5G24090 AT5G36880 AT5G42180 AT5G47780 AT5G54160 AT5G55070 AT5G62575 AT5G66390 ATMG01190 AT3G29360 AT3G49720 AT5G15490 AT5G37770 AT5G65810 AT1G32230 AT2G32700 AT2G41010 AT2G41800 AT3G26610 AT3G55830 AT4G20380 AT4G32460 AT4G39800 AT5G40770 AT5G67490 AT3G52880"
1.59837282663722e-10,222,2194,"Response to organic substance ","AT1G08650 AT1G12010 AT1G14685 AT1G19310 AT1G20450 AT1G20950 AT1G22440 AT1G50670 AT1G67030 AT2G01570 AT2G07698 AT2G23780 AT2G24150 AT2G36580 AT2G40140 AT3G01340 AT3G21510 AT3G27740 AT3G29350 AT3G52990 AT4G00710 AT4G17870 AT4G24280 AT4G26080 AT4G28270 AT4G28910 AT5G08570 AT5G12480 AT5G20900 AT5G24760 AT5G26780 AT5G35080 AT5G39340 AT5G53160 AT5G57090 AT5G59820 AT1G11910 AT1G13930 AT1G16350 AT1G16880 AT1G19870 AT1G50480 AT1G59610 AT1G59870 AT1G74030 AT2G14835 AT2G16850 AT2G25070 AT2G36910 AT2G43750 AT2G43790 AT2G45200 AT2G46540 AT3G05000 AT3G22850 AT3G25230 AT3G27890 AT3G45640 AT3G50500 AT3G54640 AT4G00830 AT4G08390 AT4G31550 AT4G33680 AT4G35000 AT5G16840 AT5G35630 AT5G46750 AT5G50920 AT5G53400 AT5G57330 AT5G58070 AT5G60980 AT5G67300 AT1G04250 AT1G12110 AT1G15100 AT1G19350 AT1G19770 AT1G25490 AT1G32640 AT1G36060 AT1G50640 AT1G53910 AT1G62660 AT1G66140 AT1G68840 AT1G72430 AT1G74500 AT1G74930 AT2G01540 AT2G03440 AT2G03510 AT2G14900 AT2G17500 AT2G21050 AT2G22430 AT2G25490 AT2G38120 AT2G41070 AT2G43350 AT2G46370 AT2G46690 AT3G02260 AT3G14230 AT3G15210 AT3G23030 AT3G26810 AT3G28860 AT3G50260 AT3G51550 AT3G55830 AT3G59280 AT3G62980 AT3G63310 AT4G16830 AT4G17500 AT4G23750 AT4G26410 AT4G33780 AT4G36780 AT4G39780 AT5G10510 AT5G13330 AT5G13910 AT5G14920 AT5G37740 AT5G43700 AT5G44790 AT5G47750 AT5G51300 AT5G55910 AT1G03850 AT1G08930 AT1G69040 AT1G74020 AT1G74100 AT1G76540 AT1G77180 AT1G80460 AT1G80840 AT2G05710 AT2G06850 AT2G16720 AT2G23320 AT2G24570 AT2G32700 AT2G33590 AT2G35930 AT2G38470 AT2G47400 AT3G01420 AT3G04720 AT3G06850 AT3G16470 AT3G46600 AT3G55620 AT3G61190 AT3G62680 AT3G63210 AT4G01370 AT4G11360 AT4G20380 AT4G36410 AT4G38630 AT5G02840 AT5G03740 AT5G07010 AT5G09980 AT5G13180 AT5G20700 AT5G37770 AT5G40770 AT5G41670 AT5G44610 AT5G48655 AT5G49450 AT5G54490 AT5G56980 AT5G57560 AT5G66070 AT1G15670 AT1G22530 AT1G25220 AT1G48410 AT3G01770 AT3G48680 AT3G51670 AT4G09160 AT4G14410 AT5G08130 AT5G63510 AT1G06400 AT1G15750 AT1G20160 AT1G32230 AT1G73500 AT1G74660 AT1G76030 AT1G78570 AT2G03760 AT3G13300 AT3G19260 AT3G22380 AT3G50360 AT3G51920 AT3G53110 AT4G08950 AT4G08980 AT4G10100 AT4G11260 AT4G29130 AT4G32330 AT4G33360 AT5G08450 AT5G20570 AT5G41560 AT5G48870 AT5G58220 AT5G61230 AT5G63620 AT2G43710"
2.44624669374727e-10,89,638,"Organic acid biosynthetic process ","AT1G09430 AT1G18640 AT1G25220 AT1G29900 AT1G48850 AT1G50480 AT1G75330 AT2G13360 AT2G18750 AT2G30200 AT2G31810 AT2G36580 AT2G43750 AT3G06350 AT3G23940 AT3G27740 AT3G52990 AT3G53580 AT3G54640 AT3G55360 AT3G57050 AT3G59760 AT3G63250 AT4G24620 AT4G24830 AT4G29130 AT5G08570 AT5G11880 AT5G13280 AT5G22630 AT5G26780 AT5G28020 AT1G76690 AT1G80360 AT3G29360 AT3G48560 AT4G39980 AT5G15490 AT1G08510 AT1G13280 AT1G13930 AT1G20950 AT1G30120 AT1G31860 AT1G59900 AT1G62180 AT1G67730 AT1G74030 AT2G03440 AT2G26400 AT2G34590 AT2G34770 AT2G38040 AT2G39800 AT2G43360 AT2G43710 AT3G01420 AT3G03780 AT3G06850 AT3G07270 AT3G13110 AT3G13930 AT3G14440 AT3G17810 AT3G25780 AT3G25860 AT3G49680 AT4G14710 AT4G21990 AT4G29840 AT4G30950 AT4G33680 AT5G10160 AT5G10480 AT5G20960 AT5G21170 AT5G35630 AT5G56760 AT5G59770 ATCG00500 AT1G52670 AT1G74910 AT3G19260 AT4G16760 AT4G39950 AT5G07350 AT5G40770 AT5G60620 AT5G61780"
2.44624669374727e-10,89,638,"Carboxylic acid biosynthetic process ","AT1G09430 AT1G18640 AT1G25220 AT1G29900 AT1G48850 AT1G50480 AT1G75330 AT2G13360 AT2G18750 AT2G30200 AT2G31810 AT2G36580 AT2G43750 AT3G06350 AT3G23940 AT3G27740 AT3G52990 AT3G53580 AT3G54640 AT3G55360 AT3G57050 AT3G59760 AT3G63250 AT4G24620 AT4G24830 AT4G29130 AT5G08570 AT5G11880 AT5G13280 AT5G22630 AT5G26780 AT5G28020 AT1G76690 AT1G80360 AT3G29360 AT3G48560 AT4G39980 AT5G15490 AT1G08510 AT1G13280 AT1G13930 AT1G20950 AT1G30120 AT1G31860 AT1G59900 AT1G62180 AT1G67730 AT1G74030 AT2G03440 AT2G26400 AT2G34590 AT2G34770 AT2G38040 AT2G39800 AT2G43360 AT2G43710 AT3G01420 AT3G03780 AT3G06850 AT3G07270 AT3G13110 AT3G13930 AT3G14440 AT3G17810 AT3G25780 AT3G25860 AT3G49680 AT4G14710 AT4G21990 AT4G29840 AT4G30950 AT4G33680 AT5G10160 AT5G10480 AT5G20960 AT5G21170 AT5G35630 AT5G56760 AT5G59770 ATCG00500 AT1G52670 AT1G74910 AT3G19260 AT4G16760 AT4G39950 AT5G07350 AT5G40770 AT5G60620 AT5G61780"
2.44624669374727e-10,60,350,"Alpha-amino acid metabolic process ","AT1G06570 AT1G11860 AT1G18640 AT1G25220 AT1G29900 AT1G75330 AT2G13360 AT2G14170 AT2G17720 AT2G26080 AT2G26400 AT2G27450 AT2G31810 AT2G43750 AT3G06300 AT3G27740 AT3G30775 AT3G53580 AT3G54640 AT3G57050 AT3G59760 AT3G63250 AT4G14710 AT4G24830 AT5G08100 AT5G11880 AT5G13280 AT5G18900 AT5G22630 AT5G26780 AT5G28020 AT5G51880 AT1G80360 AT3G45300 AT3G48560 AT4G33150 AT4G39950 AT1G17290 AT1G31860 AT1G62180 AT1G63660 AT2G39800 AT3G03780 AT3G13110 AT3G23940 AT3G49680 AT4G21990 AT4G29840 AT4G30530 AT4G30550 AT4G33680 AT5G35630 AT5G38200 AT5G55070 AT5G56760 AT4G20380 AT5G17460 AT2G30970 AT4G31990 AT5G11520"
4.26225804492017e-10,68,432,"MRNA processing ","AT1G03330 AT1G04080 AT1G04510 AT1G07360 AT1G09140 AT1G20960 AT1G21190 AT1G23860 AT1G66500 AT1G76300 AT1G76860 AT1G80070 AT1G80930 AT2G30260 AT2G47580 AT2G47640 AT3G05760 AT3G13570 AT3G13700 AT3G50670 AT3G53500 AT3G55460 AT3G59810 AT3G61860 AT4G21660 AT4G22380 AT4G25550 AT4G31580 AT4G35785 AT5G13010 AT5G27720 AT5G42820 AT5G44200 AT5G48870 AT5G52040 AT5G64200 AT1G09760 AT1G17370 AT1G19120 AT1G23400 AT1G32580 AT1G43190 AT1G47490 AT1G74230 AT1G74340 AT1G75660 AT1G77180 AT2G16940 AT2G33730 AT2G35240 AT3G06790 AT3G13300 AT3G14100 AT3G15000 AT3G19130 AT3G53460 AT3G61240 AT4G00660 AT4G02840 AT4G36690 AT5G19350 AT5G51120 AT5G51300 AT5G54580 AT5G63370 AT5G64960 AT5G07350 AT5G61780"
5.16929823146577e-10,85,606,"Response to salt stress ","AT1G12010 AT2G01570 AT1G60940 AT3G50500 AT4G01370 AT4G29810 AT5G08590 AT2G41010 AT3G45640 AT1G02920 AT1G08930 AT1G11910 AT1G14210 AT1G25220 AT1G53580 AT1G59960 AT1G62660 AT1G64190 AT1G77180 AT2G03440 AT2G03760 AT2G05710 AT2G13560 AT2G16720 AT2G38710 AT2G39800 AT3G02360 AT3G03250 AT3G03780 AT3G04720 AT3G11250 AT3G15950 AT3G16470 AT3G25780 AT3G27890 AT3G49810 AT4G11650 AT4G16830 AT5G02840 AT5G07350 AT5G13180 AT5G16510 AT5G18170 AT5G20080 AT5G23860 AT5G24030 AT5G24090 AT5G35630 AT5G38940 AT5G40770 AT5G43060 AT5G44610 AT5G49480 AT5G59820 AT5G63510 AT5G67300 AT2G43790 AT3G48680 AT5G61780 AT1G01510 AT1G13930 AT1G15100 AT1G19120 AT1G32230 AT1G49300 AT1G53210 AT1G73500 AT2G32700 AT2G38470 AT3G14440 AT3G23940 AT3G51920 AT4G32410 AT4G38630 AT4G39730 AT5G03740 AT5G08620 AT5G13330 AT5G14920 AT5G22360 AT5G26751 AT5G35080 AT5G49450 AT5G58070 AT5G60920"
2.70514475699161e-09,326,3648,"Response to stress ","AT1G12010 AT1G19310 AT1G20450 AT1G46264 AT1G50670 AT1G70290 AT1G70660 AT1G73500 AT1G77370 AT2G01570 AT2G03510 AT2G04410 AT2G07698 AT2G16850 AT2G18030 AT2G23780 AT2G36060 AT2G37180 AT2G40140 AT2G43710 AT3G01340 AT3G03170 AT3G06050 AT3G06420 AT3G14430 AT3G51910 AT3G54960 AT4G00430 AT4G04620 AT4G08390 AT4G11260 AT4G24280 AT4G28270 AT4G29810 AT4G31880 AT4G35000 AT5G07460 AT5G09600 AT5G17290 AT5G20900 AT5G35080 AT5G45010 AT5G47690 AT5G48657 AT5G55660 AT5G56550 AT5G58070 AT5G62165 AT5G63030 AT5G65050 AT1G02920 AT1G08930 AT1G48410 AT1G53310 AT1G60940 AT2G05710 AT2G14170 AT2G43790 AT3G01420 AT3G04720 AT3G43300 AT3G45640 AT3G50500 AT3G55460 AT3G62420 AT4G01370 AT4G11650 AT4G37010 AT5G07350 AT5G08590 AT5G55070 AT5G61780 AT1G01470 AT1G02305 AT1G04510 AT1G05250 AT1G09970 AT1G11310 AT1G12110 AT1G13930 AT1G25490 AT1G37130 AT1G50640 AT1G59870 AT1G71260 AT1G71860 AT1G80460 AT2G03440 AT2G15480 AT2G25080 AT2G25110 AT2G27080 AT2G31570 AT2G35930 AT2G37870 AT2G38470 AT2G41010 AT2G43350 AT2G43535 AT2G46140 AT2G46370 AT2G47130 AT3G04570 AT3G04880 AT3G11660 AT3G12920 AT3G15210 AT3G26470 AT3G26810 AT3G48560 AT3G54670 AT3G59280 AT3G61190 AT3G62980 AT3G63080 AT3G63310 AT4G00830 AT4G04800 AT4G17500 AT4G20380 AT4G22235 AT4G28910 AT4G31550 AT4G33420 AT4G36430 AT5G05960 AT5G09978 AT5G09980 AT5G13010 AT5G15180 AT5G18650 AT5G19890 AT5G22060 AT5G23820 AT5G38470 AT5G42100 AT5G42180 AT5G45490 AT5G56360 AT5G59890 AT5G63660 AT5G66070 AT5G66390 AT5G67300 AT1G03850 AT1G09760 AT1G11910 AT1G14210 AT1G16880 AT1G17190 AT1G17290 AT1G19920 AT1G25220 AT1G29900 AT1G32640 AT1G47395 AT1G47400 AT1G49300 AT1G49480 AT1G53580 AT1G53910 AT1G59960 AT1G62660 AT1G63940 AT1G64190 AT1G74020 AT1G74100 AT1G74930 AT1G76690 AT1G77180 AT1G79210 AT1G79930 AT1G80840 AT2G03760 AT2G13560 AT2G16720 AT2G22430 AT2G24570 AT2G28740 AT2G32700 AT2G32920 AT2G33590 AT2G38710 AT2G39800 AT3G02360 AT3G03250 AT3G03780 AT3G06850 AT3G11250 AT3G13790 AT3G15950 AT3G16470 AT3G23990 AT3G25230 AT3G25780 AT3G27740 AT3G27890 AT3G28340 AT3G30775 AT3G44320 AT3G45930 AT3G46320 AT3G48750 AT3G49810 AT3G50260 AT3G54470 AT3G56970 AT3G56980 AT3G61060 AT3G62680 AT4G16760 AT4G16830 AT4G26970 AT4G30650 AT4G31990 AT4G34150 AT4G36690 AT4G39950 AT4G39980 AT5G02840 AT5G05410 AT5G08620 AT5G13180 AT5G13330 AT5G16510 AT5G18170 AT5G20080 AT5G20250 AT5G20700 AT5G21160 AT5G23860 AT5G24030 AT5G24090 AT5G35630 AT5G37770 AT5G38940 AT5G40770 AT5G43060 AT5G43350 AT5G44610 AT5G47120 AT5G49450 AT5G49480 AT5G53400 AT5G54640 AT5G56980 AT5G57090 AT5G57560 AT5G59820 AT5G63190 AT5G63510 AT1G07360 AT1G18800 AT2G23030 AT2G41160 AT3G48680 AT1G01230 AT1G01510 AT1G15100 AT1G19120 AT1G19350 AT1G20160 AT1G27130 AT1G30270 AT1G32230 AT1G53210 AT1G64550 AT1G72060 AT1G75380 AT1G80410 AT2G19520 AT2G22080 AT2G24150 AT2G33770 AT2G40970 AT2G46020 AT3G02790 AT3G05500 AT3G14230 AT3G14440 AT3G18990 AT3G20340 AT3G22380 AT3G23940 AT3G25530 AT3G26420 AT3G47220 AT3G51550 AT3G51920 AT3G53110 AT3G53460 AT3G54640 AT3G62600 AT4G19030 AT4G22820 AT4G24275 AT4G25030 AT4G26080 AT4G32410 AT4G33680 AT4G35450 AT4G35920 AT4G36930 AT4G38630 AT4G39730 AT5G03740 AT5G09830 AT5G13190 AT5G14920 AT5G15130 AT5G22360 AT5G26751 AT5G38110 AT5G42000 AT5G45410 AT5G48870 AT5G52370 AT5G54310 AT5G60920 AT5G64960 AT5G67320 AT1G47490 AT3G19130 AT3G24550 AT5G19350 AT5G05170"
3.60471425228722e-09,94,727,"Intracellular transport ","AT1G06400 AT1G09270 AT1G09630 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G29310 AT1G29330 AT1G36050 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51160 AT1G52710 AT1G57620 AT1G73030 AT2G01470 AT2G21390 AT2G35795 AT2G37990 AT2G39960 AT2G43640 AT2G45200 AT3G01340 AT3G05000 AT3G05230 AT3G07560 AT3G09900 AT3G11730 AT3G16310 AT3G16480 AT3G17440 AT3G17780 AT3G22290 AT3G22950 AT3G23990 AT3G46830 AT3G52850 AT3G53610 AT3G55620 AT3G59280 AT3G63460 AT4G02510 AT4G17890 AT4G26670 AT4G27640 AT4G30600 AT4G31480 AT4G35450 AT5G03520 AT5G16830 AT5G20165 AT5G23395 AT5G35080 AT5G39510 AT5G42570 AT5G46750 AT5G54750 AT5G58030 AT5G59150 AT5G60460 AT2G45140 AT2G45980 AT3G53110 AT5G06140 ATCG01280 AT1G47830 AT1G50670 AT1G52380 AT1G60780 AT1G80500 AT2G17380 AT2G20930 AT2G40430 AT3G08530 AT3G11130 AT3G11780 AT3G44100 AT4G11380 AT5G45010 AT5G46630 AT5G58590 AT1G54030 AT3G13870 AT3G54300 AT4G24280 AT5G23040 AT5G50920 AT2G42810 AT1G09070 AT3G63130"
4.87548569744675e-09,109,899,"Amide biosynthetic process ","AT1G01230 AT1G04170 AT1G07070 AT1G07830 AT1G09150 AT1G09430 AT1G09620 AT1G14610 AT1G17470 AT1G18070 AT1G29900 AT1G50200 AT1G50480 AT1G51730 AT1G72550 AT2G07696 AT2G15910 AT2G21290 AT2G32070 AT2G40660 AT2G44065 AT3G11250 AT3G11710 AT3G11800 AT3G27740 AT4G10320 AT4G20980 AT4G24830 AT4G26870 AT5G02050 AT5G25754 AT5G26710 AT5G26830 AT5G27640 AT5G38830 AT5G39850 AT5G42000 AT5G66860 ATCG00830 ATCG01310 AT5G58220 AT1G07210 AT1G11480 AT1G13950 AT1G15250 AT1G16740 AT1G23410 AT1G29970 AT1G44770 AT1G47278 AT1G48410 AT1G49500 AT1G59900 AT1G70190 AT2G16930 AT2G18400 AT2G20060 AT2G22540 AT2G34520 AT2G34750 AT2G38040 AT2G40290 AT2G42780 AT2G43360 AT2G45710 AT3G05500 AT3G06040 AT3G06320 AT3G07270 AT3G17465 AT3G18760 AT3G44590 AT3G55620 AT3G57490 AT3G61240 AT4G00660 AT4G13780 AT4G18040 AT4G28360 AT4G29430 AT4G30930 AT4G31460 AT4G34620 AT4G36420 AT5G15220 AT5G15520 AT5G18110 AT5G18790 AT5G20180 AT5G23535 AT5G35680 AT5G36880 AT5G37475 AT5G43150 AT5G47320 AT5G54160 AT5G54940 AT5G55140 AT5G56680 AT5G56940 AT5G57870 ATCG00500 AT1G43190 AT1G09570 AT5G18480 AT3G06650 AT3G16950 AT3G25860 AT5G49460"
6.51424295049647e-09,89,682,"Response to osmotic stress ","AT1G12010 AT2G01570 AT1G60940 AT2G43790 AT3G45640 AT3G50500 AT3G62420 AT4G01370 AT4G29810 AT5G08590 AT2G41010 AT1G02920 AT1G08930 AT1G11910 AT1G14210 AT1G25220 AT1G53580 AT1G59960 AT1G62660 AT1G64190 AT1G77180 AT2G03440 AT2G03760 AT2G05710 AT2G13560 AT2G16720 AT2G38470 AT2G38710 AT2G39800 AT3G02360 AT3G03250 AT3G03780 AT3G04720 AT3G11250 AT3G15950 AT3G16470 AT3G25780 AT3G27890 AT3G49810 AT4G11650 AT4G16830 AT5G02840 AT5G07350 AT5G13180 AT5G16510 AT5G18170 AT5G20080 AT5G23860 AT5G24030 AT5G24090 AT5G35630 AT5G38940 AT5G40770 AT5G43060 AT5G44610 AT5G49480 AT5G59820 AT5G63510 AT5G67300 AT2G23030 AT3G48680 AT5G61780 AT1G01510 AT1G13930 AT1G15100 AT1G19120 AT1G32230 AT1G49300 AT1G53210 AT1G73500 AT2G32700 AT3G14440 AT3G23940 AT3G25230 AT3G51920 AT4G32410 AT4G35920 AT4G38630 AT4G39730 AT5G03740 AT5G08620 AT5G13330 AT5G14920 AT5G22360 AT5G26751 AT5G35080 AT5G49450 AT5G58070 AT5G60920"
6.51424295049647e-09,102,825,"Small molecule biosynthetic process ","AT1G09430 AT1G10030 AT1G16350 AT1G18640 AT1G25220 AT1G29900 AT1G48850 AT1G50480 AT1G63660 AT1G75330 AT2G13360 AT2G18750 AT2G30200 AT2G31810 AT2G36580 AT2G43750 AT2G44050 AT3G06350 AT3G07270 AT3G23940 AT3G27740 AT3G47220 AT3G52990 AT3G53580 AT3G54640 AT3G55360 AT3G57050 AT3G59760 AT3G63250 AT4G13720 AT4G24620 AT4G24830 AT4G29130 AT4G39800 AT5G08570 AT5G11880 AT5G13280 AT5G22630 AT5G26780 AT5G28020 AT5G57440 AT1G30110 AT1G76690 AT1G80360 AT3G29360 AT3G48560 AT4G39980 AT5G15490 AT5G23670 AT1G08510 AT1G13280 AT1G13930 AT1G20950 AT1G30120 AT1G31860 AT1G59900 AT1G62180 AT1G67730 AT1G74030 AT2G03440 AT2G26400 AT2G34590 AT2G34770 AT2G38040 AT2G39800 AT2G43360 AT2G43710 AT3G01420 AT3G03780 AT3G06850 AT3G13110 AT3G13930 AT3G14440 AT3G17810 AT3G25780 AT3G25860 AT3G49680 AT3G54470 AT4G14710 AT4G17190 AT4G21990 AT4G22930 AT4G29840 AT4G30950 AT4G33680 AT5G10160 AT5G10480 AT5G20960 AT5G21170 AT5G35630 AT5G56760 AT5G59770 ATCG00500 AT1G52670 AT1G74910 AT3G19260 AT4G16760 AT4G39950 AT5G07350 AT5G40770 AT5G60620 AT5G61780"
7.60906405166234e-09,40,201,"MRNA splicing, via spliceosome ","AT1G03330 AT1G04080 AT1G04510 AT1G07360 AT1G09140 AT1G20960 AT1G21190 AT1G23860 AT1G76300 AT1G76860 AT1G80070 AT1G80930 AT2G30260 AT2G47580 AT2G47640 AT3G05760 AT3G13570 AT3G13700 AT3G50670 AT3G53500 AT3G55460 AT3G59810 AT3G61860 AT4G21660 AT4G22380 AT4G31580 AT4G35785 AT5G13010 AT5G27720 AT5G42820 AT5G44200 AT5G48870 AT5G52040 AT5G64200 AT1G09760 AT1G77180 AT4G02840 AT2G33730 AT5G63370 AT4G36690"
8.88010933335007e-09,76,548,"Monocarboxylic acid metabolic process ","AT1G09430 AT2G13560 AT2G18750 AT2G30200 AT2G34770 AT2G36580 AT2G43710 AT3G06350 AT3G52990 AT3G55360 AT4G16760 AT4G24620 AT4G29130 AT4G31810 AT5G03860 AT5G08100 AT5G08570 AT5G17380 AT5G27520 AT5G65110 AT1G76690 AT1G80360 AT2G46370 AT3G01420 AT3G51840 AT5G07010 AT1G08510 AT1G13280 AT1G13930 AT1G20950 AT1G30120 AT1G59900 AT1G64190 AT1G67730 AT1G74030 AT1G76150 AT1G80460 AT2G03440 AT2G05710 AT2G22780 AT2G34590 AT2G38040 AT2G43360 AT3G02360 AT3G06850 AT3G10850 AT3G12800 AT3G13930 AT3G14440 AT3G25780 AT3G25860 AT4G22300 AT4G26970 AT4G30950 AT4G34350 AT5G10160 AT5G10480 AT5G16370 AT5G20960 AT5G21170 AT5G36880 AT5G41670 AT5G59770 ATCG00500 AT1G08110 AT3G58750 AT1G52670 AT2G41010 AT3G07560 AT3G19260 AT4G20380 AT4G39950 AT5G40770 AT5G47120 AT5G60620 AT3G16950"
