_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4.1,GO:0010053,root epidermal cell differentiation,M1,1,0
1,-2.1,GO:0009062,fatty acid catabolic process,M1,1,0
1,-2,GO:0032950,regulation of beta-glucan metabolic process,M1,1,0
1,-3.8,ath04144,Endocytosis,M1,1,0
1,-5,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,M1,1,0
1,-3.1,GO:1901264,carbohydrate derivative transport,M1,1,0
1,-2.2,GO:0090558,plant epidermis development,M1,1,0
1,-4.1,GO:0071985,multivesicular body sorting pathway,M1,1,0
1,-2.1,GO:0071396,cellular response to lipid,M1,1,0
1,-2,GO:0012501,programmed cell death,M1,1,0
1,-2.5,GO:0071229,cellular response to acid chemical,M1,1,0
1,-2.4,GO:0048589,developmental growth,M1,1,0
1,-2.5,GO:0097306,cellular response to alcohol,M1,1,0
1,-4.5,GO:0017038,protein import,M1,1,0
1,-3.1,GO:0000911,cytokinesis by cell plate formation,M1,1,0
1,-2.3,GO:0006635,fatty acid beta-oxidation,M1,1,0
1,-2.1,ath01210,2-Oxocarboxylic acid metabolism,M1,1,0
1,-3.2,GO:0022622,root system development,M1,1,0
1,-3,GO:0016226,iron-sulfur cluster assembly,M1,1,0
1,-2.7,GO:0033993,response to lipid,M1,1,0
1,-3,GO:0046700,heterocycle catabolic process,M1,1,0
1,-4.4,GO:0048767,root hair elongation,M1,1,0
1,-2.8,ath00240,Pyrimidine metabolism,M1,1,0
1,-2.2,GO:0009084,glutamine family amino acid biosynthetic process,M1,1,0
1,-2,GO:0006566,threonine metabolic process,M1,1,0
1,-2,GO:0032951,regulation of beta-glucan biosynthetic process,M1,1,0
