Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016556,mRNA modification,19_GO:0008152 metabolic process,-2.9,3.1,3.9,18982,47,1322,10,0.76,0.24,819688|820459|821115|821779|826774|835668|837123|837671|837825|842263,MEF19|MEF22|AT3G02330|AT3G22150|AT4G11690|CRR21|MEF3|CRR22|RPF1|CRR28,-0.23,hits
KEGG Pathway,24,ath00944,Flavone and flavonol biosynthesis,,-2.9,11,5.3,18982,4,1322,3,0.23,0.13,830693|831568|839933,TT7|UGT78D2|UGT78D1,-0.23,hits
KEGG Pathway,24,ko00944,Flavone and flavonol biosynthesis,,-2.9,11,5.3,18982,4,1322,3,0.23,0.13,830693|831568|839933,TT7|UGT78D2|UGT78D1,-0.23,hits
GO Biological Processes,19,GO:0071585,detoxification of cadmium ion,19_GO:0098754 detoxification,-2.9,7.2,4.8,18982,8,1322,4,0.3,0.15,829135|831611|839354|843445,HMA3|HIPP21|PCS2|HIPP20,-0.23,hits
GO Biological Processes,19,GO:1900864,mitochondrial RNA modification,19_GO:0008152 metabolic process,-2.8,3.5,3.9,18982,33,1322,8,0.61,0.21,819688|820459|821115|821779|826774|837123|837825|843776,MEF19|MEF22|AT3G02330|AT3G22150|AT4G11690|MEF3|RPF1|AT1G74350,-0.18,hits
GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-2.7,3.4,3.8,18982,34,1322,8,0.61,0.21,817460|819566|819940|829682|830988|830991|834896|836772,GLR2.7|GLR1.1|GLR1.4|GLUR2|GLR2.6|GLR2.5|GLR1.3|RAB18,-0.12,hits
GO Biological Processes,19,GO:1900865,chloroplast RNA modification,19_GO:0008152 metabolic process,-2.7,3.7,3.9,18982,27,1322,7,0.53,0.2,814827|821779|824822|827609|831382|834796|836038,OTP85|AT3G22150|AT3G56550|DOT4|AT5G15300|AT5G47460|OTP80,-0.12,hits
GO Biological Processes,19,GO:0009875,pollen-pistil interaction,19_GO:0051704 multi-organism process,-2.6,2.7,3.5,18982,59,1322,11,0.83,0.25,828837|828838|837672|837675|837677|841165|842433|842434|842438|842440|842449,AT4G27290|AT4G27300|AT1G11300|AT1G11330|SD1-13|SEC3B|AT1G61390|AT1G61400|AT1G61440|AT1G61460|AT1G61550,-0.098,hits
GO Biological Processes,19,GO:0080156,mitochondrial mRNA modification,19_GO:0008152 metabolic process,-2.6,3.6,3.8,18982,28,1322,7,0.53,0.2,819688|820459|821115|821779|826774|837123|837825,MEF19|MEF22|AT3G02330|AT3G22150|AT4G11690|MEF3|RPF1,-0.073,hits
GO Biological Processes,19,GO:0045490,pectin catabolic process,19_GO:0008152 metabolic process,-2.5,2.2,3.3,18982,97,1322,15,1.1,0.29,816432|816699|819728|819988|820111|820240|822422|825070|826936|828297|828967|829458|835223|835653|836585,AT2G19150|PE11|AT3G05620|QRT2|AT3G09540|RHS12|AT3G27980|PME61|AT4G13210|RHS14|HAE|PME44|AT5G51490|QRT1|AT5G64640,-0.047,hits
GO Biological Processes,19,GO:0000272,polysaccharide catabolic process,19_GO:0008152 metabolic process,-2.4,2,3.1,18982,139,1322,19,1.4,0.33,815957|816432|816699|819728|819988|820111|820240|822422|825070|826936|828297|828967|829458|829523|830315|832219|835223|835653|836585,AT2G14690|AT2G19150|PE11|AT3G05620|QRT2|AT3G09540|RHS12|AT3G27980|PME61|AT4G13210|RHS14|HAE|PME44|AT4G33810|LDA|AT5G20940|AT5G51490|QRT1|AT5G64640,0,hits
GO Biological Processes,19,GO:0010037,response to carbon dioxide,19_GO:0050896 response to stimulus,-2.4,4.5,3.8,18982,16,1322,5,0.38,0.17,819215|828378|830296|837805|842538,MPK12|AT4G22790|ACA3|OZS1|HT1,0,hits
GO Biological Processes,19,GO:0072347,response to anesthetic,19_GO:0050896 response to stimulus,-2.4,4.5,3.8,18982,16,1322,5,0.38,0.17,819215|828378|830296|837805|842538,MPK12|AT4G22790|ACA3|OZS1|HT1,0,hits
GO Biological Processes,19,GO:0097501,stress response to metal ion,19_GO:0050896 response to stimulus,-2.3,4.2,3.6,18982,17,1322,5,0.38,0.17,829135|831611|832314|839354|843445,HMA3|HIPP21|AT5G22530|PCS2|HIPP20,0,hits
GO Biological Processes,19,GO:1990170,stress response to cadmium ion,19_GO:0050896 response to stimulus,-2.3,5.2,3.8,18982,11,1322,4,0.3,0.15,829135|831611|839354|843445,HMA3|HIPP21|PCS2|HIPP20,0,hits
GO Biological Processes,19,GO:0000710,meiotic mismatch repair,19_GO:0022414 reproductive process,-2.2,7.2,4.1,18982,6,1322,3,0.23,0.13,821593|827450|828659,MSH5|MSH4|MSH3,0,hits
GO Biological Processes,19,GO:0009823,cytokinin catabolic process,19_GO:0065007 biological regulation,-2.2,7.2,4.1,18982,6,1322,3,0.23,0.13,818749|829096|835799,CKX1|CKX4|CKX3,0,hits
GO Biological Processes,19,GO:0046622,positive regulation of organ growth,19_GO:0040007 growth,-2.2,7.2,4.1,18982,6,1322,3,0.23,0.13,818722|825160|3768804,ORS1|ARGOS|GRP5,0,hits
GO Biological Processes,19,GO:0071244,cellular response to carbon dioxide,19_GO:0050896 response to stimulus,-2.2,7.2,4.1,18982,6,1322,3,0.23,0.13,819215|828378|842538,MPK12|AT4G22790|HT1,0,hits
GO Biological Processes,19,GO:0010243,response to organonitrogen compound,19_GO:0050896 response to stimulus,-2.2,1.6,2.8,18982,256,1322,29,2.2,0.4,816209|816286|816318|817155|817460|818025|819215|819566|819856|819940|823560|827281|829032|829682|830902|830988|830991|831663|832660|833727|834768|834896|835975|836772|837493|837576|838487|842745|843804,NAC036|BZIP27|VND1|HSFA2|GLR2.7|JAZ7|MPK12|GLR1.1|AT3G06710|GLR1.4|NAC061|AT4G15975|AT4G29110|GLUR2|RING1|GLR2.6|GLR2.5|AT5G17960|RLP52|AT5G37490|ERF2|GLR1.3|AT5G58610|RAB18|AT1G09650|ERD9|ARR7|AT1G64380|MYB31,0,hits
GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-2.1,1.3,2.6,18982,787,1322,73,5.5,0.63,816286|816671|817460|817545|817672|817696|818006|818861|818869|819100|819566|819940|820827|820961|821437|821508|821840|822277|822391|824246|824885|825822|827011|827119|827319|828645|829361|829574|829682|829767|829913|829946|830693|830765|830988|830991|831224|831441|831663|831770|831799|831975|832825|833972|834896|835357|836632|837373|837479|837576|837805|838121|838212|838314|838622|839449|839508|839870|840895|841099|841743|841856|841995|842389|842538|843129|843417|843812|843847|843990|844173|844218|844412,BZIP27|BBX18|GLR2.7|ELF4-L1|LSH3|STH|LHB1B1|LSH10|AT2G42690|HB4|GLR1.1|GLR1.4|PIFI|HCF107|HAF2|BCAT4|AT3G22690|GAPA|LHCB2.3|PSBO2|BPG2|KEA3|CYP83A1|ELIP2|PHYD|GA20OX1|IAA29|KCS16|GLUR2|AT4G36105|HLS1|AT4G37900|TT7|FLS1|GLR2.6|GLR2.5|AGL15|CO|AT5G17960|AT5G03640|OHP|EMB269|ACBP5|HB23|GLR1.3|AT5G52800|MAF5|AT1G01880|PIF3|ERD9|OZS1|ECB2|MC8|LOX3|DRT112|PSB27|GA2OX6|CAB2|GAPB|Lhca5|SPA4|NF-YA5|ZKT|GA20OX4|HT1|HPR|EHB1|AT1G74730|JAC1|AT1G76570|GSTU20|LSH7|ZFP1,0,hits
GO Biological Processes,19,GO:0010206,photosystem II repair,19_GO:0008152 metabolic process,-2.1,4.8,3.6,18982,12,1322,4,0.3,0.15,839449|841919|841995|843903,PSB27|TLP18.3|ZKT|LQY1,0,hits
GO Biological Processes,19,GO:0000959,mitochondrial RNA metabolic process,19_GO:0008152 metabolic process,-2.1,2.4,3,18982,60,1322,10,0.76,0.24,819688|820459|821115|821779|826774|837123|837825|841694|843776|28719435,MEF19|MEF22|AT3G02330|AT3G22150|AT4G11690|MEF3|RPF1|AT1G52620|AT1G74350|AT4G01400,0,hits
GO Biological Processes,19,GO:0048017,inositol lipid-mediated signaling,19_GO:0023052 signaling,-2.1,3.8,3.3,18982,19,1322,5,0.38,0.17,819730|823882|824760|830010|835981,PLDP2|PLC8|AT3G55940|PLC1|PLC1,0,hits
GO Biological Processes,19,GO:0009685,gibberellin metabolic process,19_GO:0065007 biological regulation,-2,2.9,3,18982,35,1322,7,0.53,0.2,827868|828182|828645|831224|837817|839508|842389,GA2OX8|GA1|GA20OX1|AGL15|DDF1|GA2OX6|GA20OX4,0,hits
