_MEMBER_WS_c1_which_mclass____6___1_,_LogP_WS_c1_which_mclass____6___1_,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-19.066562846665402,GO:0046148,M1,1,0,GO Biological Processes,19,pigment biosynthetic process,19_GO:0008152 metabolic process,-19.066562846665402,5.208446066670071,12.484264276887695,18982,152,1031,43,4.1707080504364695,0.6226223440568037,816579|817589|818093|818633|818644|818766|819647|820185|820628|820722|821181|824034|824345|825109|827061|827479|827991|828611|828675|828851|828853|829266|830724|831241|831587|831984|834442|834757|835334|835504|835937|836476|836838|837168|837374|837610|839009|839489|839933|840067|841029|843310|844193,GPRI1|FC2|AT2G35260|AT2G40400|HEME2|NTRC|ZDS|LYC|FLU|HEME1|RIF10|GSA2|G4|GUN4|PDS3|LIL3:1|PPOX|CHLM|BETA-OHASE 1|CIP7|PORB|ACDO1|HEMC|TT4|PSY|PCB2|GLK2|LIL3:2|BETA-OHASE 2|OMT1|EMB3143|GSA1|ABA1|PDS1|ALB1|ACLA-1|POR C|LIN2|UGT78D1|CYP97A3|CH1|HEMB1|RHM1,-16.217484832525972,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-18.661669043145412,GO:0033014,M1,1,0,GO Biological Processes,19,tetrapyrrole biosynthetic process,19_GO:0008152 metabolic process,-18.661669043145412,7.566267621540464,13.470703658551384,18982,73,1031,30,2.909796314258002,0.5234674336188324,816579|817589|818093|818633|818644|818766|820628|820722|821181|824034|824345|825109|827479|827991|828611|828851|828853|829266|830724|831984|834442|834757|835937|836476|837374|837610|839009|839489|841029|843310,GPRI1|FC2|AT2G35260|AT2G40400|HEME2|NTRC|FLU|HEME1|RIF10|GSA2|G4|GUN4|LIL3:1|PPOX|CHLM|CIP7|PORB|ACDO1|HEMC|PCB2|GLK2|LIL3:2|EMB3143|GSA1|ALB1|ACLA-1|POR C|LIN2|CH1|HEMB1,-15.899741204724883,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-17.463708550925137,GO:0015994,M1,1,0,GO Biological Processes,19,chlorophyll metabolic process,19_GO:0008152 metabolic process,-17.463708550925137,6.714691618645519,12.654657186797348,18982,85,1031,31,3.0067895247332688,0.531854513288015,816579|818093|818633|818644|818766|820118|820628|820722|821181|824034|824345|825109|827479|827991|828611|828851|828853|829266|830724|831984|833840|834442|834757|835937|836476|837374|837610|839009|839489|841029|843310,GPRI1|AT2G35260|AT2G40400|HEME2|NTRC|SOX|FLU|HEME1|RIF10|GSA2|G4|GUN4|LIL3:1|PPOX|CHLM|CIP7|PORB|ACDO1|HEMC|PCB2|AT5G38520|GLK2|LIL3:2|EMB3143|GSA1|ALB1|ACLA-1|POR C|LIN2|CH1|HEMB1,-14.739569273394007,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-16.437006919487505,GO:0042440,M1,1,0,GO Biological Processes,19,pigment metabolic process,19_GO:0008152 metabolic process,-16.437006919487505,4.402690507316662,11.115271934569632,18982,184,1031,44,4.267701260911736,0.6295017135871067,816579|817589|818093|818633|818644|818766|819647|820185|820628|820722|821181|824034|824345|825109|826470|827061|827479|827991|828611|828675|828851|828853|829266|830724|831241|831587|831984|834442|834757|835334|835504|835937|836476|836838|837168|837374|837610|839009|839489|839933|840067|841029|843310|844193,GPRI1|FC2|AT2G35260|AT2G40400|HEME2|NTRC|ZDS|LYC|FLU|HEME1|RIF10|GSA2|G4|GUN4|CRY1|PDS3|LIL3:1|PPOX|CHLM|BETA-OHASE 1|CIP7|PORB|ACDO1|HEMC|TT4|PSY|PCB2|GLK2|LIL3:2|BETA-OHASE 2|OMT1|EMB3143|GSA1|ABA1|PDS1|ALB1|ACLA-1|POR C|LIN2|UGT78D1|CYP97A3|CH1|HEMB1|RHM1,-13.779814431586988,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-16.368042520987057,GO:0006778,M1,1,0,GO Biological Processes,19,porphyrin-containing compound metabolic process,19_GO:0008152 metabolic process,-16.368042520987057,6.011837130584532,11.920858831872767,18982,98,1031,32,3.103782735208535,0.5400944759233018,816579|817589|818093|818633|818644|818766|820118|820628|820722|821181|824034|824345|825109|827479|827991|828611|828851|828853|829266|830724|831984|833840|834442|834757|835937|836476|837374|837610|839009|839489|841029|843310,GPRI1|FC2|AT2G35260|AT2G40400|HEME2|NTRC|SOX|FLU|HEME1|RIF10|GSA2|G4|GUN4|LIL3:1|PPOX|CHLM|CIP7|PORB|ACDO1|HEMC|PCB2|AT5G38520|GLK2|LIL3:2|EMB3143|GSA1|ALB1|ACLA-1|POR C|LIN2|CH1|HEMB1,-13.740813256463984,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-16.22126468006238,GO:0033013,M1,1,0,GO Biological Processes,19,tetrapyrrole metabolic process,19_GO:0008152 metabolic process,-16.22126468006238,5.9511115030028705,11.83666514098142,18982,99,1031,32,3.103782735208535,0.5400944759233018,816579|817589|818093|818633|818644|818766|820118|820628|820722|821181|824034|824345|825109|827479|827991|828611|828851|828853|829266|830724|831984|833840|834442|834757|835937|836476|837374|837610|839009|839489|841029|843310,GPRI1|FC2|AT2G35260|AT2G40400|HEME2|NTRC|SOX|FLU|HEME1|RIF10|GSA2|G4|GUN4|LIL3:1|PPOX|CHLM|CIP7|PORB|ACDO1|HEMC|PCB2|AT5G38520|GLK2|LIL3:2|EMB3143|GSA1|ALB1|ACLA-1|POR C|LIN2|CH1|HEMB1,-13.62206413913955,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-8.806608549610244,ath00860,M1,1,0,KEGG Pathway,24,Porphyrin and chlorophyll metabolism,,-8.806608549610244,6.267659987205151,8.665199434605706,18982,47,1031,16,1.5518913676042676,0.38495061210123,817589|818644|820722|824034|824345|827991|828611|828853|830724|831984|836476|837374|839009|839489|841029|843310,FC2|HEME2|HEME1|GSA2|G4|PPOX|CHLM|PORB|HEMC|PCB2|GSA1|ALB1|POR C|LIN2|CH1|HEMB1,-6.684529263407077,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-8.806608549610244,ko00860,M1,1,0,KEGG Pathway,24,Porphyrin and chlorophyll metabolism,,-8.806608549610244,6.267659987205151,8.665199434605706,18982,47,1031,16,1.5518913676042676,0.38495061210123,817589|818644|820722|824034|824345|827991|828611|828853|830724|831984|836476|837374|839009|839489|841029|843310,FC2|HEME2|HEME1|GSA2|G4|PPOX|CHLM|PORB|HEMC|PCB2|GSA1|ALB1|POR C|LIN2|CH1|HEMB1,-6.684529263407077,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-6.472331902789441,GO:0006782,M1,1,0,GO Biological Processes,19,protoporphyrinogen IX biosynthetic process,19_GO:0008152 metabolic process,-6.472331902789441,9.819333979954736,8.188920415934454,18982,15,1031,8,0.7759456838021338,0.2732717968478919,818644|820722|824034|827991|830724|836476|839489|843310,HEME2|HEME1|GSA2|PPOX|HEMC|GSA1|LIN2|HEMB1,-4.632799206556242,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-6.472331902789441,GO:0046501,M1,1,0,GO Biological Processes,19,protoporphyrinogen IX metabolic process,19_GO:0008152 metabolic process,-6.472331902789441,9.819333979954736,8.188920415934454,18982,15,1031,8,0.7759456838021338,0.2732717968478919,818644|820722|824034|827991|830724|836476|839489|843310,HEME2|HEME1|GSA2|PPOX|HEMC|GSA1|LIN2|HEMB1,-4.632799206556242,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-5.788981479394838,GO:0006783,M1,1,0,GO Biological Processes,19,heme biosynthetic process,19_GO:0008152 metabolic process,-5.788981479394838,7.204402648336355,7.135110988154664,18982,23,1031,9,0.8729388942774006,0.2897068104112155,817589|818644|820722|824034|827991|830724|836476|839489|843310,FC2|HEME2|HEME1|GSA2|PPOX|HEMC|GSA1|LIN2|HEMB1,-4.061207917208615,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-5.1160709284785515,GO:0042168,M1,1,0,GO Biological Processes,19,heme metabolic process,19_GO:0008152 metabolic process,-5.1160709284785515,6.13708373747171,6.401491696661918,18982,27,1031,9,0.8729388942774006,0.2897068104112155,817589|818644|820722|824034|827991|830724|836476|839489|843310,FC2|HEME2|HEME1|GSA2|PPOX|HEMC|GSA1|LIN2|HEMB1,-3.468086442364859,0,4,0,0,-19.989738596700846,9.819333979954736,
1,-19.020654272410287,GO:0009266,M1,1,0,GO Biological Processes,19,response to temperature stimulus,19_GO:0050896 response to stimulus,-19.020654272410287,2.7445343422233734,10.79421406419811,18982,644,1031,96,9.311348205625606,0.9050100958952402,816149|816633|816705|816768|817165|817317|817318|818295|818395|818531|818605|818709|818713|819296|819386|819829|820020|820091|820827|820929|820958|821951|821983|822117|822590|823531|824153|824379|825331|825414|825714|826716|826849|826859|827419|827773|827931|828053|828409|829330|829947|830441|830517|830626|830818|830909|831100|831332|831361|831398|831720|831793|831856|831889|832147|832185|832267|832950|833836|834207|834417|834913|835193|835341|835398|835701|835860|835991|836103|836360|836838|837414|837507|837619|837953|838165|838456|838632|838633|838984|839341|839436|839666|840069|840472|840476|840521|842697|843048|843182|843771|843835|843950|844085|844143|844333,ADC1|SYTA|GRP7|AT2G22360|KCS10|AT2G27710|AT2G27720|AT2G37190|CAX1|RPL23AA|CZF1|TCH3|CRK1|CCA1|GSTF8|SFR2|PK1|Fes1A|PIFI|EBP|AT3G17020|AT3G23700|HSP60|ROF1|PHS1|J3|AT3G49910|PSRP2|SLD1|CP12-2|FIB|TUF|Hop3|AZI1|CT-BMY|PCAP1|GSTF2|SAG21|GSH1|ASP5|mtHsc70-1|FAD8|2-Cys Prx B|Tudor1|MTHSC70-2|GRF6|TUB6|P5CR|VDAC3|CLPB3|FER1|PRR7|Hsp70-2|EIN2|DIN10|GER3|J2|BIP1|GRF3|BIP2|HOT5|AT5G48570|AT5G51190|HSP90.1|FTSH11|HSP81-2|TCH4|cPT4|RHL41|BAG7|ABA1|ERD6|iPGAM1|SEX1|AT1G13930|CCR1|AT1G18740|COR47|ERD10|AOR|LHY|THM1|STZ|ACBP6|RPL21C|ANNAT1|ACC1|MDAR6|AT1G67280|KCS6|HSP101|FAB1|ERD14|TAPX|RAP2.4|HSP91,-16.217333748831532,0,5,1,1,-19.020654272410287,2.7445343422233734,
