"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.0196055643845512,669,4423,"Nucleic acid metabolic process ","AT1G01080 AT1G01860 AT1G03190 AT1G04840 AT1G05900 AT1G06140 AT1G07090 AT1G08070 AT1G08840 AT1G09190 AT1G09195 AT1G09220 AT1G10320 AT1G10520 AT1G11800 AT1G12244 AT1G12370 AT1G13410 AT1G13740 AT1G14790 AT1G15510 AT1G17450 AT1G19025 AT1G20230 AT1G20720 AT1G22275 AT1G22830 AT1G25360 AT1G27720 AT1G27880 AT1G29710 AT1G33350 AT1G33390 AT1G34160 AT1G34380 AT1G45231 AT1G47870 AT1G49980 AT1G50000 AT1G52530 AT1G54840 AT1G60700 AT1G64810 AT1G66520 AT1G66730 AT1G66810 AT1G67500 AT1G67970 AT1G68930 AT1G69200 AT1G71460 AT1G72530 AT1G73690 AT1G74600 AT1G75060 AT1G77170 AT1G77570 AT1G77600 AT1G78010 AT1G78190 AT2G01510 AT2G02750 AT2G04270 AT2G04842 AT2G13440 AT2G15820 AT2G19380 AT2G20110 AT2G20540 AT2G21320 AT2G22410 AT2G22850 AT2G24120 AT2G24350 AT2G24530 AT2G29760 AT2G30320 AT2G31580 AT2G31865 AT2G31870 AT2G33540 AT2G33680 AT2G35030 AT2G35430 AT2G36010 AT2G36730 AT2G37310 AT2G42270 AT2G42330 AT2G42380 AT2G42430 AT2G42920 AT2G46610 AT2G47300 AT2G47680 AT3G01750 AT3G02140 AT3G02680 AT3G02930 AT3G03580 AT3G04070 AT3G04750 AT3G05340 AT3G05740 AT3G08000 AT3G08020 AT3G10070 AT3G11460 AT3G12770 AT3G13170 AT3G14330 AT3G14730 AT3G15140 AT3G15510 AT3G18630 AT3G18970 AT3G20420 AT3G20930 AT3G22830 AT3G23330 AT3G24320 AT3G24495 AT3G25970 AT3G26782 AT3G27120 AT3G28640 AT3G28660 AT3G29230 AT3G43920 AT3G44530 AT3G46790 AT3G47530 AT3G47840 AT3G48425 AT3G48470 AT3G49170 AT3G49710 AT3G51320 AT3G52115 AT3G54090 AT3G56300 AT3G56790 AT3G58590 AT3G59550 AT3G63110 AT3G63350 AT4G00220 AT4G00850 AT4G01020 AT4G01030 AT4G02390 AT4G04350 AT4G04670 AT4G11130 AT4G13650 AT4G13860 AT4G14050 AT4G14170 AT4G14180 AT4G14700 AT4G14820 AT4G14850 AT4G16470 AT4G17750 AT4G18020 AT4G18470 AT4G18520 AT4G18820 AT4G19130 AT4G19191 AT4G21070 AT4G21300 AT4G22760 AT4G25120 AT4G27340 AT4G28590 AT4G30700 AT4G30825 AT4G31440 AT4G32190 AT4G32450 AT4G32700 AT4G33990 AT4G34590 AT4G35130 AT4G35540 AT4G35740 AT4G36050 AT4G37170 AT4G37380 AT4G37730 AT4G38010 AT4G38910 AT4G38960 AT4G39952 AT5G01630 AT5G02250 AT5G03406 AT5G03800 AT5G06420 AT5G06540 AT5G07810 AT5G08305 AT5G09240 AT5G10370 AT5G11470 AT5G13270 AT5G14960 AT5G15025 AT5G15300 AT5G16715 AT5G16860 AT5G17660 AT5G18810 AT5G19020 AT5G19040 AT5G19490 AT5G21140 AT5G22800 AT5G25790 AT5G37530 AT5G39840 AT5G40820 AT5G40840 AT5G41360 AT5G42450 AT5G43790 AT5G44190 AT5G44230 AT5G45720 AT5G46460 AT5G48910 AT5G50340 AT5G50930 AT5G50990 AT5G51790 AT5G52850 AT5G54260 AT5G56310 AT5G57160 AT5G57450 AT5G58500 AT5G59240 AT5G59980 AT5G60430 AT5G63540 AT5G65570 AT5G66500 AT5G66700 AT5G67410 AT1G07910 AT1G08540 AT1G27370 AT1G28470 AT1G29860 AT1G44830 AT1G52620 AT1G56170 AT1G62990 AT1G64860 AT1G69570 AT1G71930 AT2G02080 AT2G04530 AT2G20020 AT2G21800 AT2G22140 AT2G33550 AT2G36050 AT2G36270 AT2G41180 AT2G46790 AT2G47190 AT3G20910 AT3G45260 AT3G50100 AT3G53920 AT3G62950 AT4G01540 AT4G01550 AT4G21585 AT4G21590 AT4G28500 AT4G28840 AT4G29190 AT5G01840 AT5G02460 AT5G17800 AT5G22750 AT5G28300 AT5G39610 AT5G43170 AT5G47220 AT5G56780 AT5G62430 AT5G62940 AT1G02230 AT1G02450 AT1G02460 AT1G03750 AT1G04100 AT1G04240 AT1G05230 AT1G05630 AT1G06143 AT1G06740 AT1G07270 AT1G08180 AT1G09040 AT1G09050 AT1G09340 AT1G09530 AT1G09800 AT1G10240 AT1G11490 AT1G12610 AT1G13330 AT1G14580 AT1G15050 AT1G16060 AT1G16590 AT1G17040 AT1G17590 AT1G17920 AT1G17950 AT1G18090 AT1G19100 AT1G19340 AT1G19490 AT1G20065 AT1G21150 AT1G21340 AT1G22810 AT1G22985 AT1G26680 AT1G27170 AT1G27740 AT1G30010 AT1G32870 AT1G34180 AT1G35460 AT1G47580 AT1G47760 AT1G51310 AT1G52520 AT1G55050 AT1G55970 AT1G56310 AT1G56345 AT1G56500 AT1G61960 AT1G61970 AT1G62010 AT1G62120 AT1G62150 AT1G62700 AT1G64780 AT1G65070 AT1G66350 AT1G66600 AT1G68640 AT1G68880 AT1G70070 AT1G74120 AT1G74390 AT1G77200 AT1G77850 AT1G78540 AT1G79220 AT1G79840 AT1G80060 AT2G01200 AT2G03050 AT2G03060 AT2G04038 AT2G05160 AT2G06200 AT2G13960 AT2G14050 AT2G15400 AT2G16400 AT2G17040 AT2G18000 AT2G18760 AT2G20080 AT2G20100 AT2G20180 AT2G21710 AT2G21900 AT2G22800 AT2G23290 AT2G23530 AT2G23760 AT2G24690 AT2G25000 AT2G25605 AT2G29065 AT2G30350 AT2G31730 AT2G31830 AT2G32930 AT2G33480 AT2G33860 AT2G34450 AT2G36000 AT2G36990 AT2G37260 AT2G37560 AT2G37590 AT2G38250 AT2G39120 AT2G39435 AT2G40030 AT2G41550 AT2G42260 AT2G42730 AT2G43500 AT2G43900 AT2G44940 AT2G45270 AT2G45480 AT2G45660 AT2G46310 AT2G46970 AT2G47820 AT3G02830 AT3G03200 AT3G03660 AT3G04060 AT3G04160 AT3G05480 AT3G06480 AT3G06950 AT3G07500 AT3G07530 AT3G07930 AT3G09660 AT3G11440 AT3G12320 AT3G12720 AT3G12730 AT3G14020 AT3G15540 AT3G15620 AT3G16280 AT3G17730 AT3G18090 AT3G18310 AT3G19500 AT3G21330 AT3G22900 AT3G22961 AT3G24255 AT3G24560 AT3G27180 AT3G28030 AT3G45610 AT3G46950 AT3G47830 AT3G48120 AT3G48830 AT3G48900 AT3G49000 AT3G49690 AT3G50750 AT3G52440 AT3G54990 AT3G56770 AT3G58380 AT3G60040 AT3G60400 AT3G60490 AT3G61150 AT3G61630 AT3G61830 AT3G62050 AT3G62090 AT3G63510 AT4G00940 AT4G00980 AT4G01037 AT4G01720 AT4G03250 AT4G05170 AT4G06598 AT4G09490 AT4G11070 AT4G11140 AT4G13870 AT4G14605 AT4G16250 AT4G19650 AT4G21550 AT4G24970 AT4G25410 AT4G25800 AT4G28790 AT4G29560 AT4G33880 AT4G34610 AT4G34680 AT4G34730 AT4G34990 AT4G35590 AT4G36160 AT4G36540 AT4G38020 AT4G38170 AT4G39810 AT4G40000 AT5G01380 AT5G02030 AT5G02220 AT5G06100 AT5G06710 AT5G06810 AT5G06811 AT5G06980 AT5G07400 AT5G07580 AT5G07710 AT5G07900 AT5G08600 AT5G10605 AT5G10620 AT5G10800 AT5G11350 AT5G14340 AT5G15160 AT5G16140 AT5G16540 AT5G17260 AT5G17490 AT5G17790 AT5G17810 AT5G18240 AT5G19790 AT5G19830 AT5G20240 AT5G20510 AT5G23930 AT5G24850 AT5G25190 AT5G25220 AT5G25340 AT5G25500 AT5G27030 AT5G27610 AT5G28530 AT5G28650 AT5G37800 AT5G38050 AT5G39820 AT5G40460 AT5G41410 AT5G41570 AT5G44210 AT5G44260 AT5G46590 AT5G48470 AT5G49110 AT5G49700 AT5G50110 AT5G50780 AT5G50820 AT5G52020 AT5G52950 AT5G53060 AT5G54090 AT5G54130 AT5G54890 AT5G55580 AT5G56270 AT5G56620 AT5G57390 AT5G58280 AT5G59060 AT5G59800 AT5G60250 AT5G60450 AT5G60870 AT5G61390 AT5G61460 AT5G64520 AT5G64630 AT5G64950 AT5G65790 AT5G66130 AT5G66300 ATCG00190 ATMG00810 AT2G35160 AT4G00380 AT1G04650 AT1G74900 AT2G35350 AT3G13782 AT5G08110 AT1G01060 AT1G12300 AT1G28560 AT1G30610 AT1G62670 AT1G62930 AT1G66230 AT1G66345 AT2G06040 AT2G16390 AT2G23430 AT2G28050 AT2G31650 AT2G33290 AT2G41720 AT2G42870 AT3G08800 AT3G09600 AT3G09650 AT3G23700 AT3G48190 AT3G48250 AT3G61360 AT4G04880 AT4G31850 AT5G02320 AT5G08720 AT5G21900 AT5G23570 AT5G53080 AT5G67570 AT5G66470 AT1G10610 AT1G12860 AT1G25250 AT1G27360 AT1G30810 AT1G49560 AT1G51220 AT1G55110 AT1G59940 AT1G63650 AT1G69170 AT2G37650 AT2G39880 AT2G46510 AT3G04850 AT3G05800 AT3G10040 AT3G18100 AT3G20880 AT3G23210 AT3G50650 AT3G57670 AT4G00950 AT4G01460 AT4G12240 AT4G27240 AT4G37850 AT5G05790 AT5G06770 AT5G10970 AT5G17300 AT5G37260 AT5G41920 AT5G45580 AT5G50570 AT5G50670 AT5G52010 AT5G53200 AT5G62920"
0.0237574136706055,24,82,"Recombinational repair ","AT1G27880 AT1G52530 AT3G02680 AT3G05740 AT3G27120 AT3G52115 AT4G19130 AT4G21070 AT4G25120 AT4G35740 AT5G01630 AT5G21140 AT5G50340 AT5G54260 AT5G57450 AT5G63540 AT5G22750 AT3G13170 AT5G61460 AT5G64520 AT4G00380 AT3G09660 AT3G13782 AT5G64630"
0.0243511320150436,44,189,"DNA recombination ","AT1G03190 AT1G20720 AT1G22275 AT1G27880 AT1G52530 AT3G02680 AT3G02930 AT3G05740 AT3G13170 AT3G24495 AT3G27120 AT3G52115 AT4G19130 AT4G21070 AT4G25120 AT4G32190 AT4G35740 AT5G01630 AT5G21140 AT5G41360 AT5G50340 AT5G50930 AT5G54260 AT5G57450 AT5G63540 AT2G21800 AT2G22140 AT5G22750 AT1G13330 AT1G30010 AT1G65070 AT1G66730 AT2G30350 AT4G18470 AT5G54090 AT5G57160 AT5G61460 AT5G64520 AT5G64630 AT4G00380 AT1G04650 AT3G09660 AT3G13782 AT4G32700"
0.0252926527834556,7,11,"Phloem development ","AT1G67790 AT3G01670 AT3G01680 AT1G31880 AT1G69588 AT3G09070 AT5G01170"
0.0273009905297532,13,33,"Cell cycle G2/M phase transition ","AT1G07270 AT1G27880 AT1G52530 AT3G02680 AT3G24495 AT4G14700 AT5G54260 AT5G66130 AT5G52950 AT5G11300 AT2G31580 AT3G18730 AT4G32700"
0.0287994874719833,35,142,"Photosynthesis, light reaction ","AT1G02910 AT1G03600 AT1G06430 AT1G15820 AT2G15820 AT2G34420 AT4G10340 AT5G48790 AT2G45870 AT2G46820 AT3G61320 AT2G34910 AT4G11960 AT4G23890 AT5G44660 AT5G59400 ATCG00280 ATCG00440 ATCG00680 ATCG01090 ATCG01100 ATCG01110 AT1G55370 AT1G60950 AT1G68830 AT1G71500 AT2G34860 AT4G04640 AT4G15510 AT4G31390 AT4G35250 AT5G01920 AT5G35220 AT5G39830 ATCG00520"
0.0310910459330519,5,6,"Fatty acid elongation ","AT1G75000 AT3G06460 AT3G06470 AT4G36830 AT4G14070"
0.0323800125357958,19,61,"Mitochondrial RNA metabolic process ","AT1G34160 AT1G72530 AT2G24120 AT3G20930 AT4G13860 AT5G39840 AT1G06140 AT1G12300 AT1G30010 AT1G52620 AT1G66345 AT1G74600 AT2G20540 AT2G28050 AT3G12770 AT3G18970 AT4G30700 AT5G19020 AT5G64950"
0.0326625554975071,22,77,"Double-strand break repair via homologous recombination ","AT1G27880 AT1G52530 AT3G02680 AT3G05740 AT3G27120 AT3G52115 AT4G19130 AT4G21070 AT4G35740 AT5G01630 AT5G21140 AT5G54260 AT5G57450 AT5G63540 AT5G22750 AT3G13170 AT5G61460 AT5G64520 AT4G00380 AT3G09660 AT3G13782 AT5G64630"
0.0326625554975071,4,4,"Fatty acid elongation, saturated fatty acid ","AT1G75000 AT3G06460 AT3G06470 AT4G36830"
0.0326625554975071,4,4,"Fatty acid elongation, unsaturated fatty acid ","AT1G75000 AT3G06460 AT3G06470 AT4G36830"
0.0326625554975071,4,4,"Fatty acid elongation, monounsaturated fatty acid ","AT1G75000 AT3G06460 AT3G06470 AT4G36830"
0.0326625554975071,4,4,"Fatty acid elongation, polyunsaturated fatty acid ","AT1G75000 AT3G06460 AT3G06470 AT4G36830"
0.0326625554975071,6,9,"Lipid X metabolic process ","AT1G25145 AT2G04560 AT3G20480 AT4G05210 AT4G21220 AT4G29540"
0.0333141270636334,12,31,"G2/M transition of mitotic cell cycle ","AT1G07270 AT1G27880 AT1G52530 AT3G02680 AT3G24495 AT4G14700 AT5G54260 AT5G66130 AT5G52950 AT5G11300 AT2G31580 AT3G18730"
0.0333141270636334,27,103,"Phloem or xylem histogenesis ","AT2G31830 AT2G43900 AT5G43870 AT1G71930 AT1G50930 AT1G67790 AT3G01670 AT3G01680 AT5G47220 AT5G61480 AT4G24670 AT1G05630 AT1G31880 AT1G62700 AT1G62990 AT1G69588 AT1G80100 AT3G09070 AT4G00220 AT4G14940 AT4G36160 AT5G01170 AT5G02030 AT5G14510 AT5G56780 AT5G62940 AT5G66300"
0.0333141270636334,10,23,"Response to ionizing radiation ","AT3G05480 AT5G52950 AT3G02680 AT3G52115 AT4G21070 AT1G66730 AT2G18760 AT5G40820 AT5G57160 AT5G61460"
0.0357197657340436,8,16,"Non-recombinational repair ","AT1G10520 AT1G19025 AT3G52115 AT5G54260 AT5G57160 AT1G66730 AT4G02390 AT5G40820"
0.0357197657340436,8,16,"Negative regulation of G2/M transition of mitotic cell cycle ","AT1G07270 AT1G52530 AT3G02680 AT3G24495 AT4G14700 AT5G54260 AT5G66130 AT5G52950"
0.0357197657340436,8,16,"Mitotic G2/M transition checkpoint ","AT1G07270 AT1G52530 AT3G02680 AT3G24495 AT4G14700 AT5G54260 AT5G66130 AT5G52950"
