"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.000279564701237405,18,485,"Response to metal ion ","AT1G12010 AT2G33740 AT1G11860 AT1G13930 AT1G50480 AT1G60710 AT2G43750 AT3G03780 AT3G13110 AT4G11360 AT4G11600 AT4G38220 AT4G39660 AT5G02840 AT5G18170 AT5G37770 AT2G19110 AT3G51920"
0.000655289266760631,39,1779,"Response to oxygen-containing compound ","AT1G12010 AT1G19180 AT1G27730 AT2G37180 AT2G40140 AT4G00430 AT4G17870 AT5G05440 AT5G20900 AT5G53160 AT5G59820 AT2G41010 AT2G43350 AT3G56880 AT3G63310 AT5G37740 AT1G13260 AT1G22190 AT2G16720 AT2G24150 AT2G47400 AT3G06850 AT3G15210 AT3G61190 AT3G63210 AT4G11360 AT4G36410 AT5G02840 AT5G06320 AT5G13180 AT5G20700 AT5G24090 AT5G24530 AT5G37770 AT5G49450 AT5G61590 AT1G30270 AT1G74660 AT3G51920"
0.00141907494860403,44,2194,"Response to organic substance ","AT1G12010 AT1G19180 AT1G27730 AT2G24150 AT2G40140 AT4G17870 AT4G28270 AT5G05440 AT5G20900 AT5G53160 AT5G59820 AT1G11910 AT1G13930 AT1G50480 AT2G43750 AT5G50920 AT1G13260 AT1G22190 AT2G43350 AT3G15210 AT3G63310 AT4G39780 AT5G37740 AT5G44790 AT5G61590 AT1G03850 AT2G16720 AT2G47400 AT3G06850 AT3G61190 AT3G63210 AT4G11360 AT4G36410 AT5G02840 AT5G06320 AT5G13180 AT5G20700 AT5G24530 AT5G37770 AT5G49450 AT1G15670 AT1G74660 AT3G51920 AT5G63620"
0.00173598437813403,12,273,"Response to extracellular stimulus ","AT3G06420 AT4G21980 AT3G06850 AT3G17810 AT5G20700 AT5G21170 AT5G24090 AT5G43350 AT5G49450 AT1G30270 AT2G33770 AT2G43350"
0.00184472222667441,5,37,"Neurotransmitter metabolic process ","AT1G11860 AT1G37130 AT2G13360 AT3G17810 AT5G37770"
0.00196872148966543,40,1963,"Small molecule metabolic process ","AT1G06570 AT1G09430 AT1G11860 AT1G19400 AT1G37130 AT1G50480 AT1G52710 AT1G63180 AT1G78670 AT2G13360 AT2G43750 AT3G17810 AT4G14710 AT5G51040 AT1G76690 AT2G43910 AT3G51840 AT4G30530 AT4G33150 AT1G13280 AT1G13930 AT1G71340 AT2G31350 AT3G03780 AT3G06850 AT3G10740 AT3G13110 AT3G14940 AT4G34350 AT4G38220 AT5G16370 AT5G18170 AT5G21170 AT5G56760 AT4G30440 AT2G41010 AT5G49450 AT5G60620 AT5G61590 AT5G24530"
0.00208034007963876,38,1835,"Oxidation-reduction process ","AT1G52710 AT5G51040 AT3G51840 AT1G03850 AT1G06570 AT1G06640 AT1G12010 AT1G19400 AT1G37130 AT1G50480 AT1G53580 AT1G60710 AT1G60730 AT1G72680 AT1G76690 AT1G77370 AT2G18980 AT2G32300 AT2G43350 AT3G14940 AT3G17810 AT3G19450 AT3G63080 AT4G11600 AT4G14710 AT4G20830 AT4G33150 AT4G33420 AT4G34350 AT4G36430 AT4G38540 AT5G03455 AT5G18170 AT5G19890 AT5G24530 AT5G63030 AT5G63620 AT1G33055"
0.00226147189271241,5,40,"Regulation of neurotransmitter levels ","AT1G11860 AT1G37130 AT2G13360 AT3G17810 AT5G37770"
0.00306424115310266,10,211,"Cellular response to extracellular stimulus ","AT3G06420 AT4G21980 AT3G06850 AT3G17810 AT5G21170 AT5G24090 AT5G43350 AT5G49450 AT2G33770 AT2G43350"
0.00306424115310266,13,348,"Response to cadmium ion ","AT1G11860 AT1G13930 AT1G50480 AT1G60710 AT2G43750 AT3G03780 AT3G13110 AT4G11360 AT4G11600 AT4G39660 AT5G02840 AT5G18170 AT2G19110"
0.00349476379216649,10,217,"Cellular response to external stimulus ","AT3G06420 AT4G21980 AT3G06850 AT3G17810 AT5G21170 AT5G24090 AT5G43350 AT5G49450 AT2G33770 AT2G43350"
0.00372092330471254,35,1702,"Response to external stimulus ","AT1G12010 AT2G40140 AT3G06420 AT4G21980 AT4G19840 AT2G30520 AT3G26470 AT5G05960 AT1G20840 AT1G37130 AT2G41100 AT3G06850 AT3G17810 AT4G38540 AT5G06320 AT5G20700 AT5G21170 AT5G24090 AT5G24530 AT5G37770 AT5G43350 AT5G49450 AT4G30440 AT1G03850 AT1G19180 AT1G30270 AT1G47128 AT1G75380 AT2G33770 AT2G41660 AT2G43350 AT3G15210 AT3G63310 AT4G20830 AT5G18650"
0.00380323922150212,9,180,"Cellular oxidant detoxification ","AT1G77370 AT2G18980 AT2G43350 AT3G63080 AT4G11600 AT4G33420 AT4G36430 AT5G19890 AT5G63030"
0.00538260074535026,29,1334,"Response to acid chemical ","AT1G19180 AT2G37180 AT4G00430 AT4G17870 AT5G05440 AT5G20900 AT5G53160 AT2G41010 AT2G43350 AT3G56880 AT5G37740 AT1G12010 AT1G22190 AT1G27730 AT2G16720 AT3G61190 AT3G63210 AT4G36410 AT5G02840 AT5G06320 AT5G13180 AT5G24090 AT5G24530 AT5G37770 AT5G61590 AT1G30270 AT1G74660 AT3G15210 AT3G51920"
0.00546125813680049,10,235,"Response to nutrient levels ","AT3G06420 AT4G21980 AT3G06850 AT3G17810 AT5G20700 AT5G21170 AT5G43350 AT5G49450 AT1G30270 AT2G33770"
0.00546125813680049,9,192,"Cellular detoxification ","AT1G77370 AT2G18980 AT2G43350 AT3G63080 AT4G11600 AT4G33420 AT4G36430 AT5G19890 AT5G63030"
0.00588434185326691,15,489,"Cellular amino acid metabolic process ","AT1G06570 AT1G11860 AT1G19400 AT2G13360 AT2G43750 AT4G14710 AT4G33150 AT3G03780 AT3G13110 AT3G17810 AT4G30530 AT4G38220 AT5G18170 AT5G56760 AT5G49450"
0.00722165896818503,5,57,"Sulfur amino acid biosynthetic process ","AT2G43750 AT3G03780 AT3G13110 AT4G14710 AT5G56760"
0.00722165896818503,9,203,"Response to wounding ","AT1G19180 AT5G20900 AT1G27730 AT1G76690 AT3G61060 AT3G61190 AT5G06320 AT5G24090 AT5G59820"
0.00722165896818503,9,204,"Cellular response to toxic substance ","AT1G77370 AT2G18980 AT2G43350 AT3G63080 AT4G11600 AT4G33420 AT4G36430 AT5G19890 AT5G63030"
