Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045168,cell-cell signaling involved in cell fate commitment,19_GO:0023052 signaling,-3.4,3.2,4.3,18982,41,1581,11,0.7,0.21,817661|817662|822187|826934|834031|836049|838096|843334|843734|5007842|28717514,CLE4|CLE7|CLE27|CLE44|MYB23|AT5G59305|ETC1|CLE26|CLE13|CLE45|CLE16,-0.64,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0030154,cell differentiation,19_GO:0032502 developmental process,-3.4,1.5,3.6,18982,661,1581,80,5.1,0.55,814702|815852|816318|817273|817587|817661|817662|818062|818641|818720|819249|819620|820603|821089|821209|822187|822736|824272|824293|825829|826777|826934|827022|827024|827542|827881|827917|828364|828943|829250|829543|829773|829937|830066|830096|830266|830415|830619|830895|831147|831339|831510|831591|832406|832717|832970|834031|834974|836049|836359|836685|836716|836762|837843|838096|838457|839076|839256|839388|839627|840078|841654|841898|842341|842568|842658|843334|843443|843524|843671|843704|843734|843848|843849|843943|844265|844325|5007665|5007842|28717514,CPSF73-II|CALS5|VND1|NTL8|CHAL|CLE4|CLE7|SETH1|LBD15|PIP5K5|CPC|DAN1|AT3G13900|AT3G01730|MYB106|CLE27|RGF4|GATA6|ROP1|RIC10|HAP2|CLE44|RLP48|EDA36|WRKY28|AT4G21323|CPL3|MYB85|LLG3|AT4G31230|AT4G33970|NAC076|AT4G37810|AT4G39110|WRKY13|DAU1|AT5G05330|EMS1|AT5G10310|WRKY75|CNGC18|RIC4|NAC086|AT5G23405|AT5G26720|WVD2|MYB23|GEX2|AT5G59305|NAC101|AT5G65590|PSK5|NAC105|SCRM2|ETC1|AGL65|AT1G24620|HDG2|AT1G04880|RIC2|BRX|ROPGEF11|XIE|AT1G60460|ANAC026|AT1G63530|CLE26|MYBL2|VND7|HDG11|CDKD1;1|CLE13|RRA2|RRA1|AT1G76110|AGC1.7|ROPGEF12|AT1G05835|CLE45|CLE16,-0.63,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:2000652,regulation of secondary cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-3.3,3.6,4.3,18982,30,1581,9,0.57,0.19,816318|819997|828364|829482|829773|831127|836762|838219|842568,VND1|MYB83|MYB85|MYB69|NAC076|MYB46|NAC105|MYB58|ANAC026,-0.58,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0045143,homologous chromosome segregation,19_GO:0022414 reproductive process,-3.1,3.2,4,18982,38,1581,10,0.63,0.2,821860|827058|827450|835166|837614|837893|838831|838834|841784|842702,DMC1|PRD1|MSH4|AT5G50930|PHS1|AHP2|ZYP1a|ZYP1b|HEI10|SPO11-2,-0.42,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:1903338,regulation of cell wall organization or biogenesis,19_GO:0050789 regulation of biological process,-2.9,2.9,3.8,18982,46,1581,11,0.7,0.21,816318|819997|828364|829482|829773|831127|836359|836685|836762|838219|842568,VND1|MYB83|MYB85|MYB69|NAC076|MYB46|NAC101|AT5G65590|NAC105|MYB58|ANAC026,-0.32,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0007127,meiosis I,19_GO:0022414 reproductive process,-2.8,2.3,3.5,18982,78,1581,15,0.95,0.24,821860|827058|827450|834894|835166|836473|837614|837835|837893|838831|838834|841784|842341|842702|2745578,DMC1|PRD1|MSH4|AtSPO22|AT5G50930|RMI1|PHS1|AT1G12790|AHP2|ZYP1a|ZYP1b|HEI10|AT1G60460|SPO11-2|AT2G33793,-0.16,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0010106,cellular response to iron ion starvation,19_GO:0050896 response to stimulus,-2.6,6,4.3,18982,8,1581,4,0.25,0.13,818723|824864|824865|830293,BHLH100|bHLH38|bHLH39|BHLH101,-0.032,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0006310,DNA recombination,19_GO:0008152 metabolic process,-2.6,1.8,3.1,18982,175,1581,26,1.6,0.32,817404|821860|827058|827450|827577|832240|834339|834894|835166|835850|836473|836489|837359|837835|837893|838831|838834|841684|841784|842341|842384|842435|842702|843776|2745578|5008023,RAD51B|DMC1|PRD1|MSH4|SNI1|emb1379|AT5G43210|AtSPO22|AT5G50930|XRCC3|RMI1|AT5G63690|AT1G08390|AT1G12790|AHP2|ZYP1a|ZYP1b|AT1G52530|HEI10|AT1G60460|RECQ4B|AT1G61410|SPO11-2|AT1G74350|AT2G33793|AT3G23255,-0.032,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0045132,meiotic chromosome segregation,19_GO:0022414 reproductive process,-2.6,2.4,3.3,18982,66,1581,13,0.82,0.23,821860|827058|827450|834894|835166|836473|837614|837835|837893|838831|838834|841784|842702,DMC1|PRD1|MSH4|AtSPO22|AT5G50930|RMI1|PHS1|AT1G12790|AHP2|ZYP1a|ZYP1b|HEI10|SPO11-2,-0.032,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0061982,meiosis I cell cycle process,19_GO:0022414 reproductive process,-2.5,2.2,3.2,18982,83,1581,15,0.95,0.24,821860|827058|827450|834894|835166|836473|837614|837835|837893|838831|838834|841784|842341|842702|2745578,DMC1|PRD1|MSH4|AtSPO22|AT5G50930|RMI1|PHS1|AT1G12790|AHP2|ZYP1a|ZYP1b|HEI10|AT1G60460|SPO11-2|AT2G33793,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0000712,resolution of meiotic recombination intermediates,19_GO:0022414 reproductive process,-2.4,4.3,3.7,18982,14,1581,5,0.32,0.14,827450|834894|835166|836473|837835,MSH4|AtSPO22|AT5G50930|RMI1|AT1G12790,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0009834,plant-type secondary cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.3,2.1,3.1,18982,86,1581,15,0.95,0.24,816318|819997|826627|828364|828593|829482|829773|831127|836762|836858|837488|838219|840223|842568|843495,VND1|MYB83|NAC070|MYB85|AT4G24910|MYB69|NAC076|MYB46|NAC105|IRX14-L|GXM3|MYB58|NAC015|ANAC026|AT1G71690,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0071669,plant-type cell wall organization or biogenesis,19_GO:0009987 cellular process,-2.3,1.5,2.9,18982,295,1581,38,2.4,0.39,816318|816463|817173|817814|817821|818341|818720|818759|819380|819997|823892|826400|826627|828129|828364|828499|828501|828593|829482|829773|829934|830056|831127|831510|834523|836685|836762|836858|837488|837543|838219|839165|840110|840223|842568|842879|843495|843671,VND1|AT2G19440|ER|CSLB03|CSLB01|EXP3|PIP5K5|AT2G41610|AT2G47670|MYB83|AT3G47380|AT4G08410|NAC070|RGXT1|MYB85|CSLG3|CSLG1|AT4G24910|MYB69|NAC076|MYB87|GH9B18|MYB46|RIC4|ARAD2|AT5G65590|NAC105|IRX14-L|GXM3|BCAT-2|MYB58|AT1G26240|CSLD6|NAC015|ANAC026|EXPB2|AT1G71690|HDG11,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:1900864,mitochondrial RNA modification,19_GO:0008152 metabolic process,-2.3,2.9,3.3,18982,33,1581,8,0.51,0.18,816576|819688|826774|837123|837825|842737|843585|843776,MEF21|MEF19|AT4G11690|MEF3|RPF1|AT1G64310|AT1G72530|AT1G74350,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0098543,detection of other organism,19_GO:0051704 multi-organism process,-2.3,7.2,4.2,18982,5,1581,3,0.19,0.11,831173|832170|834676,PBS3|EFR|FLS2,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:1900865,chloroplast RNA modification,19_GO:0008152 metabolic process,-2.3,3.1,3.3,18982,27,1581,7,0.44,0.17,814827|824822|831382|834796|836038|842737|843687,OTP85|AT3G56550|AT5G15300|AT5G47460|OTP80|AT1G64310|AT1G73530,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0051026,chiasma assembly,19_GO:0022414 reproductive process,-2.2,4,3.5,18982,15,1581,5,0.32,0.14,821860|827058|837893|841784|842702,DMC1|PRD1|AHP2|HEI10|SPO11-2,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0010374,stomatal complex development,19_GO:0032501 multicellular organismal process,-2.1,2.2,2.9,18982,66,1581,12,0.76,0.22,816164|817173|817587|819249|821134|829937|830895|830908|836685|837843|839108|839324,AT2G16630|ER|CHAL|CPC|CA1|AT4G37810|AT5G10310|CYCD4;2|AT5G65590|SCRM2|IDD16|MAPKKK18,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0071554,cell wall organization or biogenesis,19_GO:0009987 cellular process,-2.1,1.4,2.6,18982,538,1581,61,3.9,0.48,815950|816027|816318|816432|816463|816699|817173|817184|817679|817814|817821|818341|818720|818759|818962|818964|819380|819728|819867|819997|820735|822439|823892|826400|826627|828129|828364|828499|828501|828593|829482|829523|829773|829934|830056|831127|831381|831510|834523|834676|835828|836359|836685|836762|836858|837030|837126|837488|837543|838219|839165|840110|840223|842568|842879|843027|843495|843524|843671|843783|7922320,XTH10|FUT10|VND1|AT2G19150|AT2G19440|PE11|ER|AT2G26440|AT2G31220|CSLB03|CSLB01|EXP3|PIP5K5|AT2G41610|AT2G43600|AT2G43620|AT2G47670|AT3G05620|AT3G06830|MYB83|RABA1g|TBL22|AT3G47380|AT4G08410|NAC070|RGXT1|MYB85|CSLG3|CSLG1|AT4G24910|MYB69|AT4G33810|NAC076|MYB87|GH9B18|MYB46|CASP5|RIC4|ARAD2|FLS2|CYP81F2|NAC101|AT5G65590|NAC105|IRX14-L|AT1G05310|AT1G06170|GXM3|BCAT-2|MYB58|AT1G26240|CSLD6|NAC015|ANAC026|EXPB2|DIN9|AT1G71690|VND7|HDG11|FUT3|AT3G09405,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:2000143,"negative regulation of DNA-templated transcription, initiation",19_GO:0048519 negative regulation of biological process,-2,6,3.7,18982,6,1581,3,0.19,0.11,822344|824010|834080,AT3G27250|AT3G48510|AT5G40800,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0010112,regulation of systemic acquired resistance,19_GO:0002376 immune system process,-2,3.1,3.1,18982,23,1581,6,0.38,0.15,822184|827577|829785|831173|837464|843716,NIMIN-2|SNI1|CRH1|PBS3|NIMIN-3|SARD1,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-2,1.9,2.7,18982,93,1581,15,0.95,0.24,817661|817662|819249|822187|826934|827542|830619|834031|836049|838096|843334|843734|5007665|5007842|28717514,CLE4|CLE7|CPC|CLE27|CLE44|WRKY28|EMS1|MYB23|AT5G59305|ETC1|CLE26|CLE13|AT1G05835|CLE45|CLE16,0,WS_c1_which_mclass____8___1_
GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2,2.3,2.8,18982,52,1581,10,0.63,0.2,819713|827121|836055|836489|837238|837339|837612|841684|843272|7922426,RAD9|ORC1A|AT5G59360|AT5G63690|AT1G07270|AT1G08180|AT1G10690|AT1G52530|AT1G69400|AT3G20898,0,WS_c1_which_mclass____8___1_
