TAIR,SYMBOL,Log2fc_.Col.0_GC_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_dark.
AT1G05680,UGT74E2,0.695565839,-0.755893858,-0.304655957,0.610964322,-0.629278865,-0.39860866,1.084365387,-0.147234208,0.203024853,-1.451459698,-1.000221797,-0.084601518,-1.324844704,-1.094174499,0.388799547,-0.842800047,-0.492540987,-1.244328647,-1.939894487,-0.861955595,-1.557521434
AT1G06110,SKIP16,0.044508793,-0.019724753,0.048737447,-0.078950626,0.272486211,0.116545032,0.352552645,-0.021592053,0.403535309,-0.064233546,0.004228655,-0.123459419,0.227977418,0.072036239,0.308043853,-0.066100845,0.359026517,0.182037075,0.137528282,0.304941617,0.260432825
AT1G06400,ARA-2,0.555372326,-0.0875341,0.411730537,-0.202290947,0.41079481,-0.161846374,0.208032715,0.078355734,0.634633802,-0.642906425,-0.143641789,-0.757663272,-0.144577515,-0.7172187,-0.347339611,-0.477016591,0.079261476,0.214957067,-0.340415259,0.251990204,-0.303382122
AT1G07360,MAC5A,0.077757377,0.160230555,-0.103709008,-0.03684878,-0.301762544,-0.274820909,-0.148241652,-0.093799316,-0.24456834,0.082473178,-0.181466384,-0.114606156,-0.379519921,-0.352578286,-0.225999029,-0.171556693,-0.322325716,-0.190310202,-0.268067578,-0.229258775,-0.307016152
AT1G07370,ATPCNA1,-0.076323303,0.303343475,0.149033368,0.257883463,-0.401961676,-0.132157125,-0.41473691,-0.087308267,-0.823955,0.379666778,0.225356671,0.334206765,-0.325638373,-0.055833823,-0.338413607,-0.010984965,-0.747631697,0.275340935,0.351664237,-0.178214842,-0.101891539
AT1G07960,ATPDIL5-1,0.388837209,0.291038631,0.212886556,0.352491378,0.185269412,0.354758059,0.583331193,0.717252276,0.531374137,-0.097798578,-0.175950652,-0.036345831,-0.203567797,-0.034079149,0.194493985,0.328415067,0.142536929,0.448996078,0.06015887,0.244106509,-0.1447307
AT1G08560,ATSYP111,-0.285763485,0.612011872,1.097648667,1.08569632,0.911654076,0.087025477,0.134540097,0.326179748,-0.170877682,0.897775357,1.383412152,1.371459805,1.197417562,0.372788962,0.420303582,0.611943234,0.114885803,0.453364845,0.73912833,0.582918363,0.868681848
AT1G08780,AIP3,0.313382012,0.547828151,0.397514277,0.324639154,0.191307729,0.065911636,0.069923877,0.183008078,-0.39384178,0.234446139,0.084132265,0.011257142,-0.122074283,-0.247470376,-0.243458136,-0.130373935,-0.707223793,0.573422258,0.260040246,0.178618567,-0.134763445
AT1G09140,At-SR30,0.097397713,-0.313846011,-0.360939709,-0.129739571,-0.044200859,0.424822484,0.05676407,-0.020736334,0.266723399,-0.411243724,-0.458337423,-0.227137285,-0.141598572,0.327424771,-0.040633643,-0.118134047,0.169325685,0.140443073,0.04304536,0.228953987,0.131556273
AT1G09270,IMPA-4,0.048006861,-0.222923324,0.001335666,0.144386094,-0.065741754,-0.094845217,-0.026854023,-0.132092301,0.128872936,-0.270930186,-0.046671195,0.096379233,-0.113748615,-0.142852078,-0.074860884,-0.180099162,0.080866075,-0.524766528,-0.572773389,-0.280208675,-0.328215537
AT1G09330,ECH,0.470898505,0.279444091,0.251628936,0.267599643,0.124575211,-0.114904815,0.068295099,0.185428415,-0.058209957,-0.191454414,-0.219269569,-0.203298863,-0.346323294,-0.58580332,-0.402603406,-0.28547009,-0.529108462,0.284723878,-0.186174627,0.166852869,-0.304045637
AT1G09430,ACLA-3,0.49949198,-0.416720019,-0.026337898,-0.217150496,0.102276984,0.090213548,0.84938752,0.190196056,0.832414983,-0.916211999,-0.525829877,-0.716642475,-0.397214996,-0.409278431,0.349895541,-0.309295924,0.332923004,-0.117961024,-0.617453004,-0.04623813,-0.545730109
AT1G09570,FHY2,0.466210414,-0.073703875,0.400369817,0.190650679,0.649737727,0.726545578,0.741302398,-0.02190864,0.908374508,-0.53991429,-0.065840598,-0.275559735,0.183527313,0.260335164,0.275091984,-0.488119054,0.442164093,-0.142265405,-0.608475819,0.221260157,-0.244950257
AT1G09630,ATRAB-A2A,0.318474634,0.460206721,0.305270321,0.567000096,0.312400056,-0.089674022,0.161516979,0.107670902,0.080146901,0.141732087,-0.013204313,0.248525462,-0.006074577,-0.408148655,-0.156957655,-0.210803732,-0.238327733,0.389732402,0.071257769,0.127134438,-0.191340195
AT1G09760,U2A',0.128260706,0.479750322,0.330894752,0.540326266,0.078302751,-0.023532959,-0.089788448,0.160050863,-0.312052925,0.351489616,0.202634046,0.41206556,-0.049957955,-0.151793665,-0.218049154,0.031790157,-0.440313631,0.415248962,0.286988256,0.227989418,0.099728712
AT1G09840,AtHIR1,-0.359237842,0.12779445,-0.348496109,-0.122966159,-0.361054114,0.005179661,-0.446222112,-0.365085321,-0.097738874,0.487032292,0.010741733,0.236271683,-0.001816272,0.364417503,-0.086984269,-0.005847479,0.261498969,0.034147706,0.393385548,0.123149506,0.482387348
AT1G10200,AtWLIM1,0.417827651,-0.128873479,0.244517632,0.021699891,0.217710179,-0.81093546,-0.112663261,-0.190851382,0.405392146,-0.546701131,-0.173310019,-0.39612776,-0.200117472,-1.228763111,-0.530490912,-0.608679033,-0.012435505,-0.12707258,-0.544900231,-0.166708314,-0.584535965
AT1G11400,PYM,0.131654558,0.164525276,-0.064856217,-0.138013859,0.456105583,0.571608846,0.665238014,0.462178218,0.7961303,0.032870718,-0.196510774,-0.269668417,0.324451025,0.439954289,0.533583456,0.33052366,0.664475743,0.286491593,0.154837035,0.445529897,0.313875339
AT1G11545,XTH8,0.201043638,0.463302074,0.27694583,0.340282423,-0.397998176,-0.176914071,0.076238962,-0.094163925,0.094907578,0.262258436,0.075902192,0.139238785,-0.599041814,-0.377957709,-0.124804676,-0.295207563,-0.10613606,-0.083506816,-0.284550454,-0.148280869,-0.349324507
AT1G11750,CLPP6,0.360462755,0.369120335,0.259602878,0.294405886,0.371438605,0.012226651,0.239055073,0.098046138,0.142668975,0.008657579,-0.100859877,-0.066056869,0.01097585,-0.348236104,-0.121407682,-0.262416618,-0.21779378,0.66691082,0.306448065,0.309974666,-0.050488089
AT1G11910,APA1,0.113067408,-0.161584775,-0.017752209,-0.151261845,0.281556284,0.044560563,0.343793206,0.060443892,0.120589086,-0.274652183,-0.130819617,-0.264329253,0.168488876,-0.068506845,0.230725799,-0.052623516,0.007521678,-0.220311508,-0.333378916,0.501306306,0.388238898
AT1G12110,AtNPF6.3,2.160166663,0.51400013,1.232912039,0.885872579,-0.138461601,1.287727027,2.02982212,3.048059175,2.964723039,-1.646166533,-0.927254625,-1.274294085,-2.298628265,-0.872439636,-0.130344543,0.887892512,0.804556376,0.630789688,-1.529376976,1.478088104,-0.682078559
AT1G12780,ATUGE1,1.802479174,-0.164835616,1.087060569,0.314691981,2.057096026,0.781546537,2.442498917,0.402996604,2.287514513,-1.96731479,-0.715418605,-1.487787193,0.254616851,-1.020932638,0.640019742,-1.399482571,0.485035339,0.357611521,-1.444867653,2.302927649,0.500448475
AT1G13060,PBE1,0.148438468,0.370743944,0.135888841,0.356900276,0.229620667,0.16323574,0.170317516,0.069920897,-0.229898373,0.222305476,-0.012549627,0.208461808,0.081182199,0.014797272,0.021879048,-0.078517572,-0.378336841,0.801302182,0.652863714,0.434625136,0.286186668
AT1G13950,ATELF5A-1,1.310732018,0.337928512,0.6562123,0.277298312,0.548072916,0.335989744,1.287263644,1.31491976,2.012824384,-0.972803506,-0.654519717,-1.033433705,-0.762659101,-0.974742273,-0.023468374,0.004187743,0.702092366,0.481697643,-0.829034374,0.592669282,-0.718062736
AT1G14290,SBH2,0.52744477,0.665007646,0.701712893,0.330621906,0.116753559,-0.067776959,0.526832707,-0.205849682,0.783925507,0.137562876,0.174268123,-0.196822864,-0.410691211,-0.595221729,-0.000612063,-0.733294452,0.256480737,0.202139108,-0.325305662,0.235556916,-0.291887854
AT1G14510,AL7,0.16924996,0.180417084,0.285828257,0.188756023,0.322331801,0.163743419,0.16060178,0.210752482,0.319245699,0.011167125,0.116578297,0.019506063,0.153081841,-0.00550654,-0.008648179,0.041502522,0.149995739,0.074396417,-0.094853543,0.151277248,-0.017972712
AT1G14610,TWN2,-0.643337659,-0.340155748,-0.527476687,-0.279913379,-0.561692034,-0.073977732,-0.824827822,-0.378377937,-1.175482374,0.303181911,0.115860972,0.36342428,0.081645625,0.569359927,-0.181490163,0.264959722,-0.532144715,-0.211267881,0.432069778,-0.35492753,0.288410129
AT1G14830,ADL1C,0.018732422,0.181636434,-0.04532953,0.162751869,-0.049135742,0.113439597,-0.087482861,0.017940163,-0.143186707,0.162904013,-0.064061951,0.144019447,-0.067868164,0.094707176,-0.106215283,-0.000792258,-0.161919128,-0.039360478,-0.0580929,0.051943515,0.033211094
AT1G14860,atnudt18,1.581977422,-0.145671046,0.412644563,0.048054308,1.651430006,0.648239418,1.661144171,0.798358239,2.61351166,-1.727648467,-1.169332859,-1.533923114,0.069452584,-0.933738004,0.079166749,-0.783619182,1.031534238,0.235033327,-1.346944095,0.715233426,-0.866743996
AT1G15040,GAT,3.321032663,-1.482102992,1.958049488,-0.984768933,3.754101819,-0.469718188,2.988817547,0.704289119,4.629248202,-4.803135656,-1.362983176,-4.305801596,0.433069155,-3.790750851,-0.332215117,-2.616743544,1.308215539,0.161513565,-3.159519098,0.871997303,-2.44903536
AT1G15100,RHA2A,1.522190542,1.223041191,1.069376047,0.30429593,1.132205946,0.541864308,1.183306926,0.432014296,2.143838437,-0.299149352,-0.452814495,-1.217894613,-0.389984596,-0.980326235,-0.338883617,-1.090176246,0.621647895,1.269450687,-0.252739856,1.146869295,-0.375321248
AT1G15210,ABCG35,-0.95706361,-0.135553106,-0.367885564,-0.495953845,-0.919573832,-0.433949563,-1.111242702,-0.616913841,-0.891602644,0.821510503,0.589178046,0.461109764,0.037489778,0.523114047,-0.154179092,0.340149768,0.065460966,-0.607957025,0.349106585,-0.484744968,0.472318641
AT1G15340,MBD10,0.158568886,0.107183612,0.036391625,0.209560759,0.649932334,0.054707545,0.195467414,0.057026127,0.035218298,-0.051385275,-0.122177261,0.050991873,0.491363448,-0.103861341,0.036898527,-0.101542759,-0.123350589,0.014823302,-0.143745584,0.1966977,0.038128814
AT1G15750,TPL,-0.869095616,-0.227422761,-1.008906097,-0.615379382,-0.423425129,-0.084531575,-0.51088266,-0.423631949,-0.586408231,0.641672855,-0.139810481,0.253716234,0.445670487,0.784564041,0.358212956,0.445463667,0.282687385,-0.459478667,0.409616949,-0.299148904,0.569946712
AT1G15880,atgos11,0.06207845,-0.07197511,-0.03026927,-0.077959725,0.592249335,0.698749259,1.275568686,0.988423741,1.611436348,-0.13405356,-0.09234772,-0.140038175,0.530170884,0.636670809,1.213490236,0.926345291,1.549357898,0.290617561,0.228539111,0.196865875,0.134787425
AT1G16460,ATMST2,0.326622916,-0.028137011,0.357429614,0.008855351,0.607368983,0.631078606,0.790120753,0.376812108,0.710306949,-0.354759927,0.030806698,-0.317767565,0.280746067,0.304455689,0.463497837,0.050189192,0.383684033,0.083264584,-0.243358332,0.339982497,0.013359581
AT1G16880,ACR11,0.261697271,-0.064126508,0.257993222,-0.128900521,-0.032484519,0.000673263,-0.227170835,0.212468508,0.099711763,-0.325823779,-0.003704049,-0.390597791,-0.294181789,-0.261024008,-0.488868106,-0.049228762,-0.161985507,0.469594439,0.207897169,0.257812079,-0.003885192
AT1G17180,ATGSTU25,0.305250913,0.31540985,0.589239036,-0.001053542,-1.397692658,1.441450982,1.867805001,1.327338099,0.557812137,0.010158936,0.283988123,-0.306304455,-1.702943572,1.136200069,1.562554088,1.022087186,0.252561224,-0.171714012,-0.476964925,-0.13951637,-0.444767284
AT1G17190,ATGSTU26,1.491251592,0.962196258,0.050683251,0.374075713,1.411446111,0.162190245,1.734531639,0.453986012,1.095290053,-0.529055334,-1.440568341,-1.117175879,-0.079805482,-1.329061347,0.243280047,-1.03726558,-0.395961539,0.074309439,-1.416942153,0.625198325,-0.866053267
AT1G17290,AlaAT1,0.074214645,-0.336272544,0.005480214,0.24342838,-0.436767059,-0.459133507,-0.269244546,-0.235981656,-0.508069445,-0.410487189,-0.068734431,0.169213735,-0.510981704,-0.533348152,-0.343459191,-0.310196301,-0.58228409,-0.332500668,-0.406715313,-0.402263677,-0.476478322
AT1G17370,UBP1B,-0.516349432,-0.118348846,-0.366759067,-0.28424765,-0.229840369,-0.451556829,-0.608123887,-0.506252192,-0.467556169,0.398000586,0.149590365,0.232101782,0.286509063,0.064792603,-0.091774455,0.010097241,0.048793264,-0.495339747,0.021009685,-0.409839758,0.106509674
AT1G17470,ATDRG,-0.080308591,0.080158991,-0.169391544,0.017696913,0.089783135,0.150342054,0.178469463,0.01075644,-0.132966767,0.160467583,-0.089082953,0.098005504,0.170091726,0.230650646,0.258778054,0.091065031,-0.052658176,-0.094849516,-0.014540925,-0.050756877,0.029551714
AT1G17890,GER2,0.36728519,0.139581363,0.481485552,0.436982408,-0.226564729,0.111122568,0.700403905,0.681398313,0.137403556,-0.227703827,0.114200362,0.069697218,-0.593849919,-0.256162622,0.333118715,0.314113123,-0.229881634,-0.364482452,-0.731767642,-0.241244532,-0.608529722
AT1G18450,ARP4,-0.156441477,0.096803871,-0.131665624,0.026934304,0.198132038,-0.065827882,-0.107063762,-0.172426253,-0.365248574,0.253245348,0.024775853,0.183375781,0.354573515,0.090613595,0.049377715,-0.015984776,-0.208807097,-0.052416577,0.1040249,0.079705567,0.236147044
AT1G18640,PSP,0.202913093,0.138627348,0.331322709,0.248434103,0.099526732,-0.123904675,0.06437585,0.164244139,0.039213804,-0.064285744,0.128409616,0.045521011,-0.10338636,-0.326817767,-0.138537242,-0.038668954,-0.163699289,0.324844745,0.121931652,0.114131622,-0.088781471
AT1G18800,NRP2,-0.073358967,0.203446237,0.334842102,0.181442262,-0.078523804,0.170401415,-0.044478788,0.332882764,-0.410408779,0.276805204,0.408201069,0.254801229,-0.005164837,0.243760382,0.028880179,0.406241731,-0.337049812,0.160330018,0.233688985,0.044335418,0.117694385
AT1G18880,AtNPF2.9,-0.496672956,-0.01272373,0.438108963,-0.255662678,-0.287672291,0.19548103,0.06996164,-0.328229247,-0.193277195,0.483949226,0.934781919,0.241010278,0.209000664,0.692153986,0.566634596,0.168443708,0.30339576,0.042592714,0.53926567,0.818456492,1.315129448
AT1G19120,LSM1A,0.331829162,0.293219475,0.274585998,0.27199059,0.402929022,0.096714156,0.528225628,0.188294951,0.234635503,-0.038609687,-0.057243164,-0.059838571,0.071099861,-0.235115006,0.196396466,-0.143534211,-0.097193659,0.539267738,0.207438577,0.358636314,0.026807152
AT1G19350,BES1,-0.024321997,0.14184357,0.038765015,0.127213521,0.107843354,0.135251255,0.151551189,0.055514553,0.23969249,0.166165566,0.063087012,0.151535518,0.132165351,0.159573252,0.175873185,0.079836549,0.264014487,-0.107955789,-0.083633792,0.024266731,0.048588728
AT1G19360,RRA3,0.565411075,0.120036195,0.337165607,0.156778435,-0.033648201,0.013196636,0.317492674,0.038323644,0.233711792,-0.44537488,-0.228245468,-0.40863264,-0.599059276,-0.552214439,-0.247918401,-0.527087431,-0.331699283,-0.237582002,-0.802993077,-0.109580732,-0.674991807
AT1G19570,ATDHAR1,2.626424099,1.639665494,3.571884807,0.49996876,2.067430519,0.49178953,2.322678,0.480871917,2.83163215,-0.986758605,0.945460709,-2.126455339,-0.55899358,-2.134634568,-0.303746098,-2.145552181,0.205208051,2.1885944,-0.437829699,2.456649359,-0.169774739
AT1G19870,iqd32,0.010577847,0.300139798,-0.015521633,0.437000331,0.331476057,0.309290354,0.063893701,-0.034380155,-0.063212037,0.289561951,-0.02609948,0.426422484,0.320898209,0.298712507,0.053315854,-0.044958003,-0.073789885,-0.048958095,-0.059535942,0.209869237,0.19929139
AT1G19920,APS2,0.105242854,0.493271441,0.367774147,0.232080698,0.146306849,0.209949692,-0.074407201,-0.10588899,0.428000567,0.388028587,0.262531293,0.126837844,0.041063995,0.104706837,-0.179650055,-0.211131844,0.322757713,0.287577871,0.182335017,0.182655844,0.07741299
AT1G20160,ATSBT5.2,0.19812301,-2.054218725,0.830317203,-1.665020647,0.040896077,-0.591810964,-0.409037085,-1.039537753,-0.816277251,-2.252341735,0.632194193,-1.863143658,-0.157226933,-0.789933974,-0.607160095,-1.237660763,-1.014400261,-1.328920751,-1.527043761,0.282102537,0.083979527
AT1G20190,ATEXP11,1.27443393,0.384140769,1.359738965,0.940662838,0.16909637,-0.314224569,0.436667804,-0.115501356,0.487718355,-0.890293161,0.085305035,-0.333771092,-1.10533756,-1.588658499,-0.837766126,-1.389935286,-0.786715575,0.218226529,-1.056207401,0.051053205,-1.223380725
AT1G20450,ERD10,0.723827944,0.641849298,0.746405738,0.187660937,0.575866848,0.657329936,1.732560046,0.63157686,1.15321046,-0.081978646,0.022577795,-0.536167007,-0.147961096,-0.066498007,1.008732103,-0.092251083,0.429382517,0.081917322,-0.641910622,0.415696699,-0.308131245
AT1G20840,AtTMT1,0.263552947,-0.425075992,0.446351098,-0.130037749,-0.190570552,-0.642988149,-0.15638245,-0.510034399,-0.363178104,-0.68862894,0.182798151,-0.393590696,-0.454123499,-0.906541096,-0.419935398,-0.773587347,-0.626731052,-0.21079744,-0.474350388,-0.18420521,-0.447758157
AT1G20960,emb1507,-0.313589665,0.087343361,-0.317866892,-0.174694539,-0.116473174,0.02367344,-0.547832895,-0.339325042,-0.842480998,0.400933027,-0.004277227,0.138895127,0.197116491,0.337263105,-0.23424323,-0.025735377,-0.528891333,0.158501799,0.472091464,0.090469144,0.40405881
AT1G21900,p24delta5,0.783161545,-0.100233252,0.361585037,0.390543915,0.092102647,-0.889273496,-0.530417448,-0.454787959,-0.387436895,-0.883394797,-0.421576508,-0.392617631,-0.691058898,-1.672435041,-1.313578993,-1.237949505,-1.170598441,0.128994466,-0.654167079,0.09267191,-0.690489635
AT1G22190,RAP2.4,0.538403665,0.248370074,0.496599446,-0.693667619,0.576321969,0.203783902,0.849672774,0.077709037,1.236136496,-0.290033592,-0.041804219,-1.232071284,0.037918303,-0.334619763,0.311269109,-0.460694628,0.697732831,-0.296593638,-0.834997303,-0.346767886,-0.885171552
AT1G22530,PATL2,-0.243648703,0.248765797,-0.195517615,-0.202375857,-0.618733118,-0.52122935,-0.986387215,0.016119402,-0.271147408,0.4924145,0.048131088,0.041272846,-0.375084415,-0.277580647,-0.742738512,0.259768105,-0.027498705,-0.221310969,0.022337734,-0.156272652,0.087376051
AT1G22880,ATCEL5,0.449281511,0.9918388,1.113857324,0.008943179,0.123022364,0.26637627,1.641033475,0.279226642,0.974139631,0.542557289,0.664575812,-0.440338333,-0.326259147,-0.182905242,1.191751964,-0.170054869,0.52485812,-0.204377066,-0.653658577,-0.280846328,-0.730127839
AT1G23190,PGM3,0.146241492,0.05626545,0.30435956,0.165640367,-0.190109619,-0.155350498,-0.12967715,0.002607237,0.065372249,-0.089976043,0.158118068,0.019398874,-0.336351112,-0.30159199,-0.275918642,-0.143634256,-0.080869243,-0.383060952,-0.529302445,-0.055608652,-0.201850145
AT1G23860,At-RSZ21,-0.301497558,-0.235322607,-0.601439427,-0.493498538,0.106176274,-0.298653027,-0.136513586,-0.007490104,0.020176358,0.066174951,-0.299941868,-0.19200098,0.407673833,0.002844531,0.164983972,0.294007455,0.321673916,0.03458542,0.336082978,-0.0140145,0.287483059
AT1G25490,ATB,0.03101814,0.277040139,0.328745956,0.36745488,0.207117744,-0.05288284,-0.023773791,-0.11422075,-0.333932651,0.246022,0.297727816,0.33643674,0.176099604,-0.08390098,-0.05479193,-0.14523889,-0.364950791,-0.084818129,-0.115836269,0.074598345,0.043580205
AT1G26470,SNS1,0.011196586,0.247126066,-0.149557966,0.091137367,-0.058632126,1.257753143,1.238631839,1.377214174,0.939905744,0.235929481,-0.160754551,0.079940781,-0.069828712,1.246556557,1.227435253,1.366017589,0.928709158,0.505008181,0.493811596,-0.01111535,-0.022311936
AT1G28110,SCPL45,-0.591853423,0.434069225,-0.27165824,0.360333879,-0.145987922,0.586658969,0.037684042,0.118092173,0.044941975,1.025922648,0.320195183,0.952187303,0.445865501,1.178512392,0.629537465,0.709945596,0.636795399,0.250810194,0.842663618,0.123840536,0.715693959
AT1G29280,ATWRKY65,0.244995395,-0.684099048,-0.476233265,-0.510772992,0.158811828,-0.096933559,0.801981501,0.406110929,1.170203063,-0.929094443,-0.72122866,-0.755768387,-0.086183567,-0.341928954,0.556986105,0.161115534,0.925207668,-0.525925125,-0.77092052,-0.297979916,-0.542975311
AT1G29900,CARB,-0.716677742,-0.102744933,-0.494816233,0.087077981,-0.280111469,0.174569931,-0.556325042,-0.308825246,-0.825400865,0.613932809,0.221861509,0.803755723,0.436566273,0.891247673,0.1603527,0.407852496,-0.108723123,-0.374731082,0.34194666,-0.474766469,0.241911273
