Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-8.2,2,6.5,18982,444,1461,70,4.8,0.56,815120|816664|816747|817194|817362|817648|817768|817813|817830|817925|818353|818881|819778|820356|820984|821160|821983|822117|822171|823557|824454|824465|824530|824612|824930|827012|827381|828255|828531|828794|828805|829330|829697|830525|830626|830726|830843|832206|833535|833711|833874|834169|834473|834489|835258|835756|835769|836138|836300|837330|837363|837863|838217|838301|838544|838652|838927|839295|839503|840339|841221|841263|841822|842681|842697|842763|843185|843830|843934|844333,ACO3|AT2G21250|CSI1|AR781|FRU|ASP1|PUR ALPHA-1|AT2G32520|LUH|CRL1|AKR4C8|PP5.2|PRXIIF|AT3G11830|mtLPD2|AT3G02530|HSP60|ROF1|PP2AA2|NIT3|MDAR1|AT3G52990|PPa4|AT3G54470|ADSS|AT4G13780|ACX1|NRT1.8|cpHsc70-1|AT4G26870|ACO2|ASP5|AKR2|AT5G06370|Tudor1|AT5G08300|AT5G09830|SUS1|GS2|ATSRL1|AT5G38830|AT5G41670|CML43|MAP18|AT5G51830|OXS3|SYNC1|AT5G60160|Tudor2|AT1G08110|ALMT1|PBE1|PAB1|AlaAT1|DHAR1|CAT1|PGM3|GSTF7|MAC3A|STOP1|mtLPD1|D-CDES|PAE1|AT1G63770|MDAR6|ABCF3|XYL1|AT1G74910|VAB1|HSP91,-5.5,hits
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-7.9,2.8,6.8,18982,160,1461,35,2.4,0.4,814675|816627|816678|818264|819128|819661|819986|820345|820600|821008|821046|821216|824451|825430|825521|825830|828557|829276|830077|830501|831546|833947|834264|834718|835565|835915|836733|837568|837961|838158|838792|839807|839973|841539|842138,STL2P|AT2G20930|AT2G21390|MEMB11|GOS12|AT3G05000|AT3G07950|ATFP8|RHD3|NPSN13|AT3G17780|AT3G01340|VSR1|AT3G62560|AT3G63460|NSF|AT4G24550|AT4G31490|ATRER1A|SNX1|SYP21|SGR4|AT5G42570|AGD9|AT5G54750|AT5G58030|ATGRIP|ADL6|AT1G14010|GOS11|p24delta5|ERD2|AT1G30890|AT1G51160|AT1G57620,-5.2,hits
GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-7,2.4,6.1,18982,236,1461,43,2.9,0.44,814663|815903|816619|816765|816808|817149|817163|818204|818588|818879|821135|822833|824493|825044|827381|829034|829310|829549|829675|830154|831604|832545|832645|832736|832812|834169|834823|835494|835598|835934|836635|837330|838301|838362|838850|838940|841263|842635|842724|843048|843947|844376|844385,QPT|ALDH6B2|LIP1|CYP79B3|PMDH1|GLDP2|AT2G26230|URH1|HSPRO2|CSY3|DOX1|ERD5|PAL2|CSY2|ACX1|HXK1|AT4G31810|MCCB|AT4G35220|CYP79B2|AT5G17380|AT5G24760|PEX4|SHM2|PNC2|AT5G41670|AACT1|HGO|AT5G55070|TTL|ACX2|AT1G08110|AlaAT1|MCCA|AT1G22440|GGT1|D-CDES|AT1G63290|AT1G64190|AT1G67280|ECH2|AT1G80360|NHO1,-4.4,hits
GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-6.7,2.1,5.8,18982,310,1461,51,3.5,0.48,816197|817576|817938|819371|819377|819745|819950|820559|822178|824230|824518|828333|828654|828660|828754|829285|829421|829822|830626|830853|831141|834293|834443|834790|834945|835713|836300|836456|836487|836541|836620|837131|837246|837433|837494|837505|838495|838685|838690|838714|838997|839314|839503|839526|839567|841976|842855|842968|843963|844055|844433,AT2G16940|U2B''|AT2G33730|U1A|AT2G47640|AT3G05760|AT3G07590|SCL30A|AT3G25840|U1-70K|RS2Z32|AT4G22380|RS40|AT4G25550|AT4G26480|RSZ22|nPAP|ATU2AF65A|Tudor1|NRPB4|EMB3011|U2AF35B|CBP20|AT5G47430|SAD1|AT5G56140|Tudor2|AT5G63370|SPT42|SC35|CDKC2|MEE5|SR45a|SR30|AT1G09660|U2A'|LSM1A|AT1G20920|emb1507|LSM3A|RSZ21|PRP39|MAC3A|LSM2|AT1G03140|SCL33|GTB1|AT1G66500|SmD3|SKIP|AT1G80930,-4.1,hits
GO Biological Processes,19,GO:0046907,intracellular transport,19_GO:0051179 localization,-6.6,1.7,5.5,18982,679,1461,90,6.2,0.63,814675|814930|816502|816627|816633|816678|817429|818152|818264|818377|818583|818881|818966|819122|819128|819256|819661|819857|819982|820001|820326|820345|820600|820878|821008|821046|821216|823530|823906|824048|824451|824477|824597|824649|824728|825097|825430|825521|825654|826741|827494|827757|828241|828531|828557|828774|828875|829037|829276|829412|829697|830451|830501|830853|831546|831638|832139|832359|832404|832645|833459|833947|834264|834532|834706|835565|835915|835973|837448|837568|837961|838158|838327|838765|838792|839401|839805|839807|839973|840199|840957|840987|841235|841539|841668|841841|842138|842372|844268|844297,STL2P|CR88|SNF7.2|AT2G20930|SYTA|AT2G21390|ALB3|AT2G35795|MEMB11|AT2G37990|AT2G39960|PP5.2|AT2G43640|PVA12|GOS12|OXA1L|AT3G05000|IMPA-1|AT3G07910|AT3G08530|AT3G11530|ATFP8|RHD3|AT3G16310|NPSN13|AT3G17780|AT3G01340|AT3G44100|MDH|HSP93-III|VSR1|LOS4|VAMP727|ARA6|eIF6A|TXR1|AT3G62560|AT3G63460|RMA1|AT4G11380|SYP23|VSR7|VPS28-1|cpHsc70-1|AT4G24550|AT4G26670|AT4G27640|SNF7.1|AT4G31490|AT4G32760|AKR2|AT5G05670|SNX1|NRPB4|SYP21|EMB1241|AT5G20165|VPS24.1|MIA40|PEX4|OS9|SGR4|AT5G42570|DSS1(V)|AT5G46630|AT5G54750|AT5G58030|RANBP1|IMPA-4|ADL6|AT1G14010|GOS11|TIM23-1|AT1G21630|p24delta5|AN|AT1G29310|ERD2|AT1G30890|NACA5|VIP1|RAB18|AT1G48160|AT1G51160|AT1G52380|MVP1|AT1G57620|HAP13|NUA|SYP52,-4,hits
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-6.5,2.6,6,18982,165,1461,33,2.3,0.39,814663|815903|816619|816765|816808|817149|818588|818879|821135|822833|824493|825044|827381|829310|829549|829675|830154|831604|832645|832736|832812|834169|834823|835494|835598|836635|838301|838362|838940|841263|842724|843947|844376,QPT|ALDH6B2|LIP1|CYP79B3|PMDH1|GLDP2|HSPRO2|CSY3|DOX1|ERD5|PAL2|CSY2|ACX1|AT4G31810|MCCB|AT4G35220|CYP79B2|AT5G17380|PEX4|SHM2|PNC2|AT5G41670|AACT1|HGO|AT5G55070|ACX2|AlaAT1|MCCA|GGT1|D-CDES|AT1G64190|ECH2|AT1G80360,-3.9,hits
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-6.5,2.6,6,18982,165,1461,33,2.3,0.39,814663|815903|816619|816765|816808|817149|818588|818879|821135|822833|824493|825044|827381|829310|829549|829675|830154|831604|832645|832736|832812|834169|834823|835494|835598|836635|838301|838362|838940|841263|842724|843947|844376,QPT|ALDH6B2|LIP1|CYP79B3|PMDH1|GLDP2|HSPRO2|CSY3|DOX1|ERD5|PAL2|CSY2|ACX1|AT4G31810|MCCB|AT4G35220|CYP79B2|AT5G17380|PEX4|SHM2|PNC2|AT5G41670|AACT1|HGO|AT5G55070|ACX2|AlaAT1|MCCA|GGT1|D-CDES|AT1G64190|ECH2|AT1G80360,-3.9,hits
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-6.4,1.9,5.5,18982,464,1461,67,4.6,0.55,814663|815343|815374|815903|818024|818204|818231|818382|818452|818892|819378|819845|820951|821313|821627|821659|822181|822338|822396|822594|824280|824465|824612|824922|824930|824934|825458|825836|826788|827413|828392|828564|829034|830063|830758|830819|831093|831402|831513|832512|832804|833655|833729|834076|834169|834791|835006|835598|835735|835934|836063|836558|837834|838204|838368|839868|839890|841733|842281|842603|842635|842670|842724|843741|843934|844345|2746201,QPT|AT2G07671|AT2G07698|ALDH6B2|AT2G34590|URH1|AT2G36580|CAC3|MVD1|AT2G42910|UXS4|ACLB-1|LPD1|UGP1|AT3G20790|NADK1|LTA2|UKL2|CARA|UGD2|MUR1|AT3G52990|AT3G54470|AGK2|ADSS|LPAT2|AUD1|ALN|HMGS|UGLYAH|PYR4|PGI1|HXK1|VHA-A3|AT5G08570|SDH3-1|PYD2|UGD3|RGP5|PGL4|MK|ACS|EMB1467|G6PD6|AT5G41670|AT5G47435|ACLB-2|AT5G55070|AT5G56350|TTL|ZEU1|BETA-UP|UGE1|AT1G16350|GER2|CARB|NUDX25|CKS|PEN3|NRS/ER|AT1G63290|AT1G63660|AT1G64190|ENO1|VAB1|APT2|HINT3,-3.9,hits
GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-6.1,2.3,5.6,18982,220,1461,39,2.7,0.42,817576|817938|819371|819377|819745|819950|820559|822178|824230|824518|828333|828654|828754|829285|829822|831141|834293|834443|834945|835713|836456|836541|837131|837246|837433|837494|837505|838685|838690|838714|838997|839314|839503|839526|839567|841976|843963|844055|844433,U2B''|AT2G33730|U1A|AT2G47640|AT3G05760|AT3G07590|SCL30A|AT3G25840|U1-70K|RS2Z32|AT4G22380|RS40|AT4G26480|RSZ22|ATU2AF65A|EMB3011|U2AF35B|CBP20|SAD1|AT5G56140|AT5G63370|SC35|MEE5|SR45a|SR30|AT1G09660|U2A'|AT1G20920|emb1507|LSM3A|RSZ21|PRP39|MAC3A|LSM2|AT1G03140|SCL33|SmD3|SKIP|AT1G80930,-3.6,hits
KEGG Pathway,24,ko01210,2-Oxocarboxylic acid metabolism,,-6.1,3.5,6.1,18982,70,1461,19,1.3,0.3,815120|816218|816765|817648|818879|821977|824015|824130|825044|828805|829330|829679|830154|831884|837543|838046|838301|838940|843750,ACO3|IDH2|CYP79B3|ASP1|CSY3|AT3G23940|CSR1|BCAT3|CSY2|ACO2|ASP5|IDH1|CYP79B2|IDH-V|BCAT-2|AT1G14810|AlaAT1|GGT1|SOT16,-3.6,hits
KEGG Pathway,24,ath01210,2-Oxocarboxylic acid metabolism,,-6.1,3.5,6.1,18982,70,1461,19,1.3,0.3,815120|816218|816765|817648|818879|821977|824015|824130|825044|828805|829330|829679|830154|831884|837543|838046|838301|838940|843750,ACO3|IDH2|CYP79B3|ASP1|CSY3|AT3G23940|CSR1|BCAT3|CSY2|ACO2|ASP5|IDH1|CYP79B2|IDH-V|BCAT-2|AT1G14810|AlaAT1|GGT1|SOT16,-3.6,hits
KEGG Pathway,24,ko00620,Pyruvate metabolism,,-5.9,3.2,5.9,18982,85,1461,21,1.4,0.31,815842|816808|818024|818231|818382|820606|820951|820984|822181|823906|824385|824465|830758|833655|834823|835735|837330|838991|841221|841765|843048,NAD-ME1|PMDH1|AT2G34590|AT2G36580|CAC3|AT3G13930|LPD1|mtLPD2|LTA2|MDH|LTA3|AT3G52990|AT5G08570|ACS|AACT1|AT5G56350|AT1G08110|ALDH2B7|mtLPD1|PPC1|AT1G67280,-3.5,hits
KEGG Pathway,24,ath00620,Pyruvate metabolism,,-5.9,3.2,5.9,18982,85,1461,21,1.4,0.31,815842|816808|818024|818231|818382|820606|820951|820984|822181|823906|824385|824465|830758|833655|834823|835735|837330|838991|841221|841765|843048,NAD-ME1|PMDH1|AT2G34590|AT2G36580|CAC3|AT3G13930|LPD1|mtLPD2|LTA2|MDH|LTA3|AT3G52990|AT5G08570|ACS|AACT1|AT5G56350|AT1G08110|ALDH2B7|mtLPD1|PPC1|AT1G67280,-3.5,hits
GO Biological Processes,19,GO:0016071,mRNA metabolic process,19_GO:0008152 metabolic process,-5.8,1.8,5.2,18982,462,1461,65,4.4,0.54,816197|817576|817767|817938|818091|819371|819377|819745|819864|819950|820530|820559|822178|824230|824518|824853|825335|828333|828654|828660|828754|829285|829421|829822|830626|830853|831141|831742|832242|834293|834443|834790|834945|835546|835713|836300|836456|836487|836541|836620|837131|837246|837357|837433|837494|837505|838162|838387|838495|838685|838690|838714|838997|839314|839503|839526|839567|841976|842855|842968|843763|843900|843963|844055|844433,AT2G16940|U2B''|AT2G32070|AT2G33730|MORF6|U1A|AT2G47640|AT3G05760|MORF3|AT3G07590|VCS|SCL30A|AT3G25840|U1-70K|RS2Z32|UBA2A|RRP41|AT4G22380|RS40|AT4G25550|AT4G26480|RSZ22|nPAP|ATU2AF65A|Tudor1|NRPB4|EMB3011|AT5G01160|LARP1a|U2AF35B|CBP20|AT5G47430|SAD1|AT5G54580|AT5G56140|Tudor2|AT5G63370|SPT42|SC35|CDKC2|MEE5|SR45a|DCP1|SR30|AT1G09660|U2A'|AT1G15920|AT1G18070|LSM1A|AT1G20920|emb1507|LSM3A|RSZ21|PRP39|MAC3A|LSM2|AT1G03140|SCL33|GTB1|AT1G66500|GR-RBP5|XRN3|SmD3|SKIP|AT1G80930,-3.4,hits
GO Biological Processes,19,GO:0046700,heterocycle catabolic process,19_GO:0008152 metabolic process,-5.8,2.1,5.4,18982,261,1461,43,2.9,0.44,814663|815903|816765|817163|817208|817767|818204|818231|818588|819056|820530|822833|824465|824514|824853|825335|825836|827413|828564|829034|829675|830154|830626|830758|830853|831093|832242|835735|835934|836300|836558|837357|837982|838162|838387|838495|838714|839567|839890|842281|843741|843900|844376,QPT|ALDH6B2|CYP79B3|AT2G26230|TED4|AT2G32070|URH1|AT2G36580|HSPRO2|PEN2|VCS|ERD5|AT3G52990|CP29|UBA2A|RRP41|ALN|UGLYAH|PGI1|HXK1|AT4G35220|CYP79B2|Tudor1|AT5G08570|NRPB4|PYD2|LARP1a|AT5G56350|TTL|Tudor2|BETA-UP|DCP1|AT1G14210|AT1G15920|AT1G18070|LSM1A|LSM3A|AT1G03140|NUDX25|PEN3|ENO1|XRN3|AT1G80360,-3.4,hits
GO Biological Processes,19,GO:0051649,establishment of localization in cell,19_GO:0051179 localization,-5.7,1.6,5,18982,723,1461,91,6.2,0.63,814675|814930|816502|816627|816633|816678|817429|818152|818264|818377|818583|818881|818966|819122|819128|819256|819661|819857|819982|820001|820326|820345|820600|820878|821008|821046|821216|823530|823906|824048|824451|824477|824597|824649|824728|825097|825430|825521|825654|826741|827494|827757|828241|828531|828557|828774|828875|829037|829276|829412|829697|830451|830501|830853|831546|831638|832139|832359|832404|832645|833459|833947|834264|834532|834706|834718|835565|835915|835973|837448|837568|837961|838158|838327|838765|838792|839401|839805|839807|839973|840199|840957|840987|841235|841539|841668|841841|842138|842372|844268|844297,STL2P|CR88|SNF7.2|AT2G20930|SYTA|AT2G21390|ALB3|AT2G35795|MEMB11|AT2G37990|AT2G39960|PP5.2|AT2G43640|PVA12|GOS12|OXA1L|AT3G05000|IMPA-1|AT3G07910|AT3G08530|AT3G11530|ATFP8|RHD3|AT3G16310|NPSN13|AT3G17780|AT3G01340|AT3G44100|MDH|HSP93-III|VSR1|LOS4|VAMP727|ARA6|eIF6A|TXR1|AT3G62560|AT3G63460|RMA1|AT4G11380|SYP23|VSR7|VPS28-1|cpHsc70-1|AT4G24550|AT4G26670|AT4G27640|SNF7.1|AT4G31490|AT4G32760|AKR2|AT5G05670|SNX1|NRPB4|SYP21|EMB1241|AT5G20165|VPS24.1|MIA40|PEX4|OS9|SGR4|AT5G42570|DSS1(V)|AT5G46630|AGD9|AT5G54750|AT5G58030|RANBP1|IMPA-4|ADL6|AT1G14010|GOS11|TIM23-1|AT1G21630|p24delta5|AN|AT1G29310|ERD2|AT1G30890|NACA5|VIP1|RAB18|AT1G48160|AT1G51160|AT1G52380|MVP1|AT1G57620|HAP13|NUA|SYP52,-3.3,hits
GO Biological Processes,19,GO:1901361,organic cyclic compound catabolic process,19_GO:0008152 metabolic process,-5.6,2.1,5.2,18982,284,1461,45,3.1,0.45,814663|815903|816765|817163|817208|817767|818204|818231|818588|819056|820530|822833|824465|824493|824514|824853|825335|825836|827413|828564|829034|829675|830154|830626|830758|830853|831093|832242|835494|835735|835934|836300|836558|837357|837982|838162|838387|838495|838714|839567|839890|842281|843741|843900|844376,QPT|ALDH6B2|CYP79B3|AT2G26230|TED4|AT2G32070|URH1|AT2G36580|HSPRO2|PEN2|VCS|ERD5|AT3G52990|PAL2|CP29|UBA2A|RRP41|ALN|UGLYAH|PGI1|HXK1|AT4G35220|CYP79B2|Tudor1|AT5G08570|NRPB4|PYD2|LARP1a|HGO|AT5G56350|TTL|Tudor2|BETA-UP|DCP1|AT1G14210|AT1G15920|AT1G18070|LSM1A|LSM3A|AT1G03140|NUDX25|PEN3|ENO1|XRN3|AT1G80360,-3.2,hits
