TAIR,SYMBOL,GENENAME,REFSEQ,ENTREZID,STRING_id,GOSLIM_IDS,Log2fc_.leaf_FLT.v.leaf_GC.,Log2fc_.leaf_FLT.v.root_FLT.,Log2fc_.leaf_FLT.v.root_GC.,Log2fc_.leaf_GC.v.root_FLT.,Log2fc_.leaf_GC.v.root_GC.,Log2fc_.root_FLT.v.root_GC.,Log2fc_.leaf_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_FLT.,Log2fc_.root_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_GC.,Log2fc_.root_GC.v.leaf_GC.,Log2fc_.root_GC.v.root_FLT.
AT1G13210,ACA.l,NA,NM_101192,837881,NA,"GO:0003824, GO:0005215, GO:0005319, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006820, GO:0006869, GO:0006996, GO:0008152, GO:0009056, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007, GO:0071840",0.47163808,0.727723092,0.331230431,0.256085012,-0.140407649,-0.396492661,-0.47163808,-0.727723092,-0.331230431,-0.256085012,0.140407649,0.396492661
AT1G14910,NA,NA,NM_001332139,838056,NA,"GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006897, GO:0006898, GO:0015031, GO:0016192, GO:0030120, GO:0032991, GO:0043234, GO:0044464, GO:0051179",0.026194267,0.029042131,0.122982061,0.002847864,0.096787794,0.09393993,-0.026194267,-0.029042131,-0.122982061,-0.002847864,-0.096787794,-0.09393993
AT1G15370,NA,NA,NM_101406,838106,NA,NA,-0.088588953,-0.133252739,-0.104923977,-0.044663785,-0.016335024,0.028328762,0.088588953,0.133252739,0.104923977,0.044663785,0.016335024,-0.028328762
AT1G16020,NA,NA,NM_001332198,838172,NA,"GO:0005622, GO:0006810, GO:0016192, GO:0043226, GO:0044464, GO:0051179",0.285909886,-0.307588526,0.207500216,-0.593498412,-0.07840967,0.515088742,-0.285909886,0.307588526,-0.207500216,0.593498412,0.07840967,-0.515088742
AT1G16240,ATSYP51,Encodes one of 24 Arabidopsis syntaxins. Its mRNA has been shown to be expressed.,NM_001035977,838193,3702.AT1G16240.1,"GO:0005484, GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006996, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016021, GO:0016043, GO:0016192, GO:0031201, GO:0032991, GO:0043234, GO:0044464, GO:0051179, GO:0071840",0.047763724,0.225735344,0.141526251,0.17797162,0.093762528,-0.084209092,-0.047763724,-0.225735344,-0.141526251,-0.17797162,-0.093762528,0.084209092
AT1G16920,ATRABA1B,"small GTP-binding protein (Rab11)similar to YPT3/RAB11 proteins in yeast and mammals, respectively. YPT3/RAB11 is involved in intracellular protein trafficking.",NM_101553,838263,3702.AT1G16920.1,NA,-0.360728884,0.057067064,-0.438343127,0.417795948,-0.077614243,-0.495410191,0.360728884,-0.057067064,0.438343127,-0.417795948,0.077614243,0.495410191
AT1G17500,NA,NA,NM_001332307,838324,NA,"GO:0003824, GO:0005215, GO:0005319, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006820, GO:0006869, GO:0006996, GO:0008152, GO:0009056, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007, GO:0071840",-0.671098134,0.410727612,-0.783789433,1.081825747,-0.112691298,-1.194517045,0.671098134,-0.410727612,0.783789433,-1.081825747,0.112691298,1.194517045
AT1G21170,SEC5B,NA,NM_001332488,838713,3702.AT1G21170.1,"GO:0005622, GO:0005737, GO:0006461, GO:0006810, GO:0006887, GO:0009987, GO:0016043, GO:0016192, GO:0032991, GO:0043234, GO:0044085, GO:0044464, GO:0051179, GO:0070271, GO:0071840, GO:0008152, GO:0019538, GO:0044238",-0.488176428,0.008465649,-0.608612128,0.496642077,-0.1204357,-0.617077777,0.488176428,-0.008465649,0.608612128,-0.496642077,0.1204357,0.617077777
AT1G21660,NA,NA,NM_102015,838768,NA,"GO:0006810, GO:0006897, GO:0006898, GO:0009987, GO:0016043, GO:0016192, GO:0043226, GO:0051179, GO:0071840",-0.463051256,-0.465880268,-0.606817162,-0.002829012,-0.143765906,-0.140936894,0.463051256,0.465880268,0.606817162,0.002829012,0.143765906,0.140936894
AT1G21900,p24delta5,NA,NM_102038,838792,NA,"GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0015031, GO:0030120, GO:0044464, GO:0051179",-0.382627846,0.061752204,-0.353029872,0.44438005,0.029597974,-0.414782077,0.382627846,-0.061752204,0.353029872,-0.44438005,-0.029597974,0.414782077
AT1G22200,NA,NA,NM_001036000,838825,NA,NA,-0.012703618,0.038017926,-0.037990703,0.050721544,-0.025287086,-0.07600863,0.012703618,-0.038017926,0.037990703,-0.050721544,0.025287086,0.07600863
AT1G23900,GAMMA-ADAPTIN,Encodes large subunit of the heterotetrameric adaptor protein complex AP-1. AP-1 is required for clathrin coated vesicles budding from the trans-Golgi network or plasma membrane,NM_001332624,839001,3702.AT1G23900.1,"GO:0006810, GO:0006886, GO:0006897, GO:0006898, GO:0015031, GO:0016192, GO:0051179",-0.000309736,0.090337128,-0.092674845,0.090646864,-0.092365109,-0.183011973,0.000309736,-0.090337128,0.092674845,-0.090646864,0.092365109,0.183011973
AT1G24560,NA,NA,NM_102299,839070,NA,NA,-0.070864083,-0.008418844,-0.187134523,0.062445239,-0.116270439,-0.178715678,0.070864083,0.008418844,0.187134523,-0.062445239,0.116270439,0.178715678
AT1G26670,ATVTI12,member of VTI1 Gene Family. Normally localizes to the transgolgi network and plasma membrane. A dominant mutation  (zip1) alters the subcellular localization of VTI12 and suppresses loss of function mutation (zag1) of VTI11. Interacts with members of the SYP family. Involved in protein trafficking to protein storage vacuoles.,NM_102430,839208,3702.AT1G26670.1,"GO:0005484, GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0005768, GO:0005783, GO:0005794, GO:0006605, GO:0006810, GO:0006886, GO:0006996, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016023, GO:0016043, GO:0016192, GO:0031201, GO:0032991, GO:0042175, GO:0043226, GO:0043234, GO:0044464, GO:0051179, GO:0071840",0.166842255,0.517851008,0.440650088,0.351008753,0.273807833,-0.07720092,-0.166842255,-0.517851008,-0.440650088,-0.351008753,-0.273807833,0.07720092
AT1G28490,ATSYP61,Encodes one of 24 Arabidopsis syntaxins. Its mRNA has been shown to be expressed.,NM_001036025,839749,3702.AT1G28490.1,"GO:0005484, GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006996, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016021, GO:0016043, GO:0016192, GO:0031201, GO:0032991, GO:0043234, GO:0044464, GO:0051179, GO:0071840",0.23323992,0.011927948,0.298086172,-0.221311973,0.064846252,0.286158225,-0.23323992,-0.011927948,-0.298086172,0.221311973,-0.064846252,-0.286158225
AT1G31780,NA,NA,NM_102912,840065,NA,"GO:0005622, GO:0005737, GO:0005794, GO:0006810, GO:0009987, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179",-0.262500784,0.111935299,-0.276247355,0.374436083,-0.013746571,-0.388182654,0.262500784,-0.111935299,0.276247355,-0.374436083,0.013746571,0.388182654
AT1G36050,NA,NA,NM_001160922,840509,NA,NA,-0.209161788,0.209637293,-0.204975742,0.418799081,0.004186047,-0.414613034,0.209161788,-0.209637293,0.204975742,-0.418799081,-0.004186047,0.414613034
AT1G47830,NA,NA,NM_103681,841199,NA,"GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006897, GO:0006898, GO:0006907, GO:0015031, GO:0016192, GO:0030120, GO:0032991, GO:0043234, GO:0044464, GO:0051179",0.088727398,-0.004861552,0.06898927,-0.09358895,-0.019738128,0.073850822,-0.088727398,0.004861552,-0.06898927,0.09358895,0.019738128,-0.073850822
AT1G48440,NA,NA,NM_103740,841265,NA,"GO:0005215, GO:0006810, GO:0006886, GO:0006915, GO:0015031, GO:0022857, GO:0051179",-0.249866915,0.022717117,-0.021515328,0.272584032,0.228351587,-0.044232445,0.249866915,-0.022717117,0.021515328,-0.272584032,-0.228351587,0.044232445
AT1G50500,ATVPS53,encodes a member of VPS53 family protein involved in the retrograde trafficking of vesicles to the late Golgi. Mutants in this gene are more sensitive to heat and osmotic stress.,NM_001198259,841472,3702.AT1G50500.2,"GO:0005622, GO:0005737, GO:0005794, GO:0006810, GO:0009987, GO:0016023, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179",0.036387751,0.193379047,-0.063309462,0.156991296,-0.099697213,-0.256688509,-0.036387751,-0.193379047,0.063309462,-0.156991296,0.099697213,0.256688509
AT1G51160,NA,NA,NM_001036091,841539,NA,"GO:0000166, GO:0003824, GO:0003924, GO:0005083, GO:0005085, GO:0005488, GO:0005622, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0008152, GO:0009056, GO:0009987, GO:0016192, GO:0016462, GO:0016787, GO:0030234, GO:0032991, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0050790, GO:0051179, GO:0065007, GO:0065009",-0.31659142,0.19129258,-0.282357506,0.507884,0.034233914,-0.473650086,0.31659142,-0.19129258,0.282357506,-0.507884,-0.034233914,0.473650086
AT1G54090,ATEXO70D2,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.",NM_104286,841847,3702.AT1G54090.1,"GO:0006810, GO:0006886, GO:0015031, GO:0051179",-0.117120474,0.189164107,-0.073944463,0.306284581,0.043176011,-0.26310857,0.117120474,-0.189164107,0.073944463,-0.306284581,-0.043176011,0.26310857
AT1G59820,ALA3,Encodes a phospholipid translocase. Involved in secretory vesicle formation from trans-Golgi in peripheral columella cells at the root tip. Mutants have short primary roots and grow slower.,NM_104675,842275,3702.AT1G59820.1,"GO:0003824, GO:0005215, GO:0005319, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006820, GO:0006869, GO:0006996, GO:0008152, GO:0009056, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007, GO:0071840",-0.073886114,0.02126559,-0.16476679,0.095151704,-0.090880676,-0.18603238,0.073886114,-0.02126559,0.16476679,-0.095151704,0.090880676,0.18603238
AT1G60490,ATVPS34,Encodes a phosphatidylinositol 3-kinase that is expressed in most plant tissues. Defects in VPS34 affect a number of cellular processes. Loss of function mutations are not transmitted through the male gametophyte due to defects in microgametogenesis therefore it is difficult to assess the effects of loss of VPS34 function in the whole plant. Involved in salt-stress responses.,NM_104735,842344,3702.AT1G60490.1,"GO:0003824, GO:0005622, GO:0005737, GO:0005768, GO:0005777, GO:0005829, GO:0006464, GO:0006468, GO:0006629, GO:0006644, GO:0006796, GO:0006810, GO:0006897, GO:0006950, GO:0006996, GO:0007154, GO:0007165, GO:0008152, GO:0009056, GO:0009058, GO:0009605, GO:0009987, GO:0016043, GO:0016192, GO:0016301, GO:0016740, GO:0019538, GO:0032991, GO:0035556, GO:0043226, GO:0043234, GO:0044085, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0051179, GO:0065007, GO:0071840",0.07611529,0.149135667,0.005573947,0.073020377,-0.070541342,-0.14356172,-0.07611529,-0.149135667,-0.005573947,-0.073020377,0.070541342,0.14356172
AT1G67930,NA,NA,NM_105463,843121,NA,"GO:0005622, GO:0005737, GO:0005794, GO:0006810, GO:0009987, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179",0.007964563,0.058405613,-0.080714571,0.05044105,-0.088679134,-0.139120184,-0.007964563,-0.058405613,0.080714571,-0.05044105,0.088679134,0.139120184
AT1G69460,NA,NA,NM_105613,843278,NA,"GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0015031, GO:0030120, GO:0044464, GO:0051179",-0.083478536,0.004522414,-0.099354658,0.088000951,-0.015876121,-0.103877072,0.083478536,-0.004522414,0.099354658,-0.088000951,0.015876121,0.103877072
AT1G71270,ATVPS52,Encodes a homolog of the yeast Vps52p/SAC2.  Involved in pollen tube germination and growth. Located in multiple endomembrane organelles including the golgi. The yeast protein has been shown to be located at the late Golgi and to function in a complex involved in retrograde trafficking of vesicles between the early endosomal compartment and the trans-Golgi network.,NM_105796,843468,3702.AT1G71270.1,"GO:0006810, GO:0006886, GO:0015031, GO:0051179",-0.293480027,-0.042116248,-0.442809268,0.25136378,-0.149329241,-0.40069302,0.293480027,0.042116248,0.442809268,-0.25136378,0.149329241,0.40069302
AT1G72700,NA,NA,NM_001334546,843602,NA,"GO:0003824, GO:0005215, GO:0005319, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006820, GO:0006869, GO:0006996, GO:0008152, GO:0009056, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007, GO:0071840",-1.87051009,0.049901754,-2.017323869,1.920411844,-0.146813779,-2.067225623,1.87051009,-0.049901754,2.017323869,-1.920411844,0.146813779,2.067225623
AT1G73430,NA,NA,NM_001124123,843677,NA,"GO:0005215, GO:0005622, GO:0005737, GO:0005794, GO:0006810, GO:0006996, GO:0008104, GO:0009987, GO:0015031, GO:0016043, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179, GO:0071840",-0.226245264,0.057444448,-0.419245844,0.283689711,-0.19300058,-0.476690291,0.226245264,-0.057444448,0.419245844,-0.283689711,0.19300058,0.476690291
AT1G75310,AUL1,NA,NM_001334682,843868,3702.AT1G75310.1,"GO:0006810, GO:0006897, GO:0006898, GO:0009987, GO:0016043, GO:0016192, GO:0043226, GO:0051179, GO:0071840",0.390460049,-0.048035928,0.222874974,-0.438495977,-0.167585074,0.270910903,-0.390460049,0.048035928,-0.222874974,0.438495977,0.167585074,-0.270910903
AT1G75850,VPS35B,NA,NM_001334699,843918,3702.AT1G75850.1,"GO:0005215, GO:0005622, GO:0005737, GO:0005768, GO:0006810, GO:0006886, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179",-0.2671808,-0.032276159,-0.274150061,0.234904641,-0.006969261,-0.241873903,0.2671808,0.032276159,0.274150061,-0.234904641,0.006969261,0.241873903
AT1G79590,ATSYP52,Encodes one of 24 Arabidopsis syntaxins. Its mRNA has been shown to be expressed.,NM_001036224,844297,3702.AT1G79590.1,"GO:0005484, GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006996, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016021, GO:0016043, GO:0016192, GO:0031201, GO:0032991, GO:0043234, GO:0044464, GO:0051179, GO:0071840",-0.12636454,0.082786083,-0.196173034,0.209150623,-0.069808495,-0.278959118,0.12636454,-0.082786083,0.196173034,-0.209150623,0.069808495,0.278959118
AT1G80500,NA,NA,NM_001334990,844389,NA,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, NA",0.038616793,-0.063364286,0.033002838,-0.101981079,-0.005613955,0.096367124,-0.038616793,0.063364286,-0.033002838,0.101981079,0.005613955,-0.096367124
AT1G80910,NA,NA,NM_106739,844431,NA,"GO:0005622, GO:0006810, GO:0016192, GO:0043226, GO:0044464, GO:0051179",-0.646304434,-0.325459786,-0.681895273,0.320844647,-0.03559084,-0.356435487,0.646304434,0.325459786,0.681895273,-0.320844647,0.03559084,0.356435487
AT2G01470,ATSEC12,Sec12p-like protein (GTP exchange protein) that functionally complements yeast sec12 null mutant. Protein is localized to the ER.,NM_126208,814675,3702.AT2G01470.1,"GO:0003676, GO:0003677, GO:0005488, GO:0006139, GO:0006351, GO:0006366, GO:0006520, GO:0006810, GO:0006865, GO:0008152, GO:0044238, GO:0016070, GO:0051179",-0.268208888,0.15048547,-0.303091307,0.418694358,-0.034882418,-0.453576777,0.268208888,-0.15048547,0.303091307,-0.418694358,0.034882418,0.453576777
AT2G14740,ATVSR3,Encodes a vacuolar sorting receptor that participates in vacuolar sorting in vegetative tissues and in seeds.,NM_127038,815962,3702.AT2G14740.1,NA,0.119902545,0.197089464,0.035450858,0.077186919,-0.084451687,-0.161638606,-0.119902545,-0.197089464,-0.035450858,-0.077186919,0.084451687,0.161638606
AT2G17380,AP19,Encodes clathrin assembly protein AP19.,NM_127293,816245,3702.AT2G17380.1,"GO:0005622, GO:0005737, GO:0006810, GO:0006886, GO:0006897, GO:0006898, GO:0015031, GO:0016192, GO:0030120, GO:0032991, GO:0043234, GO:0044464, GO:0051179",0.046091129,0.116746114,0.049163467,0.070654985,0.003072338,-0.067582647,-0.046091129,-0.116746114,-0.049163467,-0.070654985,-0.003072338,0.067582647
AT2G17790,VPS35A,Encodes a protein with similarity to yeast VPS35 which encodes a component of the retromer involved in retrograde endosomal transport. Mutants partially suppress the loss of VTI11 function in Arabidopsis and restores gravitropism in the double mutant.,NM_127333,816289,3702.AT2G17790.1,"GO:0005215, GO:0005622, GO:0005737, GO:0005768, GO:0006810, GO:0006886, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016192, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179",-0.795275854,0.107736708,-0.867086531,0.903012562,-0.071810676,-0.974823238,0.795275854,-0.107736708,0.867086531,-0.903012562,0.071810676,0.974823238
AT2G17980,ATSLY1,member of SLY1 Gene Family,NM_127354,816310,3702.AT2G17980.1,"GO:0005215, GO:0006810, GO:0006886, GO:0006887, GO:0007041, GO:0009987, GO:0015031, GO:0016192, GO:0022857, GO:0051179",-0.159639354,0.086678751,-0.105495276,0.246318105,0.054144079,-0.192174026,0.159639354,-0.086678751,0.105495276,-0.246318105,-0.054144079,0.192174026
AT2G18860,NA,NA,NM_001084446,816401,NA,NA,0.174039154,-0.50497297,0.341360044,-0.679012124,0.16732089,0.846333014,-0.174039154,0.50497297,-0.341360044,0.679012124,-0.16732089,-0.846333014
AT2G19470,ckl5,NA,NM_127505,816466,NA,"GO:0003824, GO:0004672, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0006810, GO:0006897, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009653, GO:0009987, GO:0016043, GO:0016192, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0032989, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0051179, GO:0065007, GO:0071840",0.065605163,-0.057230245,0.108860696,-0.122835408,0.043255533,0.166090941,-0.065605163,0.057230245,-0.108860696,0.122835408,-0.043255533,-0.166090941
AT2G19950,GC1,"This gene is predicted to encode a protein that functions as a Golgi apparatus structural component known as a golgin in mammals and yeast.  A fluorescently-tagged version of GC1 co-localizes with Golgi markers, and this localization appears to be replicated using the C-terminal (558-715 aa) portion of the protein.",NM_001202627,816514,3702.AT5G05930.1,"GO:0005622, GO:0005737, GO:0005794, GO:0006810, GO:0006996, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0043226, GO:0044464, GO:0051179, GO:0071840",-0.293104974,0.099711315,-0.348869335,0.392816289,-0.055764361,-0.44858065,0.293104974,-0.099711315,0.348869335,-0.392816289,0.055764361,0.44858065
AT2G20790,NA,NA,NM_001335705,816608,NA,,-0.212178636,-0.143001141,-0.25143099,0.069177495,-0.039252354,-0.108429849,0.212178636,0.143001141,0.25143099,-0.069177495,0.039252354,0.108429849
AT2G20930,NA,NA,NM_127662,816627,NA,NA,0.552921033,0.09392053,0.61074422,-0.459000503,0.057823187,0.51682369,-0.552921033,-0.09392053,-0.61074422,0.459000503,-0.057823187,-0.51682369
AT2G21600,ATRER1B,Key player of retrieval of ER membrane proteins,NM_127731,816698,3702.AT2G21600.1,"GO:0006810, GO:0009987, GO:0016192, GO:0051179",-0.09217138,-0.035241038,-0.158503439,0.056930342,-0.066332058,-0.1232624,0.09217138,0.035241038,0.158503439,-0.056930342,0.066332058,0.1232624
AT2G23310,ATRER1C1,"Encodes AtRER1C1, a Golgi membrane protein involved in returning the molecules that are exported from the endoplasmic reticulum (ER) to the Golgi apparatus back to the ER (a mechanism known as retrieval).  There are two Arabidopsis homologues of AtRERC1: AtRER1A and AtRER1B.",NM_127895,816863,3702.AT2G23310.1,"GO:0006810, GO:0009987, GO:0016192, GO:0051179",-0.392393594,0.255166342,-0.382790286,0.647559936,0.009603308,-0.637956628,0.392393594,-0.255166342,0.382790286,-0.647559936,-0.009603308,0.637956628
