_MEMBER_WS_c1_which_mclass____3___1_,_LogP_WS_c1_which_mclass____3___1_,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.8142315093244687,GO:1901348,M1,1,0,GO Biological Processes,19,positive regulation of secondary cell wall biogenesis,19_GO:0048518 positive regulation of biological process,-2.8142315093244687,6.654513584574935,4.585977892217768,18982,7,1630,4,0.24539877300613497,0.12254874263226377,831127|836762|838374|842568,MYB46|NAC105|MYB52|ANAC026,-0.2811771874164229,0,3,0,0,-5.251595477486405,6.654513584574935,
1,-2.5868529975402055,GO:0042546,M1,1,0,GO Biological Processes,19,cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.5868529975402055,1.6369034419888142,3.1006174023875657,18982,249,1630,35,2.147239263803681,0.3590318354259037,814850|817092|817872|818349|819997|820039|821605|824018|824184|826590|827434|827635|828364|828500|828593|828968|829006|829469|830298|831127|834950|834987|836762|837253|837488|838374|839493|839747|840110|842108|842568|842999|843495|843645|843676,FUT2|CESA10|CSLD1|TBL15|MYB83|RGP3|COBL10|XTH11|IRX15|GXM2|MAP70-5|XTH29|MYB85|CSLG2|AT4G24910|NAC073|XTH26|PGSIP3|TBL3|MYB46|TED7|SHV2|NAC105|RABA2b|GXM3|MYB52|RABA3|NAC010|CSLD6|RGXT3|ANAC026|AT1G66810|AT1G71690|TBL31|MYB54,-0.1985058219322694,0,3,0,0,-5.251595477486405,6.654513584574935,
1,-2.5437441696213683,GO:1903340,M1,1,0,GO Biological Processes,19,positive regulation of cell wall organization or biogenesis,19_GO:0048518 positive regulation of biological process,-2.5437441696213683,5.822699386503068,4.181521311368277,18982,8,1630,4,0.24539877300613497,0.12254874263226377,831127|836762|838374|842568,MYB46|NAC105|MYB52|ANAC026,-0.18758167738483347,0,3,0,0,-5.251595477486405,6.654513584574935,
1,-2.4434990465933066,GO:0009832,M1,1,0,GO Biological Processes,19,plant-type cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.4434990465933066,1.7276141036877233,3.022988223045103,18982,182,1630,27,1.656441717791411,0.3161311103082466,817092|817872|818349|819997|820039|821605|824184|826590|827434|828364|828500|828593|828968|829469|831127|834950|834987|836762|837488|838374|839747|840110|842108|842568|842999|843495|843676,CESA10|CSLD1|TBL15|MYB83|RGP3|COBL10|IRX15|GXM2|MAP70-5|MYB85|CSLG2|AT4G24910|NAC073|PGSIP3|MYB46|TED7|SHV2|NAC105|GXM3|MYB52|NAC010|CSLD6|RGXT3|ANAC026|AT1G66810|AT1G71690|MYB54,-0.14359512834948562,0,3,0,0,-5.251595477486405,6.654513584574935,
1,-5.12439529368439,GO:0030154,M1,1,0,GO Biological Processes,19,cell differentiation,19_GO:0032502 developmental process,-5.12439529368439,1.5856064895167203,4.696892284551186,18982,661,1630,90,5.521472392638037,0.5657182751142525,816598|817273|817593|817664|817944|818062|818641|819249|819620|819988|820161|820386|820556|820603|821093|821605|821853|822009|822187|822415|822493|824193|825442|826777|827583|827611|827631|827917|828212|828364|828974|829068|829250|829543|829646|830266|831147|831154|831247|831289|831327|831591|832241|832970|834133|834489|834499|834664|834950|834974|834987|835205|835755|836049|836053|836353|836679|836762|837394|837620|837756|837853|838096|838169|838566|839627|841156|841654|841806|841869|841898|842568|842658|842932|843165|843177|843211|843249|843334|843524|843734|3768521|5007842|6241076|10723086|28716239|28717267|28717391|28721166|28721288,LLG2|NTL8|ETC2|CLE6|RALFL19|SETH1|LBD15|CPC|DAN1|QRT2|EDA31|RGF7|MYB5|AT3G13900|AGP11|COBL10|CLL1|CLE19|CLE27|MYB0|AT3G28630|MAPKKK20|PRP3|HAP2|CLE2|MYB98|AG|CPL3|AT4G02650|MYB85|RIC7|PLA2-DELTA|AT4G31230|AT4G33970|ARO1|DAU1|WRKY75|EXO70C1|EXO70C2|AGP6|MYB66|NAC086|AGO9|WVD2|GL3|MAP18|GSO2|AT5G46220|TED7|GEX2|SHV2|AT5G51310|AGP14|AT5G59305|WOX2|MYB99|AT5G65530|NAC105|XIC|AT1G10770|LRX1|RSH2|ETC1|CNGC7|CNGC8|RIC2|AT1G47485|ROPGEF11|AT1G53690|AT1G54280|XIE|ANAC026|AT1G63530|MMD1|AT1G68360|JAG|CLE12|CRC|CLE26|VND7|CLE13|TCL1|CLE45|RGF5|AT1G71866|CLE20|CLE43|CLE14|RTFL18|CLE21,-2.166172810119893,0,4,1,1,-5.12439529368439,1.7752132275923984,
1,-2.460813406538801,GO:0009860,M1,1,0,GO Biological Processes,19,pollen tube growth,19_GO:0040007 growth,-2.460813406538801,1.7752132275923984,3.0558704842251867,18982,164,1630,25,1.5337423312883436,0.30438701107181343,816598|817944|818062|820603|821093|821605|822493|828212|828974|829068|829543|829646|831154|831247|831289|834664|837394|837620|838169|838566|839627|841806|841869|841898|842658,LLG2|RALFL19|SETH1|AT3G13900|AGP11|COBL10|AT3G28630|AT4G02650|RIC7|PLA2-DELTA|AT4G33970|ARO1|EXO70C1|EXO70C2|AGP6|AT5G46220|XIC|AT1G10770|CNGC7|CNGC8|RIC2|AT1G53690|AT1G54280|XIE|AT1G63530,-0.14359512834948562,0,4,0,0,-5.12439529368439,1.7752132275923984,
1,-2.281562682923289,GO:0000904,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in differentiation,19_GO:0071840 cellular component organization or biogenesis,-2.281562682923289,1.567649834827749,2.8246825475891195,18982,260,1630,35,2.147239263803681,0.3590318354259037,816598|817273|817944|818062|820556|820603|821093|821605|822415|822493|828212|828974|829068|829543|829646|831154|831247|831289|832970|834133|834489|834664|836679|837394|837620|837756|838169|838566|839627|841806|841869|841898|842658|843165|3768521,LLG2|NTL8|RALFL19|SETH1|MYB5|AT3G13900|AGP11|COBL10|MYB0|AT3G28630|AT4G02650|RIC7|PLA2-DELTA|AT4G33970|ARO1|EXO70C1|EXO70C2|AGP6|WVD2|GL3|MAP18|AT5G46220|AT5G65530|XIC|AT1G10770|LRX1|CNGC7|CNGC8|RIC2|AT1G53690|AT1G54280|XIE|AT1G63530|AT1G68360|TCL1,-0.05802575596134519,0,4,0,0,-5.12439529368439,1.7752132275923984,
1,-2.188241135682882,GO:0009932,M1,1,0,GO Biological Processes,19,cell tip growth,19_GO:0040007 growth,-2.188241135682882,1.6548724572166613,2.780517296725918,18982,190,1630,27,1.656441717791411,0.3161311103082466,816598|817944|818062|820603|821093|821605|822493|828212|828974|829068|829543|829646|831154|831247|831289|834489|834664|834987|837394|837620|838169|838566|839627|841806|841869|841898|842658,LLG2|RALFL19|SETH1|AT3G13900|AGP11|COBL10|AT3G28630|AT4G02650|RIC7|PLA2-DELTA|AT4G33970|ARO1|EXO70C1|EXO70C2|AGP6|MAP18|AT5G46220|SHV2|XIC|AT1G10770|CNGC7|CNGC8|RIC2|AT1G53690|AT1G54280|XIE|AT1G63530,0.0,0,4,0,0,-5.12439529368439,1.7752132275923984,
1,-2.1676495128684117,GO:0048468,M1,1,0,GO Biological Processes,19,cell development,19_GO:0032502 developmental process,-2.1676495128684117,1.4639929886064855,2.6853090758443345,18982,350,1630,44,2.6993865030674846,0.40141770452410563,816598|817273|817593|817944|818062|820556|820603|821093|821605|822415|822493|827917|828212|828974|829068|829543|829646|831154|831247|831289|831327|832970|834133|834489|834664|834987|835205|835755|836679|837394|837620|837756|837853|838096|838169|838566|839627|841654|841806|841869|841898|842658|843165|3768521,LLG2|NTL8|ETC2|RALFL19|SETH1|MYB5|AT3G13900|AGP11|COBL10|MYB0|AT3G28630|CPL3|AT4G02650|RIC7|PLA2-DELTA|AT4G33970|ARO1|EXO70C1|EXO70C2|AGP6|MYB66|WVD2|GL3|MAP18|AT5G46220|SHV2|AT5G51310|AGP14|AT5G65530|XIC|AT1G10770|LRX1|RSH2|ETC1|CNGC7|CNGC8|RIC2|ROPGEF11|AT1G53690|AT1G54280|XIE|AT1G63530|AT1G68360|TCL1,0.0,0,4,0,0,-5.12439529368439,1.7752132275923984,
1,-4.169843823597776,GO:0048437,M1,1,0,GO Biological Processes,19,floral organ development,19_GO:0022414 reproductive process,-4.169843823597776,1.872397449777457,4.298618957200185,18982,255,1630,41,2.5153374233128836,0.38785774697490305,814816|814898|816895|817677|817679|818883|819173|819988|820200|821151|822401|824195|824601|825047|827631|828604|828971|829956|830410|830494|830575|830835|831256|831436|832146|832241|834270|835420|835856|836821|837126|837353|837660|837900|842702|842749|843177|843208|843249|5008332|28719283,ARPN|SEP4|sks16|AT2G31210|AT2G31220|SHP2|AGL6|QRT2|ROXY1|SEP2|MYB21|HEC2|AP3|SHP1|AG|SWEET14|NAC074|DOF4.7|AT5G05280|RBE|TGA10|HEC3|ROXY2|SEP1|PI|AGO9|ATS|FOP1|ZFP2|ASL1|AT1G06170|TGA9|BFN1|NUB|SPO11-2|AT1G64405|JAG|IDA|CRC|IDL2|IDL4,-1.3665233000190218,0,5,1,1,-4.169843823597776,1.872397449777457,
1,-2.403404644543223,GO:0048438,M1,1,0,GO Biological Processes,19,floral whorl development,19_GO:0022414 reproductive process,-2.403404644543223,1.680181912523273,2.971271440555766,18982,201,1630,29,1.7791411042944785,0.3274260721696992,814816|814898|817677|817679|818883|819988|820200|820748|821151|822401|824195|825047|827631|828604|830410|830494|830575|830835|831256|831436|832241|834270|835420|836821|837126|837353|837900|843177|843249,ARPN|SEP4|AT2G31210|AT2G31220|SHP2|QRT2|ROXY1|CUC1|SEP2|MYB21|HEC2|SHP1|AG|SWEET14|AT5G05280|RBE|TGA10|HEC3|ROXY2|SEP1|AGO9|ATS|FOP1|ASL1|AT1G06170|TGA9|NUB|JAG|CRC,-0.13156303800672395,0,5,0,0,-4.169843823597776,1.872397449777457,
1,-2.3512514501909267,GO:0009908,M1,1,0,GO Biological Processes,19,flower development,19_GO:0022414 reproductive process,-2.3512514501909267,1.4108388657235358,2.815058416954158,18982,487,1630,59,3.6196319018404908,0.4626288280727255,814816|814898|816895|817677|817679|818883|819173|819988|820200|820748|821151|822401|824195|824601|825047|826750|827631|827785|828604|828971|829389|829956|830410|830494|830561|830575|830611|830835|831256|831436|831683|832146|832241|832396|832537|832555|833556|834270|835420|835856|836307|836324|836632|836821|837126|837353|837660|837900|841749|842685|842702|842749|843177|843208|843244|843249|2745983|5008332|28719283,ARPN|SEP4|sks16|AT2G31210|AT2G31220|SHP2|AGL6|QRT2|ROXY1|CUC1|SEP2|MYB21|HEC2|AP3|SHP1|NGA4|AG|TSF|SWEET14|NAC074|YUC1|DOF4.7|AT5G05280|RBE|PA2|TGA10|GA20OX3|HEC3|ROXY2|SEP1|TFL1|PI|AGO9|STE14A|LSU4|FPF1|SAP|ATS|FOP1|ZFP2|LFY|BFT|MAF5|ASL1|AT1G06170|TGA9|BFN1|NUB|SPL4|AT1G63820|SPO11-2|AT1G64405|JAG|IDA|AP1|CRC|AT5G10625|IDL2|IDL4,-0.10423342737945986,0,5,0,0,-4.169843823597776,1.872397449777457,
1,-2.111363550209513,GO:0090567,M1,1,0,GO Biological Processes,19,reproductive shoot system development,19_GO:0022414 reproductive process,-2.111363550209513,1.374157055214724,2.598621547912493,18982,500,1630,59,3.6196319018404908,0.4626288280727255,814816|814898|816895|817677|817679|818883|819173|819988|820200|820748|821151|822401|824195|824601|825047|826750|827631|827785|828604|828971|829389|829956|830410|830494|830561|830575|830611|830835|831256|831436|831683|832146|832241|832396|832537|832555|833556|834270|835420|835856|836307|836324|836632|836821|837126|837353|837660|837900|841749|842685|842702|842749|843177|843208|843244|843249|2745983|5008332|28719283,ARPN|SEP4|sks16|AT2G31210|AT2G31220|SHP2|AGL6|QRT2|ROXY1|CUC1|SEP2|MYB21|HEC2|AP3|SHP1|NGA4|AG|TSF|SWEET14|NAC074|YUC1|DOF4.7|AT5G05280|RBE|PA2|TGA10|GA20OX3|HEC3|ROXY2|SEP1|TFL1|PI|AGO9|STE14A|LSU4|FPF1|SAP|ATS|FOP1|ZFP2|LFY|BFT|MAF5|ASL1|AT1G06170|TGA9|BFN1|NUB|SPL4|AT1G63820|SPO11-2|AT1G64405|JAG|IDA|AP1|CRC|AT5G10625|IDL2|IDL4,0.0,0,5,0,0,-4.169843823597776,1.872397449777457,
1,-3.6325904280589225,GO:0010274,M1,1,0,GO Biological Processes,19,hydrotropism,19_GO:0050896 response to stimulus,-3.6325904280589225,5.822699386503068,5.121836688656099,18982,12,1630,6,0.36809815950920244,0.14999860877859167,816735|816778|818364|822151|830115|836659,AT2G21990|AT2G22460|AT2G37880|AT3G25640|AT4G39610|AT5G65340,-0.8706625896383935,0,6,1,1,-3.6325904280589225,5.822699386503068,
1,-3.4036042890238556,GO:0019748,M1,1,0,GO Biological Processes,19,secondary metabolic process,19_GO:0008152 metabolic process,-3.4036042890238556,1.6227195011565925,3.686959789854502,18982,366,1630,51,3.128834355828221,0.43121588059683347,814822|816725|816823|817497|817628|818902|820083|820316|820399|820402|820564|820886|823579|824516|825184|827000|827678|828364|829521|829637|829894|829895|830416|830892|831202|832383|832525|832944|833615|835277|836003|836368|836475|836771|836802|837765|837819|838206|839354|839479|840059|842069|842478|842880|842900|842944|842945|843161|843165|843329|844421,GSTF3|CAD3|SCPL12|GSTU2|CYP71A13|NAC042|GSTU8|GPAT5|scpl17|scpl16|AT3G13610|NSP3|FAR4|ABCG37|DIN2|PRR2|AT4G19370|MYB85|CER4|LAP5|CYP81F3|CYP81F4|PRX52|MYB92|ABCG6|CYP86B1|BGLU31|BGLU24|scpl1|AT5G52020|CYP86A1|GSTU9|FACT|AT5G66390|UGT72E2|AT1G12130|AT1G12630|AT1G05250|PCS2|GSTF5|AT1G31720|MYB72|BGLU45|AT1G65690|BZO1|BGLU21|BGLU22|MYB62|AT1G68360|GSTU11|CCR2,-0.7692594786157161,0,7,1,1,-3.4036042890238556,1.911931141836828,
1,-2.6323983420271566,GO:0009698,M1,1,0,GO Biological Processes,19,phenylpropanoid metabolic process,19_GO:0008152 metabolic process,-2.6323983420271566,1.911931141836828,3.2468362548456082,18982,134,1630,22,1.3496932515337423,0.28580706229724395,816725|820316|820564|823579|824516|827000|827678|828364|829521|830416|830892|831202|832383|836003|836475|836771|836802|838206|840059|842478|842944|844421,CAD3|GPAT5|AT3G13610|FAR4|ABCG37|PRR2|AT4G19370|MYB85|CER4|PRX52|MYB92|ABCG6|CYP86B1|CYP86A1|FACT|AT5G66390|UGT72E2|AT1G05250|AT1G31720|BGLU45|BGLU21|CCR2,-0.22061460316155615,0,7,0,0,-3.4036042890238556,1.911931141836828,
1,-3.396488743138789,GO:1990641,M1,1,0,GO Biological Processes,19,response to iron ion starvation,19_GO:0050896 response to stimulus,-3.396488743138789,5.37479943369514,4.835998777465657,18982,13,1630,6,0.36809815950920244,0.14999860877859167,820464|820564|824516|841143|841144|842069,MYB10|AT3G13610|ABCG37|AT1G47395|AT1G47400|MYB72,-0.7692594786157161,0,8,1,1,-3.396488743138789,5.37479943369514,
1,-2.860379832311596,GO:0006308,M1,1,0,GO Biological Processes,19,DNA catabolic process,19_GO:0008152 metabolic process,-2.860379832311596,5.293363078639152,4.365433984304956,18982,11,1630,5,0.3067484662576687,0.13697152093993273,820506|828246|837660|842702|843158,ATSPO11-1|ENDO5|BFN1|SPO11-2|ENDO2,-0.2811771874164229,0,9,1,1,-2.860379832311596,5.293363078639152,
1,-2.7435676576191965,GO:0007129,M1,1,0,GO Biological Processes,19,synapsis,19_GO:0022414 reproductive process,-2.7435676576191965,3.0826055575604476,3.725146617722194,18982,34,1630,9,0.5521472392638037,0.18354026547503538,820506|827450|830432|835166|835898|837614|838831|842702|843058,ATSPO11-1|MSH4|SYN1|AT5G50930|MPS1|PHS1|ZYP1a|SPO11-2|ASY1,-0.2811771874164229,0,9,0,0,-2.860379832311596,5.293363078639152,
1,-2.4417656736083337,GO:0045132,M1,1,0,GO Biological Processes,19,meiotic chromosome segregation,19_GO:0022414 reproductive process,-2.4417656736083337,2.293790667410299,3.227006992595987,18982,66,1630,13,0.7975460122699386,0.22031561519269088,820506|827450|830432|833973|834894|835166|835207|835898|837614|838831|842702|842932|843058,ATSPO11-1|MSH4|SYN1|AT5G39770|AtSPO22|AT5G50930|SWI1|MPS1|PHS1|ZYP1a|SPO11-2|MMD1|ASY1,-0.14359512834948562,0,9,0,0,-2.860379832311596,5.293363078639152,
1,-2.3864791886724523,GO:0045143,M1,1,0,GO Biological Processes,19,homologous chromosome segregation,19_GO:0022414 reproductive process,-2.3864791886724523,2.758120762027769,3.324935582806684,18982,38,1630,9,0.5521472392638037,0.18354026547503538,820506|827450|830432|835166|835898|837614|838831|842702|843058,ATSPO11-1|MSH4|SYN1|AT5G50930|MPS1|PHS1|ZYP1a|SPO11-2|ASY1,-0.12722670944397388,0,9,0,0,-2.860379832311596,5.293363078639152,
1,-2.3189131835986334,GO:0042138,M1,1,0,GO Biological Processes,19,meiotic DNA double-strand break formation,19_GO:0022414 reproductive process,-2.3189131835986334,5.175732788002727,3.8402944823698326,18982,9,1630,4,0.24539877300613497,0.12254874263226377,820506|835898|837217|842702,ATSPO11-1|MPS1|DFO|SPO11-2,-0.0837943840868743,0,9,0,0,-2.860379832311596,5.293363078639152,
1,-2.0773545562132454,GO:0070192,M1,1,0,GO Biological Processes,19,chromosome organization involved in meiotic cell cycle,19_GO:0022414 reproductive process,-2.0773545562132454,2.247357657948552,2.8906070576252234,18982,57,1630,11,0.6748466257668712,0.20278618285292574,820506|827450|830432|835166|835207|835898|837614|838831|842702|842932|843058,ATSPO11-1|MSH4|SYN1|AT5G50930|SWI1|MPS1|PHS1|ZYP1a|SPO11-2|MMD1|ASY1,0.0,0,9,0,0,-2.860379832311596,5.293363078639152,
1,-2.7435676576191965,M00081,M1,1,0,KEGG Pathway,24,Pectin degradation,,-2.7435676576191965,3.0826055575604476,3.725146617722194,18982,34,1630,9,0.5521472392638037,0.18354026547503538,819130|819368|819728|820815|825703|828067|830379|831317|835653,AT2G45220|AT2G47550|AT3G05620|AT3G15720|AT4G03930|AT4G02320|AT5G04970|AT5G14650|QRT1,-0.2811771874164229,0,10,1,1,-2.7435676576191965,3.0826055575604476,
1,-2.7435676576191965,ath_M00081,M1,1,0,KEGG Pathway,24,Pectin degradation,,-2.7435676576191965,3.0826055575604476,3.725146617722194,18982,34,1630,9,0.5521472392638037,0.18354026547503538,819130|819368|819728|820815|825703|828067|830379|831317|835653,AT2G45220|AT2G47550|AT3G05620|AT3G15720|AT4G03930|AT4G02320|AT5G04970|AT5G14650|QRT1,-0.2811771874164229,0,10,0,0,-2.7435676576191965,3.0826055575604476,
