Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0031570,DNA integrity checkpoint,19_GO:0048519 negative regulation of biological process,-6.5,5,6.8,18982,26,1907,13,0.68,0.19,819713|821254|826875|827121|827497|829211|834082|835372|835514|836745|837238|839453|841684,RAD9|NBS1|ORC1B|ORC1A|AT4G17760|MUS81|ATR|AT5G52950|MRE11|ATRAD17|AT1G07270|WEE1|AT1G52530,-3.8,hits
GO Biological Processes,19,GO:0010212,response to ionizing radiation,19_GO:0050896 response to stimulus,-6.5,4.6,6.7,18982,30,1907,14,0.73,0.2,816391|819713|821254|821455|821860|824375|827854|832208|834082|834601|835372|836267|836489|842991,CHR8|RAD9|NBS1|RAD54|DMC1|GR1|BRCA1|RAD51|ATR|SUV2|AT5G52950|MIM|AT5G63690|LIG6,-3.8,hits
GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint,19_GO:0048519 negative regulation of biological process,-6.3,4.3,6.5,18982,35,1907,15,0.79,0.2,819713|821254|826875|827121|829211|830434|835372|835514|836489|836745|837238|839453|841414|841684|843272,RAD9|NBS1|ORC1B|ORC1A|MUS81|AT5G05510|AT5G52950|MRE11|AT5G63690|ATRAD17|AT1G07270|WEE1|BUB3.2|AT1G52530|AT1G69400,-3.6,hits
GO Biological Processes,19,GO:0000959,mitochondrial RNA metabolic process,19_GO:0008152 metabolic process,-6.1,3.3,6,18982,60,1907,20,1,0.23,815830|816576|816946|817349|820601|821430|829193|829378|830284|830748|832021|833980|835506|836592|836619|837784|839880|842952|843585|843800,AT2G13440|MEF21|SCA3|AT2G28050|AT3G13880|MEF20|MEF29|AT4G32430|AT5G04050|SLG1|MEF18|AT5G39840|PTAC15|AT5G64710|AT5G64950|AT1G12300|nMAT1|AT1G66345|AT1G72530|OTP87,-3.4,hits
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-6,3.5,6,18982,51,1907,18,0.94,0.22,817436|821254|822331|822385|826875|827121|830434|831792|835372|835514|836745|837238|837339|839457|840448|841414|841684|843272,AT2G28870|NBS1|AT3G27120|AT3G27630|ORC1B|ORC1A|AT5G05510|AT5G02220|AT5G52950|MRE11|ATRAD17|AT1G07270|AT1G08180|AT1G04650|FANCM|BUB3.2|AT1G52530|AT1G69400,-3.4,hits
GO Biological Processes,19,GO:0051321,meiotic cell cycle,19_GO:0022414 reproductive process,-6,2.2,5.5,18982,180,1907,40,2.1,0.33,817930|820123|821180|821254|821455|821860|822040|822331|823396|824375|825124|825523|827054|827058|827271|827651|828396|829211|829352|829353|830434|830557|831111|832208|834082|835514|835850|835888|835898|836473|836573|837176|837893|838834|839457|840448|841684|842392|844068|844075,AT2G33640|MCM8|AT3G02930|NBS1|RAD54|DMC1|MSH7|AT3G27120|TES|GR1|SYN3|AT3G63480|PAKRP1|PRD1|AT4G15890|AT4G19130|ESP|MUS81|AT4G32190|ASY2|AT5G05510|SPC98|AT5G12360|RAD51|ATR|MRE11|XRCC3|AT5G57790|MPS1|RMI1|XRCC2|JASON|AHP2|ZYP1b|AT1G04650|FANCM|AT1G52530|AT1G61000|MEI1|CYCA1;2,-3.4,hits
GO Biological Processes,19,GO:0044774,mitotic DNA integrity checkpoint,19_GO:0048519 negative regulation of biological process,-5.7,5.5,6.4,18982,18,1907,10,0.52,0.17,819713|821254|826875|827121|829211|835372|835514|836745|837238|841684,RAD9|NBS1|ORC1B|ORC1A|MUS81|AT5G52950|MRE11|ATRAD17|AT1G07270|AT1G52530,-3.1,hits
GO Biological Processes,19,GO:0140013,meiotic nuclear division,19_GO:0022414 reproductive process,-5.6,2.4,5.4,18982,122,1907,30,1.6,0.28,817930|820123|821180|821254|821455|821860|822331|823396|825124|825523|827054|827058|828396|829211|829352|829353|830434|831111|832208|835898|836473|836573|837176|837893|838834|839457|840448|842392|844068|844075,AT2G33640|MCM8|AT3G02930|NBS1|RAD54|DMC1|AT3G27120|TES|SYN3|AT3G63480|PAKRP1|PRD1|ESP|MUS81|AT4G32190|ASY2|AT5G05510|AT5G12360|RAD51|MPS1|RMI1|XRCC2|JASON|AHP2|ZYP1b|AT1G04650|FANCM|AT1G61000|MEI1|CYCA1;2,-3,hits
GO Biological Processes,19,GO:0022402,cell cycle process,19_GO:0009987 cellular process,-5.4,1.7,4.9,18982,472,1907,79,4.1,0.46,816612|816875|817436|817930|818827|819026|819713|819744|820123|820879|821180|821254|821404|821455|821860|822040|822331|822385|823396|824375|825034|825124|825523|826806|826875|827054|827058|827121|827195|827271|827854|828390|828396|829211|829352|829353|829406|830434|830557|830908|830911|831001|831023|831111|831792|832208|832610|834601|835234|835372|835514|835888|835898|836267|836473|836489|836573|836745|837176|837238|837339|837893|838834|839453|839457|839756|840448|841202|841386|841414|841684|841937|842392|843272|843305|844068|844075|844095|2746163,QWRF3|ICK1|AT2G28870|AT2G33640|UVI4|EDE1|RAD9|TRM6|MCM8|CDC27a|AT3G02930|NBS1|TSK|RAD54|DMC1|MSH7|AT3G27120|AT3G27630|TES|GR1|TRM7|SYN3|AT3G63480|AT4G11990|ORC1B|PAKRP1|PRD1|ORC1A|ATCSLB05|AT4G15890|BRCA1|FZR2|ESP|MUS81|AT4G32190|ASY2|AT4G32700|AT5G05510|SPC98|CYCD4;2|KAC1|CYC3B|MYB3R-4|AT5G12360|AT5G02220|RAD51|CYCA2;1|SUV2|PLE|AT5G52950|MRE11|AT5G57790|MPS1|MIM|RMI1|AT5G63690|XRCC2|ATRAD17|JASON|AT1G07270|AT1G08180|AHP2|ZYP1b|WEE1|AT1G04650|SRD2|FANCM|ATE2F2|ICK5|BUB3.2|AT1G52530|NP2|AT1G61000|AT1G69400|TCP15|MEI1|CYCA1;2|AT1G77600|AT5G37478,-2.9,hits
GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0071840 cellular component organization or biogenesis,-5.4,2,5.1,18982,210,1907,43,2.3,0.34,817436|817930|818827|820123|820879|821180|821254|821455|821860|822331|822385|823396|825124|825523|826806|827054|827058|827271|828396|829211|829352|829353|830434|831111|831792|832208|835234|835898|836473|836573|837176|837339|837893|838834|839457|840448|841414|842392|843272|844068|844075|844095|2746163,AT2G28870|AT2G33640|UVI4|MCM8|CDC27a|AT3G02930|NBS1|RAD54|DMC1|AT3G27120|AT3G27630|TES|SYN3|AT3G63480|AT4G11990|PAKRP1|PRD1|AT4G15890|ESP|MUS81|AT4G32190|ASY2|AT5G05510|AT5G12360|AT5G02220|RAD51|PLE|MPS1|RMI1|XRCC2|JASON|AT1G08180|AHP2|ZYP1b|AT1G04650|FANCM|BUB3.2|AT1G61000|AT1G69400|MEI1|CYCA1;2|AT1G77600|AT5G37478,-2.9,hits
GO Biological Processes,19,GO:0061982,meiosis I cell cycle process,19_GO:0022414 reproductive process,-5.3,2.8,5.4,18982,83,1907,23,1.2,0.25,817930|821180|821254|821455|821860|822040|822331|825124|825523|827058|829211|829352|829353|832208|835514|835898|836473|836573|837893|838834|839457|840448|844068,AT2G33640|AT3G02930|NBS1|RAD54|DMC1|MSH7|AT3G27120|SYN3|AT3G63480|PRD1|MUS81|AT4G32190|ASY2|RAD51|MRE11|MPS1|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|MEI1,-2.9,hits
GO Biological Processes,19,GO:0007049,cell cycle,19_GO:0009987 cellular process,-5.2,1.6,4.8,18982,563,1907,90,4.7,0.49,816612|816875|817436|817930|818827|819026|819115|819713|819744|820123|820879|821180|821254|821404|821455|821860|822040|822331|822385|823396|824375|825034|825124|825523|826806|826875|827054|827058|827121|827195|827271|827497|827651|827854|828390|828396|829206|829211|829352|829353|829406|830434|830557|830908|830911|831001|831023|831111|831348|831792|832208|832610|832823|834082|834601|835234|835372|835514|835850|835888|835898|836267|836473|836489|836573|836745|837176|837238|837339|837468|837893|838834|838905|839453|839457|839756|840448|841202|841386|841414|841684|841937|842392|843272|843305|843704|844068|844075|844095|2746163,QWRF3|ICK1|AT2G28870|AT2G33640|UVI4|EDE1|cycp3;1|RAD9|TRM6|MCM8|CDC27a|AT3G02930|NBS1|TSK|RAD54|DMC1|MSH7|AT3G27120|AT3G27630|TES|GR1|TRM7|SYN3|AT3G63480|AT4G11990|ORC1B|PAKRP1|PRD1|ORC1A|ATCSLB05|AT4G15890|AT4G17760|AT4G19130|BRCA1|FZR2|ESP|AT4G30825|MUS81|AT4G32190|ASY2|AT4G32700|AT5G05510|SPC98|CYCD4;2|KAC1|CYC3B|MYB3R-4|AT5G12360|DEL2|AT5G02220|RAD51|CYCA2;1|ALY1|ATR|SUV2|PLE|AT5G52950|MRE11|XRCC3|AT5G57790|MPS1|MIM|RMI1|AT5G63690|XRCC2|ATRAD17|JASON|AT1G07270|AT1G08180|Haspin|AHP2|ZYP1b|AT1G22980|WEE1|AT1G04650|SRD2|FANCM|ATE2F2|ICK5|BUB3.2|AT1G52530|NP2|AT1G61000|AT1G69400|TCP15|CDKD1;1|MEI1|CYCA1;2|AT1G77600|AT5G37478,-2.8,hits
GO Biological Processes,19,GO:0009657,plastid organization,19_GO:0071840 cellular component organization or biogenesis,-5.2,1.8,4.9,18982,305,1907,56,2.9,0.39,818051|818173|819185|819295|821298|822052|822157|823814|823899|824576|824861|825304|825466|827001|827109|828494|828697|829555|829626|830684|830911|831222|831647|832376|832438|832458|832477|832538|832685|833476|833995|834025|834236|834902|835388|835506|835652|835994|836364|836619|837376|839566|839753|839941|841248|841506|842491|842492|842496|842511|842789|843064|843251|843502|844263|10723110,EDA3|EMB3114|CPFTSY|PSI-P|COL2|RSY3|CHUP1|AT3G46610|NOA1|FLN1|CRD1|AT3G61320|APG3|PTAC5|MDA1|FtsHi1|NFU3|AT4G34090|ASE2|AT5G07900|KAC1|AT5G13770|VAR3|HCF136|RUP2|AT5G23930|SIGE|LSU2|AT5G26160|EGY1|AT5G39980|AT5G40270|AT5G42310|AT5G48470|AT5G53080|PTAC15|AT5G55580|AT5G58784|CDF1|AT5G64950|SIG2|FZL|AT1G28530|EMB2279|AT1G48280|POLGAMMA2|AT1G61960|AT1G61970|AT1G62010|AT1G62150|APO1|emb1688|FLN2|PDE338|AT1G79220|AT5G60335,-2.8,hits
GO Biological Processes,19,GO:1903046,meiotic cell cycle process,19_GO:0022414 reproductive process,-5.2,2.2,5,18982,166,1907,36,1.9,0.31,817930|820123|821180|821254|821455|821860|822040|822331|823396|824375|825124|825523|827054|827058|827271|828396|829211|829352|829353|830434|831111|832208|835514|835888|835898|836473|836573|837176|837893|838834|839457|840448|841684|842392|844068|844075,AT2G33640|MCM8|AT3G02930|NBS1|RAD54|DMC1|MSH7|AT3G27120|TES|GR1|SYN3|AT3G63480|PAKRP1|PRD1|AT4G15890|ESP|MUS81|AT4G32190|ASY2|AT5G05510|AT5G12360|RAD51|MRE11|AT5G57790|MPS1|RMI1|XRCC2|JASON|AHP2|ZYP1b|AT1G04650|FANCM|AT1G52530|AT1G61000|MEI1|CYCA1;2,-2.7,hits
GO Biological Processes,19,GO:1902750,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-5.1,6.1,6.2,18982,13,1907,8,0.42,0.15,821254|826875|827121|835372|835514|836745|837238|841684,NBS1|ORC1B|ORC1A|AT5G52950|MRE11|ATRAD17|AT1G07270|AT1G52530,-2.7,hits
GO Biological Processes,19,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-5.1,6.1,6.2,18982,13,1907,8,0.42,0.15,821254|826875|827121|835372|835514|836745|837238|841684,NBS1|ORC1B|ORC1A|AT5G52950|MRE11|ATRAD17|AT1G07270|AT1G52530,-2.7,hits
GO Biological Processes,19,GO:0000076,DNA replication checkpoint,19_GO:0048519 negative regulation of biological process,-5.1,6.1,6.2,18982,13,1907,8,0.42,0.15,819713|826875|827121|835372|836745|837238|839453|841684,RAD9|ORC1B|ORC1A|AT5G52950|ATRAD17|AT1G07270|WEE1|AT1G52530,-2.7,hits
GO Biological Processes,19,GO:0044818,mitotic G2/M transition checkpoint,19_GO:0048519 negative regulation of biological process,-5.1,6.1,6.2,18982,13,1907,8,0.42,0.15,821254|826875|827121|835372|835514|836745|837238|841684,NBS1|ORC1B|ORC1A|AT5G52950|MRE11|ATRAD17|AT1G07270|AT1G52530,-2.7,hits
GO Biological Processes,19,GO:0000077,DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-4.9,5.3,5.9,18982,17,1907,9,0.47,0.16,819713|821254|827497|829211|834082|835372|835514|836745|841684,RAD9|NBS1|AT4G17760|MUS81|ATR|AT5G52950|MRE11|ATRAD17|AT1G52530,-2.6,hits
GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-4.9,4.4,5.7,18982,25,1907,11,0.58,0.17,821254|826875|827121|830434|835372|835514|836745|837238|841414|841684|843272,NBS1|ORC1B|ORC1A|AT5G05510|AT5G52950|MRE11|ATRAD17|AT1G07270|BUB3.2|AT1G52530|AT1G69400,-2.6,hits
GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-4.9,4.4,5.7,18982,25,1907,11,0.58,0.17,821254|826875|827121|830434|835372|835514|836745|837238|841414|841684|843272,NBS1|ORC1B|ORC1A|AT5G05510|AT5G52950|MRE11|ATRAD17|AT1G07270|BUB3.2|AT1G52530|AT1G69400,-2.6,hits
GO Biological Processes,19,GO:0009658,chloroplast organization,19_GO:0071840 cellular component organization or biogenesis,-4.8,1.9,4.7,18982,234,1907,45,2.4,0.35,818173|819295|821298|822052|822157|824576|824861|825466|827001|827109|828494|828697|829555|829626|830684|830911|831222|831647|832438|832458|832477|832538|832685|833476|833995|834025|834236|834902|835388|835506|835652|836364|836619|837376|839753|839941|841248|842491|842492|842496|842511|842789|843064|843251|844263,EMB3114|PSI-P|COL2|RSY3|CHUP1|FLN1|CRD1|APG3|PTAC5|MDA1|FtsHi1|NFU3|AT4G34090|ASE2|AT5G07900|KAC1|AT5G13770|VAR3|RUP2|AT5G23930|SIGE|LSU2|AT5G26160|EGY1|AT5G39980|AT5G40270|AT5G42310|AT5G48470|AT5G53080|PTAC15|AT5G55580|CDF1|AT5G64950|SIG2|AT1G28530|EMB2279|AT1G48280|AT1G61960|AT1G61970|AT1G62010|AT1G62150|APO1|emb1688|FLN2|AT1G79220,-2.6,hits
GO Biological Processes,19,GO:0007131,reciprocal meiotic recombination,19_GO:0022414 reproductive process,-4.8,3,5.1,18982,60,1907,18,0.94,0.22,817930|821180|821254|821455|821860|822331|827058|829211|829352|832208|835898|836473|836573|837893|838834|839457|840448|844068,AT2G33640|AT3G02930|NBS1|RAD54|DMC1|AT3G27120|PRD1|MUS81|AT4G32190|RAD51|MPS1|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|MEI1,-2.6,hits
GO Biological Processes,19,GO:0035825,homologous recombination,19_GO:0008152 metabolic process,-4.8,3,5.1,18982,60,1907,18,0.94,0.22,817930|821180|821254|821455|821860|822331|827058|829211|829352|832208|835898|836473|836573|837893|838834|839457|840448|844068,AT2G33640|AT3G02930|NBS1|RAD54|DMC1|AT3G27120|PRD1|MUS81|AT4G32190|RAD51|MPS1|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|MEI1,-2.6,hits
GO Biological Processes,19,GO:0007127,meiosis I,19_GO:0022414 reproductive process,-4.7,2.7,5,18982,78,1907,21,1.1,0.24,817930|821180|821254|821455|821860|822331|825124|825523|827058|829211|829352|829353|832208|835898|836473|836573|837893|838834|839457|840448|844068,AT2G33640|AT3G02930|NBS1|RAD54|DMC1|AT3G27120|SYN3|AT3G63480|PRD1|MUS81|AT4G32190|ASY2|RAD51|MPS1|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|MEI1,-2.5,hits
KEGG Pathway,24,ath03440,Homologous recombination,,-4.7,2.8,5,18982,67,1907,19,1,0.23,816136|816716|819743|821254|821455|823287|827651|827854|829211|829727|831710|832208|835514|835850|836573|838662|841506|842384|844068,DRD1|EME1A|RECQI1|NBS1|RAD54|CHR38|AT4G19130|BRCA1|MUS81|RecQl3|BRCA2B|RAD51|MRE11|XRCC3|XRCC2|AT1G20720|POLGAMMA2|RECQ4B|MEI1,-2.4,hits
KEGG Pathway,24,ko03440,Homologous recombination,,-4.7,2.8,5,18982,67,1907,19,1,0.23,816136|816716|819743|821254|821455|823287|827651|827854|829211|829727|831710|832208|835514|835850|836573|838662|841506|842384|844068,DRD1|EME1A|RECQI1|NBS1|RAD54|CHR38|AT4G19130|BRCA1|MUS81|RecQl3|BRCA2B|RAD51|MRE11|XRCC3|XRCC2|AT1G20720|POLGAMMA2|RECQ4B|MEI1,-2.4,hits
