"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.000146270275160088,63,284,"Plastid organization ","AT1G03160 AT1G06430 AT1G21150 AT1G30610 AT1G50250 AT1G61960 AT1G61970 AT1G62010 AT1G62150 AT1G64810 AT1G69200 AT1G75720 AT1G78930 AT1G79220 AT2G21710 AT2G36000 AT3G54090 AT3G60400 AT3G62910 AT4G14605 AT4G28590 AT5G06811 AT5G07900 AT5G23930 AT5G54180 AT5G55580 AT5G58784 AT5G64950 AT5G67570 AT5G10470 AT1G08540 AT1G28530 AT1G50840 AT1G63680 AT1G67440 AT1G68590 AT1G71720 AT1G75010 AT2G34860 AT3G02380 AT3G24560 AT3G25690 AT3G47450 AT3G56940 AT3G61320 AT4G13670 AT4G23940 AT4G34090 AT4G34740 AT5G13770 AT5G17790 AT5G23120 AT5G23730 AT5G24120 AT5G24660 AT5G35220 AT5G39980 AT5G40270 AT5G42310 AT5G48470 AT5G53080 AT5G60335 AT5G62430"
0.000173564900902689,22,61,"Mitochondrial RNA metabolic process ","AT1G34160 AT1G72530 AT2G24120 AT3G20930 AT5G39840 AT1G12300 AT1G30010 AT1G66345 AT1G74600 AT2G13600 AT2G20540 AT2G28050 AT3G13880 AT3G16010 AT3G18970 AT4G30700 AT4G32430 AT5G08490 AT5G19020 AT5G64710 AT5G64950 AT5G04050"
0.000178902594906034,15,32,"DNA integrity checkpoint ","AT1G07270 AT1G52530 AT1G77320 AT3G02680 AT3G05480 AT3G24495 AT4G12620 AT4G14700 AT4G17760 AT4G30870 AT5G40820 AT5G54260 AT5G66130 AT5G52950 AT1G02970"
0.000206490359187517,51,217,"Chloroplast organization ","AT1G21150 AT1G30610 AT1G61960 AT1G61970 AT1G62010 AT1G62150 AT1G64810 AT1G69200 AT1G75720 AT1G78930 AT1G79220 AT2G21710 AT2G36000 AT3G54090 AT3G60400 AT3G62910 AT4G14605 AT4G28590 AT5G06811 AT5G07900 AT5G23930 AT5G54180 AT5G55580 AT5G64950 AT5G67570 AT5G10470 AT1G08540 AT1G28530 AT1G63680 AT1G67440 AT1G75010 AT3G02380 AT3G24560 AT3G25690 AT3G56940 AT4G13670 AT4G23940 AT4G34090 AT4G34740 AT5G13770 AT5G17790 AT5G23730 AT5G24120 AT5G24660 AT5G35220 AT5G39980 AT5G40270 AT5G42310 AT5G48470 AT5G53080 AT5G62430"
0.000206490359187517,47,194,"Meiotic cell cycle ","AT1G20720 AT1G22275 AT1G52530 AT1G61000 AT3G02930 AT3G22880 AT3G24495 AT4G14180 AT4G15890 AT4G19130 AT4G22970 AT4G30870 AT4G32190 AT5G01630 AT5G05510 AT5G06680 AT5G20850 AT5G50930 AT5G54260 AT5G57880 AT5G63540 AT2G36010 AT1G06660 AT1G13330 AT1G34355 AT1G49910 AT1G69400 AT1G77390 AT2G21800 AT2G46980 AT3G09660 AT3G10440 AT4G32200 AT5G02520 AT1G04650 AT1G35530 AT3G27120 AT4G14150 AT5G40820 AT1G77320 AT3G02680 AT3G43210 AT3G63480 AT5G12360 AT5G57450 AT5G57790 AT5G64520"
0.00024346934061158,16,37,"Mitotic cell cycle checkpoint ","AT1G02970 AT1G07270 AT1G49910 AT1G52530 AT1G69400 AT1G77320 AT3G02680 AT3G05480 AT3G24495 AT4G12620 AT4G14700 AT4G30870 AT5G05510 AT5G54260 AT5G66130 AT5G52950"
0.000271817482389349,10,16,"Negative regulation of G2/M transition of mitotic cell cycle ","AT1G07270 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950"
0.000271817482389349,10,16,"Mitotic G2/M transition checkpoint ","AT1G07270 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950"
0.000271817482389349,10,16,"Negative regulation of cell cycle G2/M phase transition ","AT1G07270 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950"
0.000324430934779413,19,51,"Cell cycle checkpoint ","AT1G02970 AT1G07270 AT1G49910 AT1G52530 AT1G69400 AT1G77320 AT3G02680 AT3G05480 AT3G24495 AT4G12620 AT4G14700 AT4G17760 AT4G30870 AT5G01630 AT5G05510 AT5G40820 AT5G54260 AT5G66130 AT5G52950"
0.000357267571686644,33,121,"Double-strand break repair ","AT1G10520 AT1G11800 AT1G20720 AT1G27880 AT1G52530 AT3G02680 AT3G05740 AT3G22880 AT3G27120 AT3G52115 AT3G59550 AT4G02390 AT4G19130 AT4G21070 AT4G30870 AT4G35740 AT5G01630 AT5G20850 AT5G21140 AT5G54260 AT5G57450 AT5G63540 AT1G35530 AT3G19210 AT5G22750 AT5G61460 AT5G64520 AT4G00380 AT3G09660 AT3G13782 AT1G66730 AT5G40820 AT5G64630"
0.000711536255133762,31,114,"Meiotic nuclear division ","AT1G20720 AT1G22275 AT1G61000 AT3G02930 AT3G22880 AT4G22970 AT4G30870 AT4G32190 AT5G01630 AT5G05510 AT5G20850 AT5G50930 AT5G57880 AT5G63540 AT1G06660 AT1G13330 AT3G10440 AT1G04650 AT1G35530 AT3G27120 AT4G14150 AT1G77320 AT1G77390 AT2G46980 AT3G02680 AT3G09660 AT3G43210 AT3G63480 AT5G12360 AT5G64520 AT4G32200"
0.000746422867369071,36,142,"Photosynthesis, light reaction ","AT1G06430 AT1G14150 AT1G15820 AT1G29910 AT1G50250 AT1G61520 AT2G05620 AT2G15820 AT2G40100 AT3G54890 AT4G05180 AT4G10340 AT5G48790 AT1G08380 AT2G45870 AT2G46820 AT3G61320 AT2G01590 ATCG00020 ATCG00220 ATCG00280 ATCG00440 ATCG00680 ATCG01090 ATCG01100 AT1G55670 AT1G68830 AT1G71500 AT2G34860 AT4G15510 AT4G25910 AT5G24120 AT5G35220 AT5G66190 AT4G03280 ATCG00520"
0.000840359305603428,125,721,"DNA metabolic process ","AT1G03190 AT1G08840 AT1G10520 AT1G11800 AT1G12370 AT1G20720 AT1G22275 AT1G24290 AT1G27880 AT1G34380 AT1G49980 AT1G50840 AT1G52530 AT1G54840 AT1G66050 AT1G66730 AT1G77600 AT2G31865 AT2G31870 AT3G02680 AT3G02930 AT3G05740 AT3G16980 AT3G22880 AT3G24320 AT3G24495 AT3G27120 AT3G48425 AT3G48470 AT3G52115 AT3G59550 AT4G02390 AT4G12620 AT4G12740 AT4G14700 AT4G19130 AT4G21070 AT4G25120 AT4G30870 AT4G32190 AT4G32700 AT4G35740 AT5G01630 AT5G07810 AT5G20850 AT5G21140 AT5G40820 AT5G41360 AT5G44740 AT5G50340 AT5G50930 AT5G54260 AT5G57450 AT5G63540 AT1G35530 AT2G21800 AT3G19210 AT5G22750 AT1G03750 AT1G07270 AT1G08180 AT1G13330 AT1G16590 AT1G18090 AT1G19100 AT1G19340 AT1G30010 AT1G51355 AT1G56500 AT2G18760 AT2G28870 AT2G30350 AT2G37560 AT2G42260 AT3G05480 AT3G07930 AT3G09660 AT3G15620 AT3G24255 AT3G27630 AT3G42860 AT3G47830 AT3G48900 AT4G00980 AT4G09490 AT4G18470 AT4G21065 AT4G21585 AT4G21590 AT4G24970 AT4G29560 AT5G01840 AT5G02220 AT5G04050 AT5G07400 AT5G40460 AT5G44010 AT5G49110 AT5G50780 AT5G52950 AT5G57880 AT5G59800 AT5G60250 AT5G61460 AT5G64520 AT5G64630 AT5G66130 ATMG00810 AT4G00380 AT1G04650 AT3G09290 AT3G13782 AT5G08110 AT5G56780 AT1G47870 AT1G69690 AT2G16390 AT2G23430 AT2G33290 AT3G43920 AT4G22910 AT4G31270 AT5G11510 AT5G20320 AT5G21900"
0.000840359305603428,14,33,"Cell cycle G2/M phase transition ","AT1G07270 AT1G27880 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950 AT5G11300 AT3G18730 AT4G32700"
0.000840359305603428,13,29,"Negative regulation of cell cycle phase transition ","AT1G07270 AT1G49910 AT1G52530 AT1G69400 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G05510 AT5G54260 AT5G66130 AT5G52950"
0.000840359305603428,13,29,"Negative regulation of mitotic cell cycle phase transition ","AT1G07270 AT1G49910 AT1G52530 AT1G69400 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G05510 AT5G54260 AT5G66130 AT5G52950"
0.00127334527801713,13,30,"Regulation of cell cycle G2/M phase transition ","AT1G07270 AT1G27880 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950 AT5G11300 AT4G32700"
0.00178807488413668,11,23,"Response to ionizing radiation ","AT3G05480 AT5G52950 AT3G02680 AT3G19210 AT3G52115 AT4G21070 AT5G20850 AT1G66730 AT2G18760 AT5G40820 AT5G61460"
0.00182359150700591,13,31,"G2/M transition of mitotic cell cycle ","AT1G07270 AT1G27880 AT1G52530 AT1G77320 AT3G02680 AT3G24495 AT4G12620 AT4G14700 AT5G54260 AT5G66130 AT5G52950 AT5G11300 AT3G18730"
