Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,ko00020,Citrate cycle (TCA cycle),,-9.5,4.7,8.3,18982,63,1407,22,1.6,0.33,815120|816218|816808|818024|819042|819845|820606|820951|820984|822181|825044|828805|829679|830726|830819|831884|835006|835598|837466|839891|841221|842284,ACO3|IDH2|PMDH1|AT2G34590|ATCS|ACLB-1|AT3G13930|LPD1|mtLPD2|LTA2|CSY2|ACO2|IDH1|AT5G08300|SDH3-1|IDH-V|ACLB-2|AT5G55070|ACLA-3|PDH-E1 BETA|mtLPD1|E1 ALPHA,-6.7,hits
KEGG Pathway,24,ko01230,Biosynthesis of amino acids,,-8.5,2.5,6.9,18982,251,1407,47,3.3,0.48,815120|816218|817648|817738|818231|818566|818978|819042|819137|819809|820499|821147|821977|824015|824130|824465|824526|824629|824872|825044|825145|828459|828586|828805|829106|829330|829510|829679|829978|830159|830758|831024|831061|831169|831884|832326|832736|832872|833535|835778|838301|838445|839103|840076|841307|843741|843869,ACO3|IDH2|ASP1|AT2G31810|AT2G36580|P5CS1|OASB|ATCS|AT2G45290|MEE32|SERAT2;2|MS2|AT3G23940|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CBL|CSY2|OASC|AT4G23590|AT4G24830|ACO2|MTO2|ASP5|AGD2|IDH1|AQI|DHS1|AT5G08570|ASP3|AT5G11880|AK-LYS1|IDH-V|ADT5|SHM2|CYSD2|GS2|SERAT1;1|AlaAT1|PSP|ASB1|AT-IE|EMB1144|ENO1|OTC,-5.8,hits
KEGG Pathway,24,ath01230,Biosynthesis of amino acids,,-8.5,2.5,6.9,18982,251,1407,47,3.3,0.48,815120|816218|817648|817738|818231|818566|818978|819042|819137|819809|820499|821147|821977|824015|824130|824465|824526|824629|824872|825044|825145|828459|828586|828805|829106|829330|829510|829679|829978|830159|830758|831024|831061|831169|831884|832326|832736|832872|833535|835778|838301|838445|839103|840076|841307|843741|843869,ACO3|IDH2|ASP1|AT2G31810|AT2G36580|P5CS1|OASB|ATCS|AT2G45290|MEE32|SERAT2;2|MS2|AT3G23940|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CBL|CSY2|OASC|AT4G23590|AT4G24830|ACO2|MTO2|ASP5|AGD2|IDH1|AQI|DHS1|AT5G08570|ASP3|AT5G11880|AK-LYS1|IDH-V|ADT5|SHM2|CYSD2|GS2|SERAT1;1|AlaAT1|PSP|ASB1|AT-IE|EMB1144|ENO1|OTC,-5.8,hits
GO Biological Processes,19,GO:0006888,ER to Golgi vesicle-mediated transport,19_GO:0051179 localization,-7.8,3.7,7.1,18982,88,1407,24,1.7,0.35,814675|816627|816678|819128|819661|820345|820600|821008|821046|821216|825521|829275|833947|834264|835565|835915|837961|838792|839208|839807|841265|841539|842138|844389,STL2P|AT2G20930|AT2G21390|GOS12|AT3G05000|ATFP8|RHD3|NPSN13|AT3G17780|AT3G01340|AT3G63460|AT4G31480|SGR4|AT5G42570|AT5G54750|AT5G58030|AT1G14010|p24delta5|VTI1B|ERD2|AT1G48440|AT1G51160|AT1G57620|AT1G80500,-5.2,hits
GO Biological Processes,19,GO:0017144,drug metabolic process,19_GO:0008152 metabolic process,-7.6,1.8,6.1,18982,650,1407,88,6.3,0.65,815120|815343|815374|815822|816218|816390|817149|817180|817830|818128|818231|818566|818701|818779|818937|819010|819042|819778|819805|819886|819915|820723|820947|821049|822063|822105|822270|822462|822594|823938|824134|824454|824465|824749|824872|824930|825044|825285|826396|827122|827786|828131|828564|828805|829034|829381|829452|829473|829479|829652|829679|830063|830139|830726|830758|830819|831402|831884|832326|832545|832736|833655|833755|834077|834800|834829|835504|835598|835934|836378|836710|836885|837168|837733|838580|838614|838850|839452|840115|840630|841704|841765|841793|841821|842124|843741|843934|844376,ACO3|AT2G07671|AT2G07698|AGT|IDH2|AT2G18750|GLDP2|ARD3|LUH|XEG113|AT2G36580|P5CS1|CAMBP25|AT2G41800|BIO2|COS1|ATCS|PRXIIF|AT3G06310|AT3G07010|AT3G07270|PPC3|CTL2|PYD1|AT3G24670|QUA1|AT3G26610|GATL10|UGD2|SDH7|AT3G49720|MDAR1|AT3G52990|EPC1|CBL|ADSS|CSY2|GAUT1|SAPX|ATARD2|LSD1|AT4G01700|PGI1|ACO2|HXK1|AT4G32460|AT4G33150|FLDH|AT4G33420|APX3|IDH1|VHA-A3|MIPS1|AT5G08300|AT5G08570|SDH3-1|UGD3|IDH-V|ADT5|AT5G24760|SHM2|ACS|TCH2|PHB3|PME5|GAUT4|OMT1|AT5G55070|TTL|SDH7|CGR3|AT5G67490|PDS1|AT1G11860|APS2|VAB3|AT1G22440|AT1G04680|RCD1|NIA2|AT1G52710|PPC1|GLY3|PME1|AT1G56680|ENO1|VAB1|AT1G80360,-5,hits
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-7.2,2.8,6.4,18982,160,1407,33,2.3,0.4,814675|816627|816678|819128|819661|819986|820345|820600|821008|821046|821216|824451|825521|825830|827512|829275|830077|830501|831546|833947|834264|834718|835565|835915|837961|838106|838792|839208|839807|841265|841539|842138|844389,STL2P|AT2G20930|AT2G21390|GOS12|AT3G05000|AT3G07950|ATFP8|RHD3|NPSN13|AT3G17780|AT3G01340|VSR1|AT3G63460|NSF|AGD8|AT4G31480|ATRER1A|SNX1|SYP21|SGR4|AT5G42570|AGD9|AT5G54750|AT5G58030|AT1G14010|AT1G15370|p24delta5|VTI1B|ERD2|AT1G48440|AT1G51160|AT1G57620|AT1G80500,-4.6,hits
GO Biological Processes,19,GO:0006085,acetyl-CoA biosynthetic process,19_GO:0008152 metabolic process,-6.7,8.1,7.8,18982,15,1407,9,0.64,0.21,818024|819845|820951|822181|833655|835006|837466|839891|842284,AT2G34590|ACLB-1|LPD1|LTA2|ACS|ACLB-2|ACLA-3|PDH-E1 BETA|E1 ALPHA,-4.1,hits
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0008152 metabolic process,-6.7,2,5.7,18982,369,1407,56,4,0.52,817180|818024|818382|818429|818452|818937|818978|818982|819845|820083|820118|820499|820951|821147|822181|823491|823557|823706|824872|825145|825500|826788|827122|827998|828288|829176|829178|829452|829895|830154|830843|831174|832804|832872|833655|835006|835598|835778|837466|838216|838289|838290|838445|838580|839602|839891|841793|842281|842284|842514|842928|843685|843750|844013|844264|844376,ARD3|AT2G34590|CAC3|WRKY33|MVD1|BIO2|OASB|MPK6|ACLB-1|GSTU8|SOX|SERAT2;2|LPD1|MS2|LTA2|GSTU27|NIT3|MPK3|CBL|OASC|HMT2|HMGS|ATARD2|LIF2|APR3|GGP1|GGP3|AT4G33150|CYP81F4|CYP79B2|AT5G09830|Rap2.6L|MK|CYSD2|ACS|ACLB-2|AT5G55070|SERAT1;1|ACLA-3|RDH2|GSTU25|GSTU26|PSP|APS2|GSTU13|PDH-E1 BETA|GLY3|PEN3|E1 ALPHA|APR2|ZFP4|MKK9|SOT16|IGMT5|MST1|AT1G80360,-4.1,hits
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-6.6,1.9,5.7,18982,464,1407,66,4.7,0.56,815343|815374|815903|817426|818024|818231|818382|818452|818892|819137|819378|819805|819845|820951|821049|821163|821313|822181|822396|822594|824280|824465|824612|824922|824930|824934|825458|826788|827006|828392|828537|828564|829034|829452|830063|830758|830819|831402|831513|832804|833655|834076|834169|834791|835006|835598|835934|836760|837466|838204|838368|838614|839868|839890|839891|841704|841733|842281|842284|842603|842622|842670|842724|843741|843934|844193,AT2G07671|AT2G07698|ALDH6B2|UXS6|AT2G34590|AT2G36580|CAC3|MVD1|AT2G42910|AT2G45290|UXS4|AT3G06310|ACLB-1|LPD1|PYD1|AT3G02360|UGP1|LTA2|CARA|UGD2|MUR1|AT3G52990|AT3G54470|AGK2|ADSS|LPAT2|AUD1|HMGS|AT4G13720|PYR4|AT4G24340|PGI1|HXK1|AT4G33150|VHA-A3|AT5G08570|SDH3-1|UGD3|RGP5|MK|ACS|G6PD6|AT5G41670|AT5G47435|ACLB-2|AT5G55070|TTL|GMD1|ACLA-3|AT1G16350|GER2|VAB3|CARB|NUDX25|PDH-E1 BETA|AT1G52710|CKS|PEN3|E1 ALPHA|NRS/ER|UGE3|AT1G63660|AT1G64190|ENO1|VAB1|RHM1,-4.1,hits
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-6.6,2.2,5.8,18982,270,1407,45,3.2,0.47,817830|817925|818231|818605|818701|818709|819353|819923|820626|820643|820752|821303|822833|827786|828516|828559|829151|829563|830424|831158|832032|832147|834210|835537|835585|835813|835860|835919|836103|837224|837428|837551|837896|838301|838961|839142|839168|840201|841496|841821|841829|843216|843575|843685|2745524,LUH|CRL1|AT2G36580|CZF1|CAMBP25|TCH3|CP12-1|AT3G07350|AT3G14100|RAP2.2|ERF4|AT3G03270|ERD5|LSD1|AT4G24160|DIC2|XTH18|AT4G34150|DREB2A|GILP|AT5G19120|DIN10|AT5G42050|PBP1|AT5G54940|EIR1|TCH4|TIL|RHL41|AT1G07135|SRC2|AT1G10140|AT1G13360|AlaAT1|AT1G03610|AT1G25550|AT1G26270|AT1G33055|AT1G50740|PME1|RAP2.12|RAV2|AT1G72430|MKK9|AT2G14247,-4.1,hits
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-6.6,2.2,5.8,18982,271,1407,45,3.2,0.47,817830|817925|818231|818605|818701|818709|819353|819923|820626|820643|820752|821303|822833|827786|828516|828559|829151|829563|830424|831158|832032|832147|834210|835537|835585|835813|835860|835919|836103|837224|837428|837551|837896|838301|838961|839142|839168|840201|841496|841821|841829|843216|843575|843685|2745524,LUH|CRL1|AT2G36580|CZF1|CAMBP25|TCH3|CP12-1|AT3G07350|AT3G14100|RAP2.2|ERF4|AT3G03270|ERD5|LSD1|AT4G24160|DIC2|XTH18|AT4G34150|DREB2A|GILP|AT5G19120|DIN10|AT5G42050|PBP1|AT5G54940|EIR1|TCH4|TIL|RHL41|AT1G07135|SRC2|AT1G10140|AT1G13360|AlaAT1|AT1G03610|AT1G25550|AT1G26270|AT1G33055|AT1G50740|PME1|RAP2.12|RAV2|AT1G72430|MKK9|AT2G14247,-4.1,hits
GO Biological Processes,19,GO:0044272,sulfur compound biosynthetic process,19_GO:0008152 metabolic process,-6.6,2.7,6,18982,154,1407,31,2.2,0.39,817180|818024|818382|818429|818937|818978|818982|819845|820499|820951|821147|822181|823706|824872|825145|825500|827122|827998|829176|830154|832872|833655|835006|835778|837466|838580|839891|842284|843685|843750|844013,ARD3|AT2G34590|CAC3|WRKY33|BIO2|OASB|MPK6|ACLB-1|SERAT2;2|LPD1|MS2|LTA2|MPK3|CBL|OASC|HMT2|ATARD2|LIF2|GGP1|CYP79B2|CYSD2|ACS|ACLB-2|SERAT1;1|ACLA-3|APS2|PDH-E1 BETA|E1 ALPHA|MKK9|SOT16|IGMT5,-4.1,hits
GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-6.5,2.4,5.9,18982,220,1407,39,2.8,0.44,817576|817938|819371|819377|819745|820559|824230|824518|824712|825359|828163|828333|828754|829285|829822|831141|832834|834293|834443|834945|835204|835279|836456|836541|837228|837433|837494|837505|838690|838714|838997|839314|839503|839526|843963|844021|844055|844347|844433,U2B''|AT2G33730|U1A|AT2G47640|AT3G05760|SCL30A|U1-70K|RS2Z32|SCL30|RS31|AT4G02840|AT4G22380|AT4G26480|RSZ22|ATU2AF65A|EMB3011|emb1644|U2AF35B|CBP20|SAD1|AT5G51300|RS41|AT5G63370|SC35|AT1G07170|SR30|AT1G09660|U2A'|emb1507|LSM3A|RSZ21|PRP39|MAC3A|LSM2|SmD3|LSM3B|SKIP|SUS2|AT1G80930,-4.1,hits
GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-6.5,1.8,5.5,18982,588,1407,78,5.5,0.61,814873|815822|816390|817180|817570|817738|817832|818231|818566|818937|818973|818978|819326|819809|819845|819915|820499|820667|821049|821135|821147|821460|821977|822169|822396|822594|824015|824130|824465|824526|824629|824702|824872|825145|825500|827122|827381|828564|828586|829034|829106|829220|829510|830154|830159|830626|830758|830880|830912|831061|831169|831402|832326|832736|832872|833535|834077|835006|835778|836098|836183|836300|837372|837888|837953|838445|839103|839868|839891|840076|841307|841699|843098|843741|843830|843869|844002|844376,NRP1|AGT|AT2G18750|ARD3|EMB3147|AT2G31810|CB5-B|AT2G36580|P5CS1|BIO2|SSI2|OASB|SDR3|MEE32|ACLB-1|AT3G07270|SERAT2;2|NCED3|PYD1|DOX1|MS2|LOH2|AT3G23940|AOC3|CARA|UGD2|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CER10|CBL|OASC|HMT2|ATARD2|ACX1|PGI1|AT4G24830|HXK1|MTO2|FAD6|AGD2|CYP79B2|DHS1|Tudor1|AT5G08570|AT5G10160|PAS2|AT5G11880|AK-LYS1|UGD3|ADT5|SHM2|CYSD2|GS2|PHB3|ACLB-2|SERAT1;1|AT5G59770|GPAT9|Tudor2|FATB|AOC4|AT1G13930|PSP|ASB1|CARB|PDH-E1 BETA|AT-IE|EMB1144|AT1G52670|KCR1|ENO1|AT1G74910|OTC|OPR2|AT1G80360,-4.1,hits
GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-6.5,1.8,5.5,18982,588,1407,78,5.5,0.61,814873|815822|816390|817180|817570|817738|817832|818231|818566|818937|818973|818978|819326|819809|819845|819915|820499|820667|821049|821135|821147|821460|821977|822169|822396|822594|824015|824130|824465|824526|824629|824702|824872|825145|825500|827122|827381|828564|828586|829034|829106|829220|829510|830154|830159|830626|830758|830880|830912|831061|831169|831402|832326|832736|832872|833535|834077|835006|835778|836098|836183|836300|837372|837888|837953|838445|839103|839868|839891|840076|841307|841699|843098|843741|843830|843869|844002|844376,NRP1|AGT|AT2G18750|ARD3|EMB3147|AT2G31810|CB5-B|AT2G36580|P5CS1|BIO2|SSI2|OASB|SDR3|MEE32|ACLB-1|AT3G07270|SERAT2;2|NCED3|PYD1|DOX1|MS2|LOH2|AT3G23940|AOC3|CARA|UGD2|CSR1|BCAT3|AT3G52990|AT3G53580|TSA1|CER10|CBL|OASC|HMT2|ATARD2|ACX1|PGI1|AT4G24830|HXK1|MTO2|FAD6|AGD2|CYP79B2|DHS1|Tudor1|AT5G08570|AT5G10160|PAS2|AT5G11880|AK-LYS1|UGD3|ADT5|SHM2|CYSD2|GS2|PHB3|ACLB-2|SERAT1;1|AT5G59770|GPAT9|Tudor2|FATB|AOC4|AT1G13930|PSP|ASB1|CARB|PDH-E1 BETA|AT-IE|EMB1144|AT1G52670|KCR1|ENO1|AT1G74910|OTC|OPR2|AT1G80360,-4.1,hits
GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-6.4,2.2,5.8,18982,265,1407,44,3.1,0.46,817830|817925|818231|818605|818701|818709|819923|820626|820643|820752|821303|822833|827786|828516|828559|829151|829563|830424|831158|832032|832147|834210|835537|835585|835813|835860|835919|836103|837224|837428|837551|837896|838301|838961|839142|839168|840201|841496|841821|841829|843216|843575|843685|2745524,LUH|CRL1|AT2G36580|CZF1|CAMBP25|TCH3|AT3G07350|AT3G14100|RAP2.2|ERF4|AT3G03270|ERD5|LSD1|AT4G24160|DIC2|XTH18|AT4G34150|DREB2A|GILP|AT5G19120|DIN10|AT5G42050|PBP1|AT5G54940|EIR1|TCH4|TIL|RHL41|AT1G07135|SRC2|AT1G10140|AT1G13360|AlaAT1|AT1G03610|AT1G25550|AT1G26270|AT1G33055|AT1G50740|PME1|RAP2.12|RAV2|AT1G72430|MKK9|AT2G14247,-4.1,hits
GO Biological Processes,19,GO:0006637,acyl-CoA metabolic process,19_GO:0008152 metabolic process,-6.4,4.5,6.6,18982,45,1407,15,1.1,0.27,818024|818382|818452|819845|820951|822181|826788|829452|832804|833655|835006|835598|837466|839891|842284,AT2G34590|CAC3|MVD1|ACLB-1|LPD1|LTA2|HMGS|AT4G33150|MK|ACS|ACLB-2|AT5G55070|ACLA-3|PDH-E1 BETA|E1 ALPHA,-4,hits
GO Biological Processes,19,GO:0035383,thioester metabolic process,19_GO:0008152 metabolic process,-6.4,4.5,6.6,18982,45,1407,15,1.1,0.27,818024|818382|818452|819845|820951|822181|826788|829452|832804|833655|835006|835598|837466|839891|842284,AT2G34590|CAC3|MVD1|ACLB-1|LPD1|LTA2|HMGS|AT4G33150|MK|ACS|ACLB-2|AT5G55070|ACLA-3|PDH-E1 BETA|E1 ALPHA,-4,hits
