Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010206,photosystem II repair,19_GO:0008152 metabolic process,-3.2,6.3,4.9,18982,12,1263,5,0.4,0.18,839449|841447|841919|841995|843903,PSB27|FTSH1|TLP18.3|ZKT|LQY1,-0.42,hits
GO Biological Processes,19,GO:0006778,porphyrin-containing compound metabolic process,19_GO:0008152 metabolic process,-3.1,2.5,3.9,18982,98,1263,16,1.3,0.31,821840|821855|824861|824885|826798|826942|827119|827479|828853|829413|831207|831984|834408|834633|839472|841025,AT3G22690|ELIP1|CRD1|BPG2|AT4G11910|NYC1|ELIP2|LIL3:1|PORB|VTE1|GUN5|PCB2|CLH2|CHLI2|HCAR|hemb2,-0.42,hits
GO Biological Processes,19,GO:0033013,tetrapyrrole metabolic process,19_GO:0008152 metabolic process,-3.1,2.4,3.8,18982,99,1263,16,1.3,0.31,821840|821855|824861|824885|826798|826942|827119|827479|828853|829413|831207|831984|834408|834633|839472|841025,AT3G22690|ELIP1|CRD1|BPG2|AT4G11910|NYC1|ELIP2|LIL3:1|PORB|VTE1|GUN5|PCB2|CLH2|CHLI2|HCAR|hemb2,-0.41,hits
GO Biological Processes,19,GO:0046865,terpenoid transport,19_GO:0051179 localization,-3,7.5,4.9,18982,8,1263,4,0.32,0.16,828604|835152|835280|838122,SWEET14|SWEET13|AT5G52050|ABCG40,-0.39,hits
GO Biological Processes,19,GO:0046864,isoprenoid transport,19_GO:0051179 localization,-3,7.5,4.9,18982,8,1263,4,0.32,0.16,828604|835152|835280|838122,SWEET14|SWEET13|AT5G52050|ABCG40,-0.39,hits
KEGG Pathway,24,ko00944,Flavone and flavonol biosynthesis,,-3,11,5.5,18982,4,1263,3,0.24,0.14,830693|831568|839933,TT7|UGT78D2|UGT78D1,-0.39,hits
KEGG Pathway,24,ath00944,Flavone and flavonol biosynthesis,,-3,11,5.5,18982,4,1263,3,0.24,0.14,830693|831568|839933,TT7|UGT78D2|UGT78D1,-0.39,hits
GO Biological Processes,19,GO:1900864,mitochondrial RNA modification,19_GO:0008152 metabolic process,-2.9,3.6,4.1,18982,33,1263,8,0.63,0.22,819688|820601|821115|821779|826774|830748|837825|843776,MEF19|AT3G13880|AT3G02330|AT3G22150|AT4G11690|SLG1|RPF1|AT1G74350,-0.39,hits
GO Biological Processes,19,GO:1900865,chloroplast RNA modification,19_GO:0008152 metabolic process,-2.8,3.9,4,18982,27,1263,7,0.55,0.21,814827|820601|821779|824822|827609|834796|836038,OTP85|AT3G13880|AT3G22150|AT3G56550|DOT4|AT5G47460|OTP80,-0.29,hits
GO Biological Processes,19,GO:0051026,chiasma assembly,19_GO:0022414 reproductive process,-2.7,5,4.1,18982,15,1263,5,0.4,0.18,821593|821860|822395|835898|838040,MSH5|DMC1|RCK|MPS1|SDS,-0.19,hits
GO Biological Processes,19,GO:0015995,chlorophyll biosynthetic process,19_GO:0008152 metabolic process,-2.6,2.7,3.5,18982,62,1263,11,0.87,0.26,821840|821855|824861|824885|827119|827479|828853|831207|831984|834633|841025,AT3G22690|ELIP1|CRD1|BPG2|ELIP2|LIL3:1|PORB|GUN5|PCB2|CHLI2|hemb2,-0.19,hits
GO Biological Processes,19,GO:1901401,regulation of tetrapyrrole metabolic process,19_GO:0050789 regulation of biological process,-2.6,3.6,3.8,18982,29,1263,7,0.55,0.21,821840|821855|824861|824885|826798|827119|827479,AT3G22690|ELIP1|CRD1|BPG2|AT4G11910|ELIP2|LIL3:1,-0.19,hits
GO Biological Processes,19,GO:0010345,suberin biosynthetic process,19_GO:0008152 metabolic process,-2.6,4.1,3.9,18982,22,1263,6,0.48,0.19,820316|823579|823580|829521|831202|832383,GPAT5|FAR4|FAR5|CER4|ABCG6|CYP86B1,-0.19,hits
KEGG Pathway,24,ko00196,Photosynthesis - antenna proteins,,-2.6,4.1,3.9,18982,22,1263,6,0.48,0.19,818599|822391|824654|839869|839870|843990,LHCB4.3|LHCB2.3|LHCA1|CAB3|CAB2|AT1G76570,-0.19,hits
KEGG Pathway,24,ath00196,Photosynthesis - antenna proteins,,-2.6,4.1,3.9,18982,22,1263,6,0.48,0.19,818599|822391|824654|839869|839870|843990,LHCB4.3|LHCB2.3|LHCA1|CAB3|CAB2|AT1G76570,-0.19,hits
GO Biological Processes,19,GO:0009768,"photosynthesis, light harvesting in photosystem I",19_GO:0008152 metabolic process,-2.5,3.9,3.7,18982,23,1263,6,0.48,0.19,818599|822391|824654|839869|839870|843990,LHCB4.3|LHCB2.3|LHCA1|CAB3|CAB2|AT1G76570,-0.14,hits
GO Biological Processes,19,GO:0010143,cutin biosynthetic process,19_GO:0008152 metabolic process,-2.5,3.9,3.7,18982,23,1263,6,0.48,0.19,818389|820316|821209|828140|837163|841367,GPAT6|GPAT5|MYB106|GPAT8|GPAT1|LACS2,-0.14,hits
GO Biological Processes,19,GO:0031425,chloroplast RNA processing,19_GO:0008152 metabolic process,-2.5,3.9,3.7,18982,23,1263,6,0.48,0.19,814827|824910|825512|834236|836038|837325,OTP85|OTP84|OTP86|AT5G42310|OTP80|OTP82,-0.14,hits
KEGG Pathway,24,ath00860,Porphyrin and chlorophyll metabolism,,-2.5,2.9,3.4,18982,47,1263,9,0.71,0.24,824861|826942|828853|831207|831984|834408|834633|839472|841025,CRD1|NYC1|PORB|GUN5|PCB2|CLH2|CHLI2|HCAR|hemb2,-0.14,hits
KEGG Pathway,24,ko00860,Porphyrin and chlorophyll metabolism,,-2.5,2.9,3.4,18982,47,1263,9,0.71,0.24,824861|826942|828853|831207|831984|834408|834633|839472|841025,CRD1|NYC1|PORB|GUN5|PCB2|CLH2|CHLI2|HCAR|hemb2,-0.14,hits
KEGG Pathway,24,ko00903,Limonene and pinene degradation,,-2.4,3,3.4,18982,40,1263,8,0.63,0.22,822223|829782|830343|832584|832585|832589|833619|837866,CYP71B3|ALDH3F1|CYP77A4|CYP71B12|CYP71B13|CYP71B14|CYP81D1|CYP71B28,-0.071,hits
KEGG Pathway,24,ath00903,Limonene and pinene degradation,,-2.4,3,3.4,18982,40,1263,8,0.63,0.22,822223|829782|830343|832584|832585|832589|833619|837866,CYP71B3|ALDH3F1|CYP77A4|CYP71B12|CYP71B13|CYP71B14|CYP81D1|CYP71B28,-0.071,hits
GO Biological Processes,19,GO:0000710,meiotic mismatch repair,19_GO:0022414 reproductive process,-2.3,7.5,4.3,18982,6,1263,3,0.24,0.14,821593|827450|828659,MSH5|MSH4|MSH3,-0.025,hits
GO Biological Processes,19,GO:0071490,cellular response to far red light,19_GO:0050896 response to stimulus,-2.3,7.5,4.3,18982,6,1263,3,0.24,0.14,821855|827119|831441,ELIP1|ELIP2|CO,-0.025,hits
KEGG Pathway,24,ath00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",,-2.2,2.9,3.2,18982,42,1263,8,0.63,0.22,822223|830343|832584|832585|832589|833619|837866|839082,CYP71B3|CYP77A4|CYP71B12|CYP71B13|CYP71B14|CYP81D1|CYP71B28|AT1G24735,0,hits
KEGG Pathway,24,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",,-2.2,2.9,3.2,18982,42,1263,8,0.63,0.22,822223|830343|832584|832585|832589|833619|837866|839082,CYP71B3|CYP77A4|CYP71B12|CYP71B13|CYP71B14|CYP81D1|CYP71B28|AT1G24735,0,hits
GO Biological Processes,19,GO:0006779,porphyrin-containing compound biosynthetic process,19_GO:0008152 metabolic process,-2.2,2.4,3,18982,70,1263,11,0.87,0.26,821840|821855|824861|824885|827119|827479|828853|831207|831984|834633|841025,AT3G22690|ELIP1|CRD1|BPG2|ELIP2|LIL3:1|PORB|GUN5|PCB2|CHLI2|hemb2,0,hits
GO Biological Processes,19,GO:0048017,inositol lipid-mediated signaling,19_GO:0023052 signaling,-2.2,4,3.4,18982,19,1263,5,0.4,0.18,819730|823882|824760|830010|835981,PLDP2|PLC8|AT3G55940|PLC1|PLC1,0,hits
GO Biological Processes,19,GO:0090056,regulation of chlorophyll metabolic process,19_GO:0050789 regulation of biological process,-2.1,3.3,3.2,18982,27,1263,6,0.48,0.19,821840|821855|824885|826798|827119|827479,AT3G22690|ELIP1|BPG2|AT4G11910|ELIP2|LIL3:1,0,hits
GO Biological Processes,19,GO:0071483,cellular response to blue light,19_GO:0050896 response to stimulus,-2.1,3.3,3.2,18982,27,1263,6,0.48,0.19,816671|821855|827119|832477|841856|843847,BBX18|ELIP1|ELIP2|SIGE|NF-YA5|JAC1,0,hits
GO Biological Processes,19,GO:0015851,nucleobase transport,19_GO:0051179 localization,-2.1,3.3,3.2,18982,27,1263,6,0.48,0.19,814882|816956|817941|827546|837518|839717,UPS2|PUP5|PUP2|PUP10|PUP16|PUP1,0,hits
GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-2.1,1.5,2.6,18982,320,1263,33,2.6,0.45,814688|816381|817606|818599|821840|822391|824246|824654|827921|827996|831799|832042|832477|834495|835945|836751|837066|837178|837974|838243|839449|839869|839870|839969|841447|841919|841995|842016|842354|843222|843903|843990|2745715,CRR3|PNP-A|PSBW|LHCB4.3|AT3G22690|LHCB2.3|PSBO2|LHCA1|TROL|PETC|OHP|APL1|SIGE|AT5G44660|AT5G58330|FNR1|APS2|PSBP-1|PnsL2|HCF173|PSB27|CAB3|CAB2|RSH4|FTSH1|TLP18.3|ZKT|PSAG|ABC4|PHYLLO|LQY1|AT1G76570|PAM68,0,hits
GO Biological Processes,19,GO:0033014,tetrapyrrole biosynthetic process,19_GO:0008152 metabolic process,-2.1,2.3,2.9,18982,73,1263,11,0.87,0.26,821840|821855|824861|824885|827119|827479|828853|831207|831984|834633|841025,AT3G22690|ELIP1|CRD1|BPG2|ELIP2|LIL3:1|PORB|GUN5|PCB2|CHLI2|hemb2,0,hits
GO Biological Processes,19,GO:0010218,response to far red light,19_GO:0050896 response to stimulus,-2,2.7,3,18982,45,1263,8,0.63,0.22,819100|821855|822391|827119|829361|831441|832477|835301,HB4|ELIP1|LHCB2.3|ELIP2|IAA29|CO|SIGE|RUP1,0,hits
GO Biological Processes,19,GO:0080156,mitochondrial mRNA modification,19_GO:0008152 metabolic process,-2,3.2,3.1,18982,28,1263,6,0.48,0.19,819688|821115|821779|826774|830748|837825,MEF19|AT3G02330|AT3G22150|AT4G11690|SLG1|RPF1,0,hits
GO Biological Processes,19,GO:0009699,phenylpropanoid biosynthetic process,19_GO:0008152 metabolic process,-2,2,2.8,18982,105,1263,14,1.1,0.29,820316|823579|823580|824723|826844|828364|829521|829779|829953|830302|831202|832383|836475|842694,GPAT5|FAR4|FAR5|AT3G55580|MYB42|MYB85|CER4|FAH1|CAD6|PAL3|ABCG6|CYP86B1|FACT|AtMYB103,0,hits
